Agg(open=8, high=8, low=7.98, close=7.98, volume=2270, vwap=7.9935, timestamp=1690801200000, transactions=11, otc=None)
Agg(open=7.9891, high=8.0298, low=7.95, close=7.99, volume=10249, vwap=7.9948, timestamp=1690804800000, transactions=14, otc=None)
Agg(open=7.99, high=8.09, low=7.99, close=8.049, volume=403483, vwap=8.0403, timestamp=1690808400000, transactions=2666, otc=None)
Agg(open=8.05, high=8.165, low=8.025, close=8.16, volume=1106798.0, vwap=8.1121, timestamp=1690812000000, transactions=5686, otc=None)
Agg(open=8.16, high=8.21, low=8.13, close=8.135, volume=855634, vwap=8.1755, timestamp=1690815600000, transactions=4492, otc=None)
Agg(open=8.14, high=8.17, low=8.11, close=8.115, volume=437313, vwap=8.1433, timestamp=1690819200000, transactions=2654, otc=None)
Agg(open=8.115, high=8.125, low=8.05, close=8.055, volume=630096, vwap=8.0809, timestamp=1690822800000, transactions=3054, otc=None)
Agg(open=8.055, high=8.11, low=8.05, close=8.105, volume=587735, vwap=8.0736, timestamp=1690826400000, transactions=3514, otc=None)
Agg(open=8.11, high=8.11, low=8.04, close=8.07, volume=1538214.0, vwap=8.0671, timestamp=1690830000000, transactions=8617, otc=None)
Agg(open=8.06, high=8.08, low=8.06, close=8.06, volume=85588, vwap=8.06, timestamp=1690833600000, transactions=37, otc=None)
Agg(open=8.06, high=8.06, low=8.06, close=8.06, volume=730, vwap=8.0601, timestamp=1690837200000, transactions=2, otc=None)
Agg(open=8.08, high=8.08, low=8.08, close=8.08, volume=505, vwap=8.08, timestamp=1690844400000, transactions=6, otc=None)
Agg(open=8.06, high=8.06, low=8.04, close=8.04, volume=1046, vwap=8.0541, timestamp=1690887600000, transactions=5, otc=None)
Agg(open=8.06, high=8.06, low=8.02, close=8.02, volume=500, vwap=8.0422, timestamp=1690891200000, transactions=9, otc=None)
Agg(open=8.02, high=8.06, low=7.9, close=7.99, volume=570706, vwap=7.9636, timestamp=1690894800000, transactions=3430, otc=None)
Agg(open=7.9975, high=8.005, low=7.84, close=7.99, volume=1427176.0, vwap=7.924, timestamp=1690898400000, transactions=6965, otc=None)
Agg(open=7.99, high=8.01, low=7.93, close=7.95, volume=587801, vwap=7.9641, timestamp=1690902000000, transactions=4114, otc=None)
Agg(open=7.945, high=7.95, low=7.91, close=7.935, volume=402997, vwap=7.9259, timestamp=1690905600000, transactions=3121, otc=None)
Agg(open=7.935, high=7.96, low=7.93, close=7.9499, volume=624490, vwap=7.948, timestamp=1690909200000, transactions=4102, otc=None)
Agg(open=7.945, high=7.96, low=7.93, close=7.93, volume=527323, vwap=7.942, timestamp=1690912800000, transactions=3542, otc=None)
Agg(open=7.9399, high=7.945, low=7.87, close=7.915, volume=2143587.0, vwap=7.9057, timestamp=1690916400000, transactions=9222, otc=None)
Agg(open=7.91, high=7.91, low=7.91, close=7.91, volume=81018, vwap=7.91, timestamp=1690920000000, transactions=15, otc=None)
Agg(open=7.91, high=7.91, low=7.88, close=7.88, volume=699, vwap=7.8932, timestamp=1690923600000, transactions=4, otc=None)
Agg(open=7.88, high=7.88, low=7.88, close=7.88, volume=3610, vwap=7.88, timestamp=1690927200000, transactions=7, otc=None)
Agg(open=7.89, high=7.89, low=7.89, close=7.89, volume=250, vwap=7.89, timestamp=1690930800000, transactions=1, otc=None)
Agg(open=7.85, high=7.85, low=7.71, close=7.72, volume=928, vwap=7.7882, timestamp=1690963200000, transactions=13, otc=None)
Agg(open=7.81, high=7.84, low=7.81, close=7.84, volume=1300, vwap=7.8176, timestamp=1690974000000, transactions=4, otc=None)
Agg(open=7.8492, high=7.85, low=7.8, close=7.8, volume=6468, vwap=7.8186, timestamp=1690977600000, transactions=29, otc=None)
Agg(open=7.81, high=7.81, low=7.63, close=7.735, volume=717177, vwap=7.7046, timestamp=1690981200000, transactions=3403, otc=None)
Agg(open=7.74, high=7.75, low=7.64, close=7.655, volume=860724, vwap=7.6839, timestamp=1690984800000, transactions=4343, otc=None)
Agg(open=7.65, high=7.73, low=7.63, close=7.69, volume=782524, vwap=7.6883, timestamp=1690988400000, transactions=4392, otc=None)
Agg(open=7.695, high=7.72, low=7.66, close=7.71, volume=598821, vwap=7.6872, timestamp=1690992000000, transactions=3958, otc=None)
Agg(open=7.705, high=7.74, low=7.705, close=7.72, volume=435873, vwap=7.7208, timestamp=1690995600000, transactions=2499, otc=None)
