Agg(open=21, high=21.01, low=20.98, close=20.98, volume=352, vwap=21.0048, timestamp=1674464400000, transactions=5, otc=None)
Agg(open=20.77, high=20.77, low=20.74, close=20.74, volume=355, vwap=20.7401, timestamp=1674471600000, transactions=4, otc=None)
Agg(open=20.88, high=21.05, low=20.85, close=21.01, volume=10905, vwap=20.978, timestamp=1674475200000, transactions=56, otc=None)
Agg(open=20.93, high=21.15, low=20.84, close=21.02, volume=52008, vwap=21.0797, timestamp=1674478800000, transactions=151, otc=None)
Agg(open=21.02, high=21.025, low=20.81, close=20.922, volume=958413, vwap=20.9269, timestamp=1674482400000, transactions=5015, otc=None)
Agg(open=20.9, high=20.965, low=20.415, close=20.49, volume=1733546.0, vwap=20.6305, timestamp=1674486000000, transactions=10512, otc=None)
Agg(open=20.485, high=20.7, low=20.455, close=20.5999, volume=1594469.0, vwap=20.5557, timestamp=1674489600000, transactions=10029, otc=None)
Agg(open=20.595, high=20.71, low=20.48, close=20.695, volume=1064366.0, vwap=20.6054, timestamp=1674493200000, transactions=6537, otc=None)
Agg(open=20.69, high=20.745, low=20.54, close=20.57, volume=747038, vwap=20.631, timestamp=1674496800000, transactions=5588, otc=None)
Agg(open=20.57, high=20.71, low=20.37, close=20.47, volume=1506915.0, vwap=20.5228, timestamp=1674500400000, transactions=8784, otc=None)
Agg(open=20.475, high=20.64, low=20.38, close=20.62, volume=2560146.0, vwap=20.5265, timestamp=1674504000000, transactions=15034, otc=None)
Agg(open=20.61, high=20.61, low=20.53, close=20.53, volume=81090, vwap=20.5965, timestamp=1674507600000, transactions=61, otc=None)
Agg(open=20.55, high=20.575, low=20.54, close=20.575, volume=576, vwap=20.5547, timestamp=1674511200000, transactions=5, otc=None)
Agg(open=20.55, high=20.58, low=20.55, close=20.55, volume=6526, vwap=20.5731, timestamp=1674514800000, transactions=16, otc=None)
Agg(open=20.55, high=20.55, low=20.55, close=20.55, volume=395, vwap=20.55, timestamp=1674518400000, transactions=2, otc=None)
Agg(open=20.49, high=20.49, low=20.44, close=20.49, volume=1470, vwap=20.4654, timestamp=1674561600000, transactions=8, otc=None)
Agg(open=20.44, high=20.61, low=20.42, close=20.43, volume=23058, vwap=20.5227, timestamp=1674565200000, transactions=73, otc=None)
Agg(open=20.43, high=20.6, low=20.01, close=20.015, volume=1747190.0, vwap=20.2339, timestamp=1674568800000, transactions=8661, otc=None)
