Agg(open=16.08, high=16.1, low=16, close=16, volume=671, vwap=16.039, timestamp=1696849200000, transactions=15, otc=None)
Agg(open=16, high=16.04, low=16, close=16.04, volume=6384, vwap=16.0125, timestamp=1696852800000, transactions=3, otc=None)
Agg(open=16.2, high=16.2, low=15.615, close=15.73, volume=750995, vwap=15.9355, timestamp=1696856400000, transactions=5700, otc=None)
Agg(open=15.72, high=15.77, low=15.55, close=15.625, volume=893510, vwap=15.6736, timestamp=1696860000000, transactions=8105, otc=None)
Agg(open=15.625, high=15.68, low=15.535, close=15.58, volume=983150, vwap=15.6032, timestamp=1696863600000, transactions=8953, otc=None)
Agg(open=15.58, high=15.63, low=15.275, close=15.345, volume=1249577.0, vwap=15.4372, timestamp=1696867200000, transactions=7985, otc=None)
Agg(open=15.35, high=15.56, low=15.33, close=15.535, volume=1061482.0, vwap=15.4506, timestamp=1696870800000, transactions=7518, otc=None)
Agg(open=15.535, high=15.69, low=15.505, close=15.675, volume=873015, vwap=15.6021, timestamp=1696874400000, transactions=7497, otc=None)
Agg(open=15.68, high=15.71, low=15.5, close=15.64, volume=2055988.0, vwap=15.6358, timestamp=1696878000000, transactions=12975, otc=None)
Agg(open=15.65, high=15.65, low=15.6, close=15.6, volume=71680, vwap=15.6498, timestamp=1696881600000, transactions=57, otc=None)
Agg(open=15.64, high=15.64, low=15.64, close=15.64, volume=120, vwap=15.64, timestamp=1696888800000, transactions=1, otc=None)
Agg(open=15.64, high=15.64, low=15.64, close=15.64, volume=400, vwap=15.64, timestamp=1696892400000, transactions=3, otc=None)
Agg(open=15.67, high=15.67, low=15.67, close=15.67, volume=100, vwap=15.67, timestamp=1696932000000, transactions=1, otc=None)
Agg(open=15.72, high=15.72, low=15.69, close=15.69, volume=323, vwap=15.7106, timestamp=1696935600000, transactions=3, otc=None)
Agg(open=15.652, high=15.74, low=15.65, close=15.72, volume=7058, vwap=15.7264, timestamp=1696939200000, transactions=35, otc=None)
Agg(open=15.71, high=16, low=15.6, close=15.88, volume=651667, vwap=15.8706, timestamp=1696942800000, transactions=4292, otc=None)
Agg(open=15.885, high=16.14, low=15.825, close=16.0325, volume=940056, vwap=16.0348, timestamp=1696946400000, transactions=8768, otc=None)
Agg(open=16.03, high=16.095, low=15.955, close=16.015, volume=684270, vwap=16.0185, timestamp=1696950000000, transactions=7501, otc=None)
Agg(open=16.015, high=16.09, low=15.925, close=16.045, volume=699825, vwap=16.0008, timestamp=1696953600000, transactions=6928, otc=None)
Agg(open=16.045, high=16.05, low=15.845, close=15.855, volume=865509, vwap=15.9338, timestamp=1696957200000, transactions=8943, otc=None)
Agg(open=15.855, high=15.9, low=15.77, close=15.805, volume=755286, vwap=15.8255, timestamp=1696960800000, transactions=7721, otc=None)
Agg(open=15.805, high=16.04, low=15.79, close=15.995, volume=2314413.0, vwap=15.9348, timestamp=1696964400000, transactions=17054, otc=None)
Agg(open=16, high=16.06, low=15.75, close=16.06, volume=49358, vwap=15.9989, timestamp=1696968000000, transactions=46, otc=None)
Agg(open=15.97, high=15.97, low=15.94, close=15.95, volume=1415, vwap=15.953, timestamp=1697018400000, transactions=11, otc=None)
Agg(open=16.03, high=16.1, low=16.03, close=16.08, volume=2367, vwap=16.068, timestamp=1697022000000, transactions=8, otc=None)
Agg(open=16.1, high=16.1, low=16, close=16.04, volume=6770, vwap=16.0324, timestamp=1697025600000, transactions=72, otc=None)
Agg(open=16, high=16.37, low=15.95, close=16.21, volume=589995, vwap=16.2221, timestamp=1697029200000, transactions=4394, otc=None)
Agg(open=16.215, high=16.325, low=16.065, close=16.195, volume=635785, vwap=16.1703, timestamp=1697032800000, transactions=6183, otc=None)
Agg(open=16.195, high=16.26, low=16, close=16.01, volume=467319, vwap=16.1198, timestamp=1697036400000, transactions=4622, otc=None)
Agg(open=16.015, high=16.08, low=15.94, close=16, volume=374121, vwap=15.9961, timestamp=1697040000000, transactions=3899, otc=None)
Agg(open=15.9925, high=16.09, low=15.965, close=16.03, volume=653592, vwap=16.0393, timestamp=1697043600000, transactions=5141, otc=None)
Agg(open=16.025, high=16.28, low=16.0201, close=16.245, volume=1353848.0, vwap=16.1971, timestamp=1697047200000, transactions=6292, otc=None)
Agg(open=16.25, high=16.2675, low=16.16, close=16.16, volume=1466216.0, vwap=16.2158, timestamp=1697050800000, transactions=11393, otc=None)
Agg(open=16.16, high=16.2, low=16.16, close=16.2, volume=52905, vwap=16.1606, timestamp=1697054400000, transactions=40, otc=None)
