Agg(open=16.08, high=16.1, low=16, close=16, volume=671, vwap=16.039, timestamp=1696849200000, transactions=15, otc=None)
Agg(open=16.2, high=16.2, low=16.2, close=16.2, volume=200, vwap=16.1888, timestamp=1697061600000, transactions=2, otc=None)
Agg(open=16.23, high=16.2615, low=16.2, close=16.2104, volume=1896, vwap=16.2286, timestamp=1697112000000, transactions=28, otc=None)
Agg(open=16.11, high=16.11, low=15.53, close=15.56, volume=580489, vwap=15.7253, timestamp=1697115600000, transactions=5509, otc=None)
Agg(open=15.56, high=15.5799, low=15.28, close=15.3254, volume=1265886.0, vwap=15.4467, timestamp=1697119200000, transactions=11086, otc=None)
Agg(open=15.3288, high=15.41, low=15.265, close=15.385, volume=743835, vwap=15.3343, timestamp=1697122800000, transactions=7358, otc=None)
Agg(open=15.385, high=15.56, low=15.375, close=15.505, volume=673705, vwap=15.4748, timestamp=1697126400000, transactions=4791, otc=None)
Agg(open=15.51, high=15.51, low=15.21, close=15.22, volume=870690, vwap=15.3181, timestamp=1697130000000, transactions=6925, otc=None)
Agg(open=15.225, high=15.275, low=15.175, close=15.18, volume=783772, vwap=15.227, timestamp=1697133600000, transactions=6705, otc=None)
Agg(open=15.175, high=15.31, low=15.11, close=15.3, volume=3646970.0, vwap=15.1899, timestamp=1697137200000, transactions=16170, otc=None)
Agg(open=15.3, high=15.32, low=15.25, close=15.3, volume=54123, vwap=15.3001, timestamp=1697140800000, transactions=43, otc=None)
Agg(open=15.3098, high=15.31, low=15.3098, close=15.31, volume=488, vwap=15.3099, timestamp=1697148000000, transactions=2, otc=None)
Agg(open=15.31, high=15.31, low=15.31, close=15.31, volume=116, vwap=15.31, timestamp=1697151600000, transactions=1, otc=None)
Agg(open=15.29, high=15.4, low=15.29, close=15.4, volume=1594, vwap=15.3103, timestamp=1697194800000, transactions=6, otc=None)
Agg(open=15.3, high=15.4399, low=15.3, close=15.4399, volume=508, vwap=15.3496, timestamp=1697198400000, transactions=10, otc=None)
Agg(open=15.41, high=15.52, low=15.14, close=15.41, volume=675882, vwap=15.3461, timestamp=1697202000000, transactions=5060, otc=None)
Agg(open=15.39, high=15.435, low=15.185, close=15.33, volume=1720926.0, vwap=15.2991, timestamp=1697205600000, transactions=12237, otc=None)
Agg(open=15.33, high=15.46, low=15.26, close=15.27, volume=1157694.0, vwap=15.3626, timestamp=1697209200000, transactions=10301, otc=None)
Agg(open=15.275, high=15.465, low=15.245, close=15.38, volume=718585, vwap=15.3735, timestamp=1697212800000, transactions=5877, otc=None)
Agg(open=15.39, high=15.45, low=15.315, close=15.425, volume=585892, vwap=15.3811, timestamp=1697216400000, transactions=5978, otc=None)
Agg(open=15.425, high=15.51, low=15.41, close=15.495, volume=563784, vwap=15.4674, timestamp=1697220000000, transactions=5887, otc=None)
Agg(open=15.495, high=15.54, low=15.4, close=15.455, volume=1605144.0, vwap=15.4658, timestamp=1697223600000, transactions=12685, otc=None)
Agg(open=15.45, high=15.45, low=15.45, close=15.45, volume=45163, vwap=15.45, timestamp=1697227200000, transactions=49, otc=None)
Agg(open=15.35, high=15.4, low=15.35, close=15.4, volume=300, vwap=15.3667, timestamp=1697234400000, transactions=2, otc=None)
