Agg(open=9.13, high=9.4, low=9, close=9.37, volume=322478, vwap=9.1915, timestamp=1698066000000, transactions=2687, otc=None)
Agg(open=9.36, high=9.455, low=9.34, close=9.36, volume=408651, vwap=9.3735, timestamp=1698069600000, transactions=3170, otc=None)
Agg(open=9.3675, high=9.6, low=9.35, close=9.555, volume=232200, vwap=9.5092, timestamp=1698073200000, transactions=2549, otc=None)
Agg(open=9.55, high=9.62, low=9.495, close=9.6, volume=464038, vwap=9.5567, timestamp=1698076800000, transactions=2987, otc=None)
Agg(open=9.61, high=9.625, low=9.52, close=9.53, volume=316140, vwap=9.5707, timestamp=1698080400000, transactions=2889, otc=None)
Agg(open=9.53, high=9.55, low=9.495, close=9.545, volume=319887, vwap=9.5213, timestamp=1698084000000, transactions=3266, otc=None)
Agg(open=9.55, high=9.57, low=9.38, close=9.42, volume=705131, vwap=9.4364, timestamp=1698087600000, transactions=5680, otc=None)
Agg(open=9.42, high=9.42, low=9.2, close=9.2, volume=39085, vwap=9.4194, timestamp=1698091200000, transactions=21, otc=None)
Agg(open=9.49, high=9.82, low=9.49, close=9.82, volume=525328, vwap=9.7293, timestamp=1698152400000, transactions=3705, otc=None)
Agg(open=9.82, high=9.91, low=9.74, close=9.83, volume=719700, vwap=9.815, timestamp=1698156000000, transactions=5004, otc=None)
Agg(open=9.83, high=10.02, low=9.79, close=10.02, volume=586462, vwap=9.9359, timestamp=1698159600000, transactions=4959, otc=None)
Agg(open=10.02, high=10.025, low=9.89, close=9.93, volume=542378, vwap=9.9513, timestamp=1698163200000, transactions=4138, otc=None)
Agg(open=9.925, high=9.93, low=9.69, close=9.835, volume=981901, vwap=9.8699, timestamp=1698166800000, transactions=3227, otc=None)
Agg(open=9.8312, high=9.885, low=9.8, close=9.865, volume=237985, vwap=9.8404, timestamp=1698170400000, transactions=2559, otc=None)
Agg(open=9.86, high=9.9, low=9.832, close=9.885, volume=878943, vwap=9.867, timestamp=1698174000000, transactions=6810, otc=None)
Agg(open=9.87, high=9.87, low=9.87, close=9.87, volume=47678, vwap=9.87, timestamp=1698177600000, transactions=21, otc=None)
Agg(open=9.75, high=9.83, low=9.68, close=9.75, volume=84794, vwap=9.7448, timestamp=1698238800000, transactions=933, otc=None)
Agg(open=9.765, high=9.765, low=9.605, close=9.6325, volume=114953, vwap=9.6519, timestamp=1698242400000, transactions=1687, otc=None)
Agg(open=9.64, high=9.691, low=9.63, close=9.6325, volume=119843, vwap=9.6561, timestamp=1698246000000, transactions=1562, otc=None)
Agg(open=9.63, high=9.635, low=9.49, close=9.51, volume=132522, vwap=9.5679, timestamp=1698249600000, transactions=1702, otc=None)
Agg(open=9.5, high=9.59, low=9.47, close=9.59, volume=140916, vwap=9.524, timestamp=1698253200000, transactions=1857, otc=None)
Agg(open=9.585, high=9.61, low=9.555, close=9.575, volume=149460, vwap=9.577, timestamp=1698256800000, transactions=2169, otc=None)
Agg(open=9.575, high=9.67, low=9.55, close=9.66, volume=641833, vwap=9.6276, timestamp=1698260400000, transactions=4601, otc=None)
Agg(open=9.66, high=9.66, low=9.66, close=9.66, volume=18972, vwap=9.66, timestamp=1698264000000, transactions=22, otc=None)
Agg(open=9.66, high=9.66, low=9.66, close=9.66, volume=150, vwap=9.66, timestamp=1698321600000, transactions=1, otc=None)
Agg(open=9.72, high=9.88, low=9.72, close=9.77, volume=102935, vwap=9.8052, timestamp=1698325200000, transactions=998, otc=None)
Agg(open=9.76, high=9.86, low=9.68, close=9.855, volume=595659, vwap=9.7489, timestamp=1698328800000, transactions=3941, otc=None)
Agg(open=9.855, high=9.855, low=9.705, close=9.71, volume=202146, vwap=9.7823, timestamp=1698332400000, transactions=2109, otc=None)
Agg(open=9.71, high=9.71, low=9.605, close=9.625, volume=268455, vwap=9.6485, timestamp=1698336000000, transactions=1887, otc=None)
Agg(open=9.62, high=9.71, low=9.6, close=9.705, volume=474614, vwap=9.641, timestamp=1698339600000, transactions=2426, otc=None)
Agg(open=9.7, high=9.85, low=9.68, close=9.85, volume=197223, vwap=9.738, timestamp=1698343200000, transactions=2059, otc=None)
Agg(open=9.85, high=9.91, low=9.84, close=9.87, volume=662196, vwap=9.8811, timestamp=1698346800000, transactions=4480, otc=None)
Agg(open=9.88, high=9.88, low=9.88, close=9.88, volume=17944, vwap=9.88, timestamp=1698350400000, transactions=20, otc=None)
Agg(open=9.89, high=9.89, low=9.89, close=9.89, volume=600, vwap=9.89, timestamp=1698354000000, transactions=6, otc=None)
Agg(open=10.02, high=10.04, low=9.75, close=9.77, volume=92455, vwap=9.8889, timestamp=1698411600000, transactions=756, otc=None)
Agg(open=9.75, high=9.82, low=9.685, close=9.75, volume=186116, vwap=9.7706, timestamp=1698415200000, transactions=2059, otc=None)
Agg(open=9.75, high=9.775, low=9.695, close=9.755, volume=150747, vwap=9.7467, timestamp=1698418800000, transactions=1836, otc=None)
Agg(open=9.755, high=9.755, low=9.68, close=9.685, volume=134963, vwap=9.7086, timestamp=1698422400000, transactions=1171, otc=None)
Agg(open=9.685, high=9.69, low=9.595, close=9.67, volume=421082, vwap=9.6202, timestamp=1698426000000, transactions=1761, otc=None)
Agg(open=9.67, high=9.745, low=9.595, close=9.605, volume=338303, vwap=9.6733, timestamp=1698429600000, transactions=2524, otc=None)
Agg(open=9.61, high=9.65, low=9.57, close=9.62, volume=592020, vwap=9.6017, timestamp=1698433200000, transactions=5238, otc=None)
Agg(open=9.62, high=9.62, low=9.62, close=9.62, volume=35679, vwap=9.62, timestamp=1698436800000, transactions=18, otc=None)
