Agg(open=11, high=11.125, low=10.95, close=11.12, volume=101619, vwap=11.0219, timestamp=1689598800000, transactions=648, otc=None)
Agg(open=11.35, high=11.35, low=11.35, close=11.35, volume=5148, vwap=11.35, timestamp=1689710400000, transactions=8, otc=None)
Agg(open=11.2, high=11.2, low=11.2, close=11.2, volume=260, vwap=11.2, timestamp=1689721200000, transactions=1, otc=None)
Agg(open=11.45, high=11.47, low=11.45, close=11.47, volume=372, vwap=11.4592, timestamp=1689764400000, transactions=3, otc=None)
Agg(open=11.4, high=11.4, low=11.29, close=11.3384, volume=65580, vwap=11.3631, timestamp=1689771600000, transactions=537, otc=None)
Agg(open=11.335, high=11.37, low=11.295, close=11.37, volume=117804, vwap=11.3234, timestamp=1689775200000, transactions=1440, otc=None)
Agg(open=11.365, high=11.385, low=11.305, close=11.31, volume=194854, vwap=11.3596, timestamp=1689778800000, transactions=1833, otc=None)
Agg(open=11.315, high=11.335, low=11.285, close=11.325, volume=76306, vwap=11.3051, timestamp=1689782400000, transactions=853, otc=None)
Agg(open=11.33, high=11.365, low=11.32, close=11.33, volume=47173, vwap=11.3423, timestamp=1689786000000, transactions=622, otc=None)
Agg(open=11.335, high=11.36, low=11.33, close=11.355, volume=43643, vwap=11.3471, timestamp=1689789600000, transactions=540, otc=None)
Agg(open=11.355, high=11.38, low=11.355, close=11.37, volume=226436, vwap=11.3699, timestamp=1689793200000, transactions=2021, otc=None)
Agg(open=11.36, high=11.36, low=11.36, close=11.36, volume=4554, vwap=11.36, timestamp=1689796800000, transactions=1, otc=None)
Agg(open=11.54, high=11.54, low=11.54, close=11.54, volume=400, vwap=11.5413, timestamp=1689854400000, transactions=2, otc=None)
Agg(open=11.34, high=11.35, low=11.25, close=11.272, volume=78059, vwap=11.3086, timestamp=1689858000000, transactions=639, otc=None)
Agg(open=11.28, high=11.285, low=11.02, close=11.055, volume=122175, vwap=11.1097, timestamp=1689861600000, transactions=1295, otc=None)
Agg(open=11.05, high=11.07, low=11.015, close=11.0299, volume=97726, vwap=11.0493, timestamp=1689865200000, transactions=949, otc=None)
Agg(open=11.02, high=11.03, low=10.96, close=11.01, volume=78086, vwap=10.9894, timestamp=1689868800000, transactions=874, otc=None)
Agg(open=11.02, high=11.075, low=11.02, close=11.07, volume=54460, vwap=11.0497, timestamp=1689872400000, transactions=620, otc=None)
Agg(open=11.065, high=11.09, low=11.05, close=11.085, volume=48120, vwap=11.0654, timestamp=1689876000000, transactions=498, otc=None)
Agg(open=11.08, high=11.14, low=11.06, close=11.08, volume=337021, vwap=11.1034, timestamp=1689879600000, transactions=2482, otc=None)
Agg(open=11.09, high=11.09, low=11.09, close=11.09, volume=7878, vwap=11.09, timestamp=1689883200000, transactions=10, otc=None)
Agg(open=11.02, high=11.02, low=11.02, close=11.02, volume=200, vwap=11.02, timestamp=1689894000000, transactions=1, otc=None)
Agg(open=10.95, high=11.0603, low=10.9, close=10.99, volume=117092, vwap=10.9988, timestamp=1689944400000, transactions=705, otc=None)
Agg(open=10.98, high=11.01, low=10.92, close=10.95, volume=114868, vwap=10.9528, timestamp=1689948000000, transactions=1336, otc=None)
Agg(open=10.94, high=11.015, low=10.92, close=10.98, volume=98026, vwap=10.9701, timestamp=1689951600000, transactions=986, otc=None)
Agg(open=10.975, high=10.975, low=10.925, close=10.96, volume=49606, vwap=10.9459, timestamp=1689955200000, transactions=445, otc=None)
Agg(open=10.9592, high=10.96, low=10.94, close=10.945, volume=35814, vwap=10.9523, timestamp=1689958800000, transactions=320, otc=None)
Agg(open=10.95, high=10.965, low=10.935, close=10.945, volume=75980, vwap=10.9492, timestamp=1689962400000, transactions=678, otc=None)
Agg(open=10.95, high=10.99, low=10.925, close=10.98, volume=263627, vwap=10.9709, timestamp=1689966000000, transactions=1941, otc=None)
Agg(open=10.93, high=10.93, low=10.93, close=10.93, volume=1000, vwap=10.93, timestamp=1689969600000, transactions=1, otc=None)
