Agg(open=12.09, high=12.2, low=11.975, close=12, volume=189774, vwap=12.0698, timestamp=1682946000000, transactions=1405, otc=None)
Agg(open=11.99, high=12.045, low=11.945, close=11.955, volume=142450, vwap=11.9922, timestamp=1682949600000, transactions=1967, otc=None)
Agg(open=11.955, high=11.955, low=11.835, close=11.93, volume=122508, vwap=11.8905, timestamp=1682953200000, transactions=1696, otc=None)
Agg(open=11.925, high=12.035, low=11.925, close=11.965, volume=97289, vwap=11.9619, timestamp=1682956800000, transactions=1266, otc=None)
Agg(open=11.965, high=11.975, low=11.9, close=11.92, volume=72911, vwap=11.9336, timestamp=1682960400000, transactions=1068, otc=None)
Agg(open=11.925, high=11.94, low=11.8948, close=11.93, volume=88672, vwap=11.9183, timestamp=1682964000000, transactions=1217, otc=None)
Agg(open=11.925, high=12.01, low=11.915, close=11.99, volume=449057, vwap=11.9778, timestamp=1682967600000, transactions=4247, otc=None)
Agg(open=11.99, high=11.99, low=11.99, close=11.99, volume=41334, vwap=11.99, timestamp=1682971200000, transactions=21, otc=None)
Agg(open=11.93, high=12.03, low=11.9, close=12.02, volume=110386, vwap=11.9716, timestamp=1683032400000, transactions=1119, otc=None)
Agg(open=12.02, high=12.03, low=11.865, close=11.89, volume=220847, vwap=11.9268, timestamp=1683036000000, transactions=2584, otc=None)
Agg(open=11.9, high=12, low=11.87, close=11.96, volume=135129, vwap=11.9264, timestamp=1683039600000, transactions=1697, otc=None)
Agg(open=11.96, high=12.04, low=11.955, close=12.04, volume=86083, vwap=11.9904, timestamp=1683043200000, transactions=1211, otc=None)
Agg(open=12.04, high=12.07, low=12.005, close=12.03, volume=178403, vwap=12.0394, timestamp=1683046800000, transactions=1613, otc=None)
Agg(open=12.02, high=12.11, low=11.995, close=12.09, volume=262056, vwap=12.031, timestamp=1683050400000, transactions=2026, otc=None)
Agg(open=12.0905, high=12.13, low=12.04, close=12.06, volume=499388, vwap=12.0854, timestamp=1683054000000, transactions=4294, otc=None)
Agg(open=12.06, high=12.06, low=12.06, close=12.06, volume=19205, vwap=12.06, timestamp=1683057600000, transactions=9, otc=None)
Agg(open=12.08, high=12.28, low=12.04, close=12.2, volume=107667, vwap=12.2019, timestamp=1683118800000, transactions=1143, otc=None)
Agg(open=12.21, high=12.285, low=12.165, close=12.225, volume=270560, vwap=12.2361, timestamp=1683122400000, transactions=2729, otc=None)
Agg(open=12.23, high=12.26, low=12.145, close=12.2, volume=298714, vwap=12.219, timestamp=1683126000000, transactions=2485, otc=None)
Agg(open=12.2, high=12.22, low=12.165, close=12.2, volume=125349, vwap=12.1999, timestamp=1683129600000, transactions=1601, otc=None)
Agg(open=12.205, high=12.365, low=12.2, close=12.335, volume=165715, vwap=12.283, timestamp=1683133200000, transactions=2011, otc=None)
Agg(open=12.33, high=12.44, low=12.31, close=12.405, volume=340201, vwap=12.3794, timestamp=1683136800000, transactions=3839, otc=None)
Agg(open=12.405, high=12.41, low=12.235, close=12.37, volume=1414765.0, vwap=12.3066, timestamp=1683140400000, transactions=9696, otc=None)
Agg(open=12.37, high=12.37, low=12.37, close=12.37, volume=46849, vwap=12.37, timestamp=1683144000000, transactions=17, otc=None)
Agg(open=12.65, high=13.4, low=11.9, close=12.25, volume=518197, vwap=12.3835, timestamp=1683205200000, transactions=2424, otc=None)
Agg(open=12.22, high=12.3, low=11.87, close=11.93, volume=716748, vwap=12.1022, timestamp=1683208800000, transactions=3637, otc=None)
Agg(open=11.94, high=12.04, low=11.86, close=11.95, volume=264582, vwap=11.9486, timestamp=1683212400000, transactions=2579, otc=None)
Agg(open=11.96, high=12.02, low=11.66, close=11.86, volume=373694, vwap=11.8534, timestamp=1683216000000, transactions=2755, otc=None)
Agg(open=11.86, high=12.04, low=11.855, close=11.895, volume=341320, vwap=11.9566, timestamp=1683219600000, transactions=2189, otc=None)
Agg(open=11.89, high=11.91, low=11.665, close=11.905, volume=278535, vwap=11.7851, timestamp=1683223200000, transactions=3130, otc=None)
Agg(open=11.91, high=11.96, low=11.805, close=11.87, volume=1121287.0, vwap=11.8816, timestamp=1683226800000, transactions=8396, otc=None)
Agg(open=11.88, high=11.88, low=11.88, close=11.88, volume=27417, vwap=11.88, timestamp=1683230400000, transactions=19, otc=None)
Agg(open=12, high=12.25, low=11.73, close=12.145, volume=139865, vwap=12.0369, timestamp=1683291600000, transactions=1104, otc=None)
Agg(open=12.16, high=12.365, low=12.08, close=12.325, volume=485025, vwap=12.215, timestamp=1683295200000, transactions=2805, otc=None)
Agg(open=12.33, high=12.38, low=12.21, close=12.28, volume=219691, vwap=12.3242, timestamp=1683298800000, transactions=1963, otc=None)
Agg(open=12.28, high=12.28, low=12.17, close=12.2, volume=188634, vwap=12.2286, timestamp=1683302400000, transactions=2092, otc=None)
Agg(open=12.195, high=12.33, low=12.175, close=12.33, volume=133225, vwap=12.233, timestamp=1683306000000, transactions=1556, otc=None)
Agg(open=12.325, high=12.43, low=12.29, close=12.415, volume=156223, vwap=12.3642, timestamp=1683309600000, transactions=1627, otc=None)
Agg(open=12.415, high=12.43, low=12.36, close=12.39, volume=685751, vwap=12.4037, timestamp=1683313200000, transactions=4783, otc=None)
Agg(open=12.39, high=12.39, low=12.27, close=12.27, volume=4252, vwap=12.3753, timestamp=1683316800000, transactions=9, otc=None)
