Agg(open=12, high=12.12, low=11.88, close=11.97, volume=54513, vwap=11.9947, timestamp=1673964000000, transactions=703, otc=None)
Agg(open=11.98, high=12.16, low=11.98, close=12.095, volume=144909, vwap=12.086, timestamp=1673967600000, transactions=1697, otc=None)
Agg(open=12.095, high=12.11, low=11.98, close=12.08, volume=148254, vwap=12.0423, timestamp=1673971200000, transactions=1675, otc=None)
Agg(open=12.075, high=12.185, low=12.05, close=12.1509, volume=114415, vwap=12.1114, timestamp=1673974800000, transactions=1350, otc=None)
Agg(open=12.15, high=12.225, low=12.15, close=12.225, volume=102786, vwap=12.1951, timestamp=1673978400000, transactions=1288, otc=None)
Agg(open=12.225, high=12.24, low=12.13, close=12.135, volume=152741, vwap=12.1895, timestamp=1673982000000, transactions=1662, otc=None)
Agg(open=12.14, high=12.175, low=12.07, close=12.1, volume=258289, vwap=12.12, timestamp=1673985600000, transactions=2988, otc=None)
Agg(open=12.09, high=12.09, low=12.09, close=12.09, volume=15944, vwap=12.09, timestamp=1673989200000, transactions=27, otc=None)
Agg(open=12.15, high=12.24, low=12.14, close=12.22, volume=90632, vwap=12.1926, timestamp=1674050400000, transactions=555, otc=None)
Agg(open=12.225, high=12.34, low=12.075, close=12.115, volume=132458, vwap=12.2512, timestamp=1674054000000, transactions=1133, otc=None)
Agg(open=12.105, high=12.12, low=11.895, close=11.975, volume=84496, vwap=11.9694, timestamp=1674057600000, transactions=1058, otc=None)
Agg(open=11.98, high=12.03, low=11.94, close=11.98, volume=81039, vwap=11.9767, timestamp=1674061200000, transactions=1022, otc=None)
Agg(open=11.985, high=12.075, low=11.925, close=11.99, volume=98282, vwap=11.9941, timestamp=1674064800000, transactions=1256, otc=None)
Agg(open=11.99, high=12.05, low=11.97, close=11.975, volume=67163, vwap=12.0147, timestamp=1674068400000, transactions=1197, otc=None)
Agg(open=11.975, high=12.04, low=11.91, close=11.91, volume=227600, vwap=11.9628, timestamp=1674072000000, transactions=2795, otc=None)
Agg(open=11.92, high=11.92, low=11.92, close=11.92, volume=12880, vwap=11.92, timestamp=1674075600000, transactions=16, otc=None)
Agg(open=11.75, high=11.83, low=11.658, close=11.69, volume=149935, vwap=11.7214, timestamp=1674136800000, transactions=920, otc=None)
Agg(open=11.685, high=11.775, low=11.55, close=11.56, volume=82852, vwap=11.6577, timestamp=1674140400000, transactions=1081, otc=None)
Agg(open=11.57, high=11.61, low=11.55, close=11.595, volume=71392, vwap=11.5769, timestamp=1674144000000, transactions=1051, otc=None)
Agg(open=11.6, high=11.66, low=11.595, close=11.625, volume=49482, vwap=11.6331, timestamp=1674147600000, transactions=942, otc=None)
Agg(open=11.63, high=11.725, low=11.63, close=11.7, volume=71222, vwap=11.6719, timestamp=1674151200000, transactions=1087, otc=None)
Agg(open=11.69, high=11.74, low=11.685, close=11.705, volume=67074, vwap=11.7035, timestamp=1674154800000, transactions=828, otc=None)
Agg(open=11.705, high=11.715, low=11.6, close=11.6, volume=173941, vwap=11.6372, timestamp=1674158400000, transactions=2318, otc=None)
Agg(open=11.62, high=11.62, low=11.62, close=11.62, volume=11397, vwap=11.62, timestamp=1674162000000, transactions=15, otc=None)
Agg(open=11.73, high=11.75, low=11.42, close=11.705, volume=119971, vwap=11.6376, timestamp=1674223200000, transactions=629, otc=None)
Agg(open=11.665, high=11.88, low=11.65, close=11.775, volume=92075, vwap=11.7716, timestamp=1674226800000, transactions=1300, otc=None)
Agg(open=11.775, high=11.915, low=11.775, close=11.89, volume=75203, vwap=11.8511, timestamp=1674230400000, transactions=1238, otc=None)
Agg(open=11.9, high=11.96, low=11.74, close=11.74, volume=114582, vwap=11.8674, timestamp=1674234000000, transactions=1228, otc=None)
Agg(open=11.735, high=11.855, low=11.7, close=11.85, volume=93354, vwap=11.7684, timestamp=1674237600000, transactions=1150, otc=None)
Agg(open=11.845, high=11.93, low=11.825, close=11.885, volume=206409, vwap=11.8716, timestamp=1674241200000, transactions=1837, otc=None)
Agg(open=11.89, high=12.005, low=11.88, close=11.94, volume=348531, vwap=11.9369, timestamp=1674244800000, transactions=3162, otc=None)
Agg(open=11.94, high=11.94, low=11.94, close=11.94, volume=11530, vwap=11.94, timestamp=1674248400000, transactions=13, otc=None)
Agg(open=11.98, high=11.98, low=11.98, close=11.98, volume=100, vwap=11.98, timestamp=1674252000000, transactions=1, otc=None)
