Agg(open=10.1, high=10.27, low=10, close=10.06, volume=70833, vwap=10.1314, timestamp=1687248000000, transactions=417, otc=None)
Agg(open=12.25, high=12.45, low=12.05, close=12.28, volume=382277, vwap=12.2033, timestamp=1687435200000, transactions=2151, otc=None)
Agg(open=12.28, high=12.68, low=12.1204, close=12.1574, volume=9988514.0, vwap=12.3953, timestamp=1687438800000, transactions=33918, otc=None)
Agg(open=12.16, high=12.1994, low=11.2603, close=11.3757, volume=15694001.0, vwap=11.746, timestamp=1687442400000, transactions=57707, otc=None)
Agg(open=11.3719, high=11.7, low=11.14, close=11.675, volume=10429755.0, vwap=11.4118, timestamp=1687446000000, transactions=35594, otc=None)
Agg(open=11.67, high=11.86, low=11.5217, close=11.75, volume=5606901.0, vwap=11.7048, timestamp=1687449600000, transactions=19194, otc=None)
Agg(open=11.755, high=11.96, low=11.64, close=11.93, volume=4644965.0, vwap=11.836, timestamp=1687453200000, transactions=15618, otc=None)
Agg(open=11.93, high=11.97, low=11.82, close=11.9598, volume=3254359.0, vwap=11.8878, timestamp=1687456800000, transactions=11916, otc=None)
Agg(open=11.96, high=11.97, low=11.75, close=11.815, volume=4463876.0, vwap=11.8306, timestamp=1687460400000, transactions=17277, otc=None)
Agg(open=11.83, high=11.87, low=11.75, close=11.79, volume=308587, vwap=11.8118, timestamp=1687464000000, transactions=747, otc=None)
Agg(open=11.78, high=11.81, low=11.77, close=11.79, volume=51527, vwap=11.781, timestamp=1687467600000, transactions=169, otc=None)
Agg(open=11.79, high=11.85, low=11.76, close=11.76, volume=78040, vwap=11.81, timestamp=1687471200000, transactions=261, otc=None)
Agg(open=11.77, high=11.8008, low=11.68, close=11.74, volume=88394, vwap=11.7462, timestamp=1687474800000, transactions=327, otc=None)
Agg(open=11.65, high=11.72, low=11.58, close=11.65, volume=12930, vwap=11.6599, timestamp=1687507200000, transactions=119, otc=None)
Agg(open=11.63, high=11.78, low=11.63, close=11.74, volume=12081, vwap=11.7202, timestamp=1687510800000, transactions=85, otc=None)
Agg(open=11.75, high=11.85, low=11.67, close=11.69, volume=19575, vwap=11.7294, timestamp=1687514400000, transactions=140, otc=None)
Agg(open=11.7, high=11.87, low=11.69, close=11.87, volume=73429, vwap=11.7994, timestamp=1687518000000, transactions=635, otc=None)
Agg(open=11.67, high=11.88, low=11.63, close=11.671, volume=482416, vwap=11.7639, timestamp=1687521600000, transactions=1998, otc=None)
Agg(open=11.67, high=12.05, low=11.5, close=11.66, volume=7149242.0, vwap=11.7445, timestamp=1687525200000, transactions=21459, otc=None)
Agg(open=11.655, high=12.37, low=11.54, close=12.3612, volume=12169800.0, vwap=12.0679, timestamp=1687528800000, transactions=42741, otc=None)
Agg(open=12.365, high=12.88, low=12.23, close=12.815, volume=17516866.0, vwap=12.5778, timestamp=1687532400000, transactions=60646, otc=None)
Agg(open=12.815, high=13, low=12.46, close=12.84, volume=15259242.0, vwap=12.7513, timestamp=1687536000000, transactions=50970, otc=None)
Agg(open=12.849, high=12.98, low=12.71, close=12.9601, volume=8483362.0, vwap=12.8728, timestamp=1687539600000, transactions=27581, otc=None)
Agg(open=12.96, high=13.1, low=12.7027, close=12.84, volume=8423841.0, vwap=12.876, timestamp=1687543200000, transactions=30399, otc=None)
Agg(open=12.84, high=12.845, low=12.57, close=12.7, volume=8003031.0, vwap=12.7226, timestamp=1687546800000, transactions=31806, otc=None)
Agg(open=12.7, high=12.78, low=12.64, close=12.7515, volume=4869066.0, vwap=12.7107, timestamp=1687550400000, transactions=945, otc=None)
Agg(open=12.76, high=12.78, low=12.66, close=12.68, volume=184241, vwap=12.7158, timestamp=1687554000000, transactions=427, otc=None)
Agg(open=12.67, high=12.71, low=12.63, close=12.71, volume=84089, vwap=12.668, timestamp=1687557600000, transactions=288, otc=None)
Agg(open=12.71, high=12.72, low=12.59, close=12.62, volume=92178, vwap=12.6508, timestamp=1687561200000, transactions=392, otc=None)
