Agg(open=8, high=8, low=7.85, close=7.89, volume=15437, vwap=7.8821, timestamp=1679904000000, transactions=74, otc=None)
Agg(open=7.89, high=7.93, low=7.86, close=7.93, volume=38945, vwap=7.8892, timestamp=1679907600000, transactions=91, otc=None)
Agg(open=7.93, high=7.97, low=7.9, close=7.93, volume=27003, vwap=7.9391, timestamp=1679911200000, transactions=79, otc=None)
Agg(open=7.93, high=8.07, low=7.91, close=7.97, volume=98276, vwap=8.0105, timestamp=1679914800000, transactions=347, otc=None)
Agg(open=8.04, high=8.07, low=7.81, close=7.94, volume=351800, vwap=7.978, timestamp=1679918400000, transactions=833, otc=None)
Agg(open=7.94, high=8.08, low=7.66, close=7.7128, volume=3361093.0, vwap=7.8258, timestamp=1679922000000, transactions=11356, otc=None)
Agg(open=7.715, high=7.7301, low=7.2101, close=7.2159, volume=5608896.0, vwap=7.4401, timestamp=1679925600000, transactions=17779, otc=None)
Agg(open=7.215, high=7.29, low=7.1, close=7.1169, volume=4385529.0, vwap=7.1891, timestamp=1679929200000, transactions=14146, otc=None)
Agg(open=7.11, high=7.35, low=7.101, close=7.3018, volume=2886242.0, vwap=7.2651, timestamp=1679932800000, transactions=9220, otc=None)
Agg(open=7.31, high=7.36, low=7.17, close=7.18, volume=1678845.0, vwap=7.2502, timestamp=1679936400000, transactions=5886, otc=None)
Agg(open=7.175, high=7.37, low=7.15, close=7.3599, volume=1755492.0, vwap=7.2848, timestamp=1679940000000, transactions=5272, otc=None)
Agg(open=7.355, high=7.38, low=7.1, close=7.105, volume=2652798.0, vwap=7.2102, timestamp=1679943600000, transactions=10267, otc=None)
Agg(open=7.12, high=7.25, low=7.1, close=7.13, volume=178077, vwap=7.1382, timestamp=1679947200000, transactions=613, otc=None)
Agg(open=7.15, high=7.2, low=7.12, close=7.17, volume=52861, vwap=7.1624, timestamp=1679950800000, transactions=243, otc=None)
Agg(open=7.16, high=7.2, low=7.14, close=7.16, volume=57166, vwap=7.1701, timestamp=1679954400000, transactions=195, otc=None)
Agg(open=7.18, high=7.2, low=7.15, close=7.17, volume=45755, vwap=7.1714, timestamp=1679958000000, transactions=184, otc=None)
Agg(open=7.17, high=7.19, low=7.1, close=7.13, volume=9786, vwap=7.167, timestamp=1679990400000, transactions=80, otc=None)
Agg(open=7.15, high=7.17, low=7.05, close=7.07, volume=10945, vwap=7.112, timestamp=1679994000000, transactions=106, otc=None)
Agg(open=7.07, high=7.1, low=6.93, close=6.95, volume=61109, vwap=7.0005, timestamp=1679997600000, transactions=290, otc=None)
Agg(open=7, high=7.13, low=7, close=7.11, volume=63133, vwap=7.0671, timestamp=1680001200000, transactions=368, otc=None)
Agg(open=7.12, high=7.2, low=7, close=7.05, volume=152743, vwap=7.0749, timestamp=1680004800000, transactions=805, otc=None)
Agg(open=7.05, high=7.1199, low=6.875, close=6.94, volume=3476438.0, vwap=7.0053, timestamp=1680008400000, transactions=11495, otc=None)
Agg(open=6.9324, high=7.14, low=6.89, close=7.0001, volume=3161289.0, vwap=7.0238, timestamp=1680012000000, transactions=11916, otc=None)
Agg(open=7.005, high=7.21, low=6.99, close=7.1, volume=2160350.0, vwap=7.1057, timestamp=1680015600000, transactions=7978, otc=None)
Agg(open=7.1, high=7.14, low=6.96, close=7.015, volume=1690955.0, vwap=7.0225, timestamp=1680019200000, transactions=6259, otc=None)
Agg(open=7.0115, high=7.03, low=6.8723, close=6.89, volume=1734941.0, vwap=6.9482, timestamp=1680022800000, transactions=7748, otc=None)
Agg(open=6.885, high=7.085, low=6.88, close=7.08, volume=2111231.0, vwap=6.9612, timestamp=1680026400000, transactions=8826, otc=None)
Agg(open=7.08, high=7.21, low=7.055, close=7.205, volume=3500090.0, vwap=7.1364, timestamp=1680030000000, transactions=10879, otc=None)
Agg(open=7.2, high=7.25, low=7.12, close=7.17, volume=134852, vwap=7.1778, timestamp=1680033600000, transactions=352, otc=None)
Agg(open=7.18, high=7.19, low=7.13, close=7.15, volume=66188, vwap=7.1564, timestamp=1680037200000, transactions=145, otc=None)
Agg(open=7.16, high=7.18, low=7.14, close=7.165, volume=33773, vwap=7.16, timestamp=1680040800000, transactions=96, otc=None)
Agg(open=7.17, high=7.2, low=7.16, close=7.19, volume=37480, vwap=7.1752, timestamp=1680044400000, transactions=140, otc=None)
Agg(open=7.52, high=7.79, low=7.24, close=7.69, volume=125904, vwap=7.6803, timestamp=1680076800000, transactions=674, otc=None)
Agg(open=7.69, high=7.74, low=7.61, close=7.69, volume=51206, vwap=7.6835, timestamp=1680080400000, transactions=253, otc=None)
Agg(open=7.68, high=7.78, low=7.62, close=7.7, volume=69761, vwap=7.7051, timestamp=1680084000000, transactions=298, otc=None)
Agg(open=7.66, high=7.72, low=7.51, close=7.63, volume=161650, vwap=7.5971, timestamp=1680087600000, transactions=949, otc=None)
Agg(open=7.56, high=7.7285, low=7.34, close=7.69, volume=699395, vwap=7.6326, timestamp=1680091200000, transactions=1862, otc=None)
Agg(open=7.69, high=8.11, low=7.49, close=7.965, volume=8382305.0, vwap=7.8479, timestamp=1680094800000, transactions=23701, otc=None)
