Agg(open=23, high=23.99, low=22.25, close=22.25, volume=23271, vwap=22.8124, timestamp=1678694400000, transactions=72, otc=None)
Agg(open=23.7, high=23.7, low=22.95, close=22.95, volume=515, vwap=23.2214, timestamp=1679050800000, transactions=19, otc=None)
Agg(open=22.78, high=22.78, low=22.78, close=22.78, volume=100, vwap=22.78, timestamp=1679054400000, transactions=1, otc=None)
Agg(open=22.84, high=23.14, low=22.7, close=23.13, volume=217771, vwap=22.8982, timestamp=1679058000000, transactions=2242, otc=None)
Agg(open=23.14, high=23.32, low=22.85, close=23.02, volume=504708, vwap=23.0726, timestamp=1679061600000, transactions=6032, otc=None)
Agg(open=23.02, high=23.25, low=23, close=23.22, volume=453288, vwap=23.1145, timestamp=1679065200000, transactions=5117, otc=None)
Agg(open=23.225, high=23.5, low=23.165, close=23.4598, volume=550109, vwap=23.3497, timestamp=1679068800000, transactions=6075, otc=None)
Agg(open=23.46, high=23.765, low=23.44, close=23.74, volume=748289, vwap=23.5962, timestamp=1679072400000, transactions=8796, otc=None)
Agg(open=23.745, high=23.78, low=23.485, close=23.6, volume=574203, vwap=23.5791, timestamp=1679076000000, transactions=7152, otc=None)
Agg(open=23.6, high=23.855, low=23.59, close=23.75, volume=1302792.0, vwap=23.7609, timestamp=1679079600000, transactions=15391, otc=None)
Agg(open=23.76, high=23.76, low=23.76, close=23.76, volume=184891, vwap=23.7598, timestamp=1679083200000, transactions=56, otc=None)
Agg(open=23.7, high=23.7, low=23.66, close=23.66, volume=200, vwap=23.68, timestamp=1679090400000, transactions=2, otc=None)
