Agg(open=27, high=27, low=27, close=27, volume=638, vwap=26.9996, timestamp=1675076400000, transactions=10, otc=None)
Agg(open=27.1, high=27.21, low=27, close=27, volume=3302, vwap=27.1602, timestamp=1675083600000, transactions=17, otc=None)
Agg(open=26.8584, high=27.5348, low=26.8584, close=27.5, volume=179593, vwap=27.265, timestamp=1675087200000, transactions=2179, otc=None)
Agg(open=27.49, high=27.57, low=27.06, close=27.3, volume=309173, vwap=27.3028, timestamp=1675090800000, transactions=4078, otc=None)
Agg(open=27.3, high=27.52, low=27.24, close=27.51, volume=221536, vwap=27.3736, timestamp=1675094400000, transactions=3225, otc=None)
Agg(open=27.515, high=27.64, low=27.5, close=27.55, volume=149316, vwap=27.5556, timestamp=1675098000000, transactions=2364, otc=None)
Agg(open=27.525, high=27.7, low=27.45, close=27.57, volume=172161, vwap=27.5607, timestamp=1675101600000, transactions=2653, otc=None)
Agg(open=27.58, high=27.585, low=27.445, close=27.54, volume=222855, vwap=27.5165, timestamp=1675105200000, transactions=3048, otc=None)
Agg(open=27.544, high=27.55, low=27.32, close=27.4, volume=935664, vwap=27.4112, timestamp=1675108800000, transactions=10316, otc=None)
Agg(open=27.39, high=27.39, low=27.38, close=27.38, volume=46846, vwap=27.3899, timestamp=1675112400000, transactions=26, otc=None)
Agg(open=27.5, high=27.93, low=27.385, close=27.685, volume=135386, vwap=27.7172, timestamp=1675173600000, transactions=2162, otc=None)
Agg(open=27.68, high=27.9578, low=27.56, close=27.95, volume=518510, vwap=27.7689, timestamp=1675177200000, transactions=3791, otc=None)
Agg(open=27.94, high=28.21, low=27.915, close=28.173, volume=264378, vwap=28.046, timestamp=1675180800000, transactions=3363, otc=None)
Agg(open=28.1701, high=28.22, low=28.04, close=28.105, volume=242805, vwap=28.1248, timestamp=1675184400000, transactions=2817, otc=None)
Agg(open=28.11, high=28.195, low=27.82, close=27.925, volume=299525, vwap=28.0305, timestamp=1675188000000, transactions=3375, otc=None)
Agg(open=27.935, high=28.03, low=27.9, close=28.02, volume=427371, vwap=27.9824, timestamp=1675191600000, transactions=3764, otc=None)
Agg(open=28.05, high=28.24, low=27.82, close=28.22, volume=668735, vwap=28.0524, timestamp=1675195200000, transactions=8095, otc=None)
Agg(open=28.23, high=28.23, low=28.15, close=28.15, volume=69455, vwap=28.2295, timestamp=1675198800000, transactions=61, otc=None)
Agg(open=28.09, high=28.37, low=27.27, close=27.69, volume=1187224.0, vwap=27.5367, timestamp=1675260000000, transactions=8103, otc=None)
Agg(open=27.7, high=28.11, low=27.49, close=27.74, volume=1836492.0, vwap=27.7315, timestamp=1675263600000, transactions=11431, otc=None)
Agg(open=27.74, high=27.845, low=27.54, close=27.815, volume=908327, vwap=27.709, timestamp=1675267200000, transactions=7025, otc=None)
Agg(open=27.84, high=27.85, low=27.56, close=27.715, volume=933559, vwap=27.6717, timestamp=1675270800000, transactions=6541, otc=None)
Agg(open=27.715, high=27.75, low=27.425, close=27.48, volume=634106, vwap=27.6103, timestamp=1675274400000, transactions=6317, otc=None)
Agg(open=27.42, high=28.15, low=27.29, close=27.985, volume=1235088.0, vwap=27.823, timestamp=1675278000000, transactions=13534, otc=None)
Agg(open=27.99, high=28.58, low=27.99, close=28.39, volume=2223114.0, vwap=28.3033, timestamp=1675281600000, transactions=21371, otc=None)
Agg(open=28.395, high=28.6, low=28.25, close=28.6, volume=50859, vwap=28.395, timestamp=1675285200000, transactions=73, otc=None)
Agg(open=28.61, high=28.61, low=28.61, close=28.61, volume=313, vwap=28.6085, timestamp=1675288800000, transactions=4, otc=None)
Agg(open=28.6, high=28.6, low=28.6, close=28.6, volume=200, vwap=28.6, timestamp=1675335600000, transactions=1, otc=None)
Agg(open=28.85, high=29.07, low=28.85, close=29.07, volume=809, vwap=28.9108, timestamp=1675342800000, transactions=19, otc=None)
Agg(open=29.5478, high=29.83, low=29.36, close=29.36, volume=1008756.0, vwap=29.5886, timestamp=1675346400000, transactions=7048, otc=None)
Agg(open=29.34, high=30.18, low=28.99, close=30.05, volume=1010211.0, vwap=29.6587, timestamp=1675350000000, transactions=9829, otc=None)
Agg(open=30.05, high=30.13, low=29.77, close=29.81, volume=434433, vwap=29.9286, timestamp=1675353600000, transactions=5073, otc=None)
Agg(open=29.815, high=29.97, low=29.74, close=29.95, volume=252336, vwap=29.831, timestamp=1675357200000, transactions=3724, otc=None)
Agg(open=29.95, high=30.205, low=29.95, close=30.19, volume=332495, vwap=30.0367, timestamp=1675360800000, transactions=3744, otc=None)
Agg(open=30.2, high=30.26, low=29.78, close=29.85, volume=572416, vwap=30.0289, timestamp=1675364400000, transactions=5582, otc=None)
Agg(open=29.85, high=30.14, low=29.745, close=30.13, volume=899648, vwap=29.994, timestamp=1675368000000, transactions=11117, otc=None)
Agg(open=30.12, high=30.12, low=29.6, close=29.6, volume=127004, vwap=30.1109, timestamp=1675371600000, transactions=55, otc=None)
