Agg(open=12.83, high=13.06, low=12.83, close=13, volume=26028, vwap=12.9636, timestamp=1681131600000, transactions=271, otc=None)
Agg(open=13, high=13.07, low=12.985, close=13.02, volume=33409, vwap=13.0268, timestamp=1681135200000, transactions=513, otc=None)
Agg(open=13.01, high=13.03, low=12.94, close=12.965, volume=38127, vwap=12.985, timestamp=1681138800000, transactions=503, otc=None)
Agg(open=12.965, high=13.05, low=12.96, close=13.05, volume=28781, vwap=12.9968, timestamp=1681142400000, transactions=394, otc=None)
Agg(open=13.05, high=13.175, low=13.05, close=13.115, volume=214199, vwap=13.121, timestamp=1681146000000, transactions=1482, otc=None)
Agg(open=13.115, high=13.155, low=13.1092, close=13.14, volume=74614, vwap=13.1343, timestamp=1681149600000, transactions=726, otc=None)
Agg(open=13.14, high=13.17, low=13.12, close=13.13, volume=202036, vwap=13.141, timestamp=1681153200000, transactions=1704, otc=None)
Agg(open=13.13, high=13.13, low=13.13, close=13.13, volume=23272, vwap=13.13, timestamp=1681156800000, transactions=12, otc=None)
Agg(open=13.17, high=13.33, low=13.17, close=13.24, volume=50483, vwap=13.2695, timestamp=1681218000000, transactions=419, otc=None)
Agg(open=13.24, high=13.295, low=13.21, close=13.295, volume=253446, vwap=13.256, timestamp=1681221600000, transactions=594, otc=None)
Agg(open=13.3, high=13.4, low=13.28, close=13.4, volume=45062, vwap=13.3344, timestamp=1681225200000, transactions=497, otc=None)
Agg(open=13.4, high=13.4, low=13.345, close=13.365, volume=49752, vwap=13.3685, timestamp=1681228800000, transactions=589, otc=None)
Agg(open=13.36, high=13.385, low=13.32, close=13.34, volume=47803, vwap=13.3545, timestamp=1681232400000, transactions=517, otc=None)
Agg(open=13.345, high=13.38, low=13.31, close=13.36, volume=88159, vwap=13.348, timestamp=1681236000000, transactions=829, otc=None)
Agg(open=13.355, high=13.41, low=13.31, close=13.33, volume=215881, vwap=13.3623, timestamp=1681239600000, transactions=1940, otc=None)
Agg(open=13.33, high=13.33, low=13.33, close=13.33, volume=15892, vwap=13.33, timestamp=1681243200000, transactions=12, otc=None)
Agg(open=13.48, high=13.54, low=13.4, close=13.425, volume=49386, vwap=13.4768, timestamp=1681304400000, transactions=526, otc=None)
Agg(open=13.42, high=13.455, low=13.365, close=13.38, volume=41783, vwap=13.4107, timestamp=1681308000000, transactions=704, otc=None)
Agg(open=13.38, high=13.41, low=13.295, close=13.33, volume=37244, vwap=13.3285, timestamp=1681311600000, transactions=557, otc=None)
Agg(open=13.33, high=13.35, low=13.3, close=13.34, volume=36324, vwap=13.3241, timestamp=1681315200000, transactions=534, otc=None)
Agg(open=13.34, high=13.345, low=13.315, close=13.345, volume=46980, vwap=13.3309, timestamp=1681318800000, transactions=552, otc=None)
Agg(open=13.35, high=13.385, low=13.255, close=13.275, volume=51462, vwap=13.3256, timestamp=1681322400000, transactions=726, otc=None)
Agg(open=13.275, high=13.31, low=13.21, close=13.295, volume=223414, vwap=13.2618, timestamp=1681326000000, transactions=2398, otc=None)
Agg(open=13.29, high=13.29, low=13.29, close=13.29, volume=13055, vwap=13.29, timestamp=1681329600000, transactions=19, otc=None)
Agg(open=13.31, high=13.31, low=13.17, close=13.17, volume=25772, vwap=13.2573, timestamp=1681390800000, transactions=279, otc=None)
Agg(open=13.17, high=13.235, low=13.15, close=13.185, volume=58743, vwap=13.2011, timestamp=1681394400000, transactions=686, otc=None)
Agg(open=13.19, high=13.26, low=13.19, close=13.24, volume=60186, vwap=13.2246, timestamp=1681398000000, transactions=602, otc=None)
Agg(open=13.24, high=13.32, low=13.24, close=13.315, volume=50068, vwap=13.2844, timestamp=1681401600000, transactions=617, otc=None)
Agg(open=13.32, high=13.435, low=13.305, close=13.43, volume=80784, vwap=13.3913, timestamp=1681405200000, transactions=836, otc=None)
Agg(open=13.43, high=13.525, low=13.415, close=13.51, volume=95292, vwap=13.4735, timestamp=1681408800000, transactions=1058, otc=None)
Agg(open=13.505, high=13.505, low=13.36, close=13.36, volume=173283, vwap=13.4085, timestamp=1681412400000, transactions=1717, otc=None)
Agg(open=13.36, high=13.36, low=13.36, close=13.36, volume=4082, vwap=13.36, timestamp=1681416000000, transactions=12, otc=None)
Agg(open=13.38, high=13.54, low=13.38, close=13.54, volume=38497, vwap=13.4861, timestamp=1681477200000, transactions=247, otc=None)
Agg(open=13.53, high=13.535, low=13.395, close=13.43, volume=45214, vwap=13.4588, timestamp=1681480800000, transactions=659, otc=None)
Agg(open=13.425, high=13.425, low=13.34, close=13.37, volume=81814, vwap=13.3696, timestamp=1681484400000, transactions=831, otc=None)
Agg(open=13.38, high=13.4, low=13.32, close=13.34, volume=37967, vwap=13.368, timestamp=1681488000000, transactions=452, otc=None)
Agg(open=13.34, high=13.365, low=13.27, close=13.29, volume=38026, vwap=13.3125, timestamp=1681491600000, transactions=452, otc=None)
Agg(open=13.29, high=13.32, low=13.27, close=13.285, volume=40937, vwap=13.2989, timestamp=1681495200000, transactions=492, otc=None)
Agg(open=13.285, high=13.37, low=13.24, close=13.37, volume=133620, vwap=13.3258, timestamp=1681498800000, transactions=1408, otc=None)
Agg(open=13.36, high=13.36, low=13.36, close=13.36, volume=7108, vwap=13.36, timestamp=1681502400000, transactions=8, otc=None)
