Agg(open=19.0029, high=19.0119, low=19, close=19.0119, volume=706, vwap=19.0125, timestamp=1683547200000, transactions=6, otc=None)
Agg(open=19.13, high=19.22, low=19.02, close=19.115, volume=99920, vwap=19.1248, timestamp=1683550800000, transactions=669, otc=None)
Agg(open=19.1, high=19.16, low=19.06, close=19.135, volume=78243, vwap=19.1052, timestamp=1683554400000, transactions=1051, otc=None)
Agg(open=19.135, high=19.175, low=19.075, close=19.12, volume=91558, vwap=19.1296, timestamp=1683558000000, transactions=892, otc=None)
Agg(open=19.115, high=19.1701, low=19.095, close=19.119, volume=63417, vwap=19.1263, timestamp=1683561600000, transactions=736, otc=None)
Agg(open=19.12, high=19.125, low=19.02, close=19.1, volume=104893, vwap=19.0746, timestamp=1683565200000, transactions=942, otc=None)
Agg(open=19.1, high=19.19, low=19.04, close=19.15, volume=106661, vwap=19.1273, timestamp=1683568800000, transactions=939, otc=None)
Agg(open=19.15, high=19.15, low=19.05, close=19.13, volume=166752, vwap=19.0996, timestamp=1683572400000, transactions=1661, otc=None)
Agg(open=19.12, high=19.33, low=19.12, close=19.33, volume=12856, vwap=19.1225, timestamp=1683576000000, transactions=6, otc=None)
Agg(open=19.07, high=19.11, low=18.8791, close=18.9386, volume=132121, vwap=19.0182, timestamp=1683637200000, transactions=694, otc=None)
Agg(open=18.935, high=18.9423, low=18.815, close=18.89, volume=68270, vwap=18.8757, timestamp=1683640800000, transactions=811, otc=None)
Agg(open=18.9, high=18.93, low=18.8501, close=18.86, volume=92186, vwap=18.8884, timestamp=1683644400000, transactions=832, otc=None)
Agg(open=18.86, high=18.93, low=18.8552, close=18.915, volume=78099, vwap=18.8942, timestamp=1683648000000, transactions=714, otc=None)
Agg(open=18.92, high=18.94, low=18.855, close=18.93, volume=50644, vwap=18.9019, timestamp=1683651600000, transactions=601, otc=None)
Agg(open=18.9381, high=18.94, low=18.8839, close=18.91, volume=81483, vwap=18.9128, timestamp=1683655200000, transactions=768, otc=None)
Agg(open=18.91, high=18.92, low=18.79, close=18.82, volume=161794, vwap=18.8292, timestamp=1683658800000, transactions=1507, otc=None)
Agg(open=18.82, high=18.9, low=18.82, close=18.9, volume=2985, vwap=18.8254, timestamp=1683662400000, transactions=4, otc=None)
Agg(open=18.87, high=18.87, low=18.87, close=18.87, volume=300, vwap=18.87, timestamp=1683669600000, transactions=1, otc=None)
Agg(open=18.99, high=19, low=18.99, close=19, volume=2063, vwap=18.9989, timestamp=1683720000000, transactions=7, otc=None)
Agg(open=18.99, high=18.99, low=18.73, close=18.81, volume=59924, vwap=18.8307, timestamp=1683723600000, transactions=430, otc=None)
Agg(open=18.805, high=18.88, low=18.77, close=18.8595, volume=112855, vwap=18.8183, timestamp=1683727200000, transactions=815, otc=None)
Agg(open=18.87, high=19.07, low=18.865, close=19.06, volume=176980, vwap=18.9941, timestamp=1683730800000, transactions=1493, otc=None)
Agg(open=19.055, high=19.14, low=19.03, close=19.13, volume=193327, vwap=19.0899, timestamp=1683734400000, transactions=1791, otc=None)
Agg(open=19.13, high=19.16, low=19.075, close=19.1479, volume=194983, vwap=19.113, timestamp=1683738000000, transactions=1737, otc=None)
Agg(open=19.145, high=19.165, low=19.09, close=19.1391, volume=125835, vwap=19.1316, timestamp=1683741600000, transactions=1169, otc=None)
Agg(open=19.135, high=19.2, low=19.11, close=19.15, volume=179967, vwap=19.1545, timestamp=1683745200000, transactions=2004, otc=None)
Agg(open=19.15, high=19.15, low=19.15, close=19.15, volume=8700, vwap=19.15, timestamp=1683748800000, transactions=5, otc=None)
Agg(open=19.26, high=19.26, low=19.26, close=19.26, volume=105, vwap=19.26, timestamp=1683756000000, transactions=1, otc=None)
Agg(open=19.15, high=19.15, low=19.15, close=19.15, volume=400, vwap=19.15, timestamp=1683802800000, transactions=1, otc=None)
Agg(open=19.05, high=19.1, low=18.8693, close=18.87, volume=70698, vwap=18.983, timestamp=1683810000000, transactions=649, otc=None)
Agg(open=18.87, high=18.96, low=18.77, close=18.9382, volume=81141, vwap=18.86, timestamp=1683813600000, transactions=826, otc=None)
Agg(open=18.94, high=18.95, low=18.88, close=18.9, volume=66377, vwap=18.9093, timestamp=1683817200000, transactions=606, otc=None)
Agg(open=18.9, high=18.908, low=18.82, close=18.8483, volume=51384, vwap=18.8666, timestamp=1683820800000, transactions=501, otc=None)
Agg(open=18.845, high=18.89, low=18.805, close=18.89, volume=82718, vwap=18.8307, timestamp=1683824400000, transactions=695, otc=None)
Agg(open=18.9, high=18.95, low=18.89, close=18.92, volume=69062, vwap=18.9181, timestamp=1683828000000, transactions=584, otc=None)
Agg(open=18.925, high=18.95, low=18.86, close=18.95, volume=168157, vwap=18.9041, timestamp=1683831600000, transactions=1682, otc=None)
Agg(open=18.94, high=18.94, low=18.94, close=18.94, volume=5390, vwap=18.94, timestamp=1683835200000, transactions=5, otc=None)
Agg(open=18.71, high=18.71, low=18.71, close=18.71, volume=1000, vwap=18.71, timestamp=1683842400000, transactions=1, otc=None)
Agg(open=19, high=19.1, low=18.98, close=19, volume=46583, vwap=19.0345, timestamp=1683896400000, transactions=389, otc=None)
Agg(open=18.97, high=19, low=18.92, close=18.9996, volume=51879, vwap=18.9679, timestamp=1683900000000, transactions=577, otc=None)
Agg(open=18.99, high=19.02, low=18.9614, close=19.02, volume=34382, vwap=18.9918, timestamp=1683903600000, transactions=411, otc=None)
Agg(open=19.01, high=19.01, low=18.94, close=18.9542, volume=45206, vwap=18.9749, timestamp=1683907200000, transactions=385, otc=None)
Agg(open=18.95, high=19, low=18.92, close=18.92, volume=86414, vwap=18.9614, timestamp=1683910800000, transactions=515, otc=None)
Agg(open=18.92, high=18.96, low=18.89, close=18.895, volume=79137, vwap=18.9166, timestamp=1683914400000, transactions=584, otc=None)
Agg(open=18.89, high=18.92, low=18.855, close=18.89, volume=147910, vwap=18.8832, timestamp=1683918000000, transactions=1398, otc=None)
