Agg(open=17.54, high=17.5407, low=17.54, close=17.5407, volume=881, vwap=17.5406, timestamp=1672750800000, transactions=2, otc=None)
Agg(open=17.64, high=17.73, low=17.51, close=17.52, volume=194757, vwap=17.5905, timestamp=1672754400000, transactions=1116, otc=None)
Agg(open=17.53, high=17.67, low=17.47, close=17.67, volume=109949, vwap=17.5434, timestamp=1672758000000, transactions=891, otc=None)
Agg(open=17.68, high=17.71, low=17.57, close=17.58, volume=108938, vwap=17.6381, timestamp=1672761600000, transactions=756, otc=None)
Agg(open=17.575, high=17.64, low=17.54, close=17.56, volume=72068, vwap=17.5922, timestamp=1672765200000, transactions=620, otc=None)
Agg(open=17.5617, high=17.63, low=17.55, close=17.61, volume=104948, vwap=17.605, timestamp=1672768800000, transactions=623, otc=None)
Agg(open=17.6178, high=17.66, low=17.57, close=17.6395, volume=83576, vwap=17.6005, timestamp=1672772400000, transactions=714, otc=None)
Agg(open=17.635, high=17.66, low=17.605, close=17.645, volume=192870, vwap=17.6353, timestamp=1672776000000, transactions=1760, otc=None)
Agg(open=17.65, high=17.65, low=17.65, close=17.65, volume=1438, vwap=17.65, timestamp=1672779600000, transactions=4, otc=None)
Agg(open=17.61, high=17.61, low=17.61, close=17.61, volume=200, vwap=17.61, timestamp=1672790400000, transactions=2, otc=None)
Agg(open=17.77, high=17.77, low=17.77, close=17.77, volume=130, vwap=17.7746, timestamp=1672833600000, transactions=5, otc=None)
Agg(open=17.88, high=18.21, low=17.765, close=17.85, volume=231328, vwap=17.8425, timestamp=1672840800000, transactions=1375, otc=None)
Agg(open=17.83, high=17.98, low=17.76, close=17.935, volume=228652, vwap=17.8732, timestamp=1672844400000, transactions=1548, otc=None)
Agg(open=17.945, high=18.24, low=17.945, close=18.205, volume=289462, vwap=18.1379, timestamp=1672848000000, transactions=1946, otc=None)
Agg(open=18.21, high=18.23, low=18.12, close=18.12, volume=231129, vwap=18.1819, timestamp=1672851600000, transactions=2016, otc=None)
Agg(open=18.12, high=18.185, low=18.09, close=18.16, volume=142345, vwap=18.1586, timestamp=1672855200000, transactions=1431, otc=None)
Agg(open=18.15, high=18.19, low=18.055, close=18.13, volume=417513, vwap=18.1201, timestamp=1672858800000, transactions=2835, otc=None)
Agg(open=18.13, high=18.165, low=18.07, close=18.11, volume=400458, vwap=18.1154, timestamp=1672862400000, transactions=3112, otc=None)
Agg(open=18.1, high=18.1, low=18.1, close=18.1, volume=22105, vwap=18.1, timestamp=1672866000000, transactions=9, otc=None)
Agg(open=18.11, high=18.11, low=18.11, close=18.11, volume=500, vwap=18.1106, timestamp=1672873200000, transactions=7, otc=None)
Agg(open=18.17, high=18.3, low=18.17, close=18.3, volume=405, vwap=18.2344, timestamp=1672920000000, transactions=6, otc=None)
Agg(open=18.2, high=18.2, low=18.03, close=18.03, volume=914, vwap=18.1472, timestamp=1672923600000, transactions=7, otc=None)
Agg(open=18.03, high=18.03, low=17.83, close=17.8889, volume=148888, vwap=17.9156, timestamp=1672927200000, transactions=810, otc=None)
Agg(open=17.89, high=18.15, low=17.875, close=18.0885, volume=377516, vwap=18.0286, timestamp=1672930800000, transactions=3140, otc=None)
Agg(open=18.085, high=18.09, low=18, close=18.015, volume=106834, vwap=18.047, timestamp=1672934400000, transactions=853, otc=None)
Agg(open=18.0148, high=18.07, low=18, close=18.005, volume=82171, vwap=18.0312, timestamp=1672938000000, transactions=638, otc=None)
Agg(open=18.0001, high=18.06, low=17.975, close=18.04, volume=100862, vwap=18.013, timestamp=1672941600000, transactions=789, otc=None)
Agg(open=18.035, high=18.11, low=17.995, close=18.08, volume=113767, vwap=18.0584, timestamp=1672945200000, transactions=1009, otc=None)
Agg(open=18.075, high=18.08, low=18.015, close=18.07, volume=248257, vwap=18.0459, timestamp=1672948800000, transactions=2107, otc=None)
Agg(open=18.07, high=18.07, low=18.07, close=18.07, volume=11570, vwap=18.07, timestamp=1672952400000, transactions=9, otc=None)
Agg(open=18.14, high=18.18, low=18.14, close=18.18, volume=921, vwap=18.1516, timestamp=1673010000000, transactions=8, otc=None)
Agg(open=18.08, high=18.219, low=18.045, close=18.1, volume=96115, vwap=18.1147, timestamp=1673013600000, transactions=632, otc=None)
Agg(open=18.12, high=18.26, low=18.09, close=18.2, volume=102802, vwap=18.1948, timestamp=1673017200000, transactions=1029, otc=None)
Agg(open=18.205, high=18.26, low=18.19, close=18.23, volume=109073, vwap=18.2234, timestamp=1673020800000, transactions=994, otc=None)
Agg(open=18.225, high=18.2299, low=18.15, close=18.155, volume=103079, vwap=18.1935, timestamp=1673024400000, transactions=786, otc=None)
Agg(open=18.16, high=18.2, low=18.16, close=18.19, volume=75122, vwap=18.1857, timestamp=1673028000000, transactions=764, otc=None)
Agg(open=18.19, high=18.21, low=18.17, close=18.175, volume=95376, vwap=18.1894, timestamp=1673031600000, transactions=958, otc=None)
Agg(open=18.175, high=18.21, low=18.125, close=18.17, volume=278377, vwap=18.1708, timestamp=1673035200000, transactions=2622, otc=None)
Agg(open=18.16, high=18.16, low=18.16, close=18.16, volume=1704, vwap=18.16, timestamp=1673038800000, transactions=6, otc=None)
