Agg(open=19.96, high=20, low=19.95, close=20, volume=2850, vwap=19.9851, timestamp=1701086400000, transactions=16, otc=None)
Agg(open=19.95, high=19.95, low=19.95, close=19.95, volume=1500, vwap=19.95, timestamp=1701090000000, transactions=1, otc=None)
Agg(open=19.95, high=20.01, low=19.87, close=19.885, volume=242153, vwap=19.9342, timestamp=1701093600000, transactions=1504, otc=None)
Agg(open=19.88, high=19.935, low=19.87, close=19.89, volume=378025, vwap=19.901, timestamp=1701097200000, transactions=2566, otc=None)
Agg(open=19.895, high=19.91, low=19.88, close=19.88, volume=271155, vwap=19.8938, timestamp=1701100800000, transactions=1298, otc=None)
Agg(open=19.88, high=19.89, low=19.85, close=19.875, volume=189926, vwap=19.8734, timestamp=1701104400000, transactions=1125, otc=None)
Agg(open=19.87, high=19.905, low=19.86, close=19.875, volume=169468, vwap=19.8873, timestamp=1701108000000, transactions=1157, otc=None)
Agg(open=19.875, high=19.885, low=19.86, close=19.8792, volume=172866, vwap=19.8724, timestamp=1701111600000, transactions=1012, otc=None)
Agg(open=19.88, high=19.9, low=19.84, close=19.9, volume=419360, vwap=19.8811, timestamp=1701115200000, transactions=2389, otc=None)
Agg(open=19.9, high=19.9, low=19.9, close=19.9, volume=5843, vwap=19.9, timestamp=1701118800000, transactions=7, otc=None)
Agg(open=19.94, high=19.94, low=19.94, close=19.94, volume=155, vwap=19.94, timestamp=1701122400000, transactions=1, otc=None)
Agg(open=19.85, high=19.89, low=19.8, close=19.81, volume=213713, vwap=19.8232, timestamp=1701180000000, transactions=816, otc=None)
Agg(open=19.815, high=19.89, low=19.81, close=19.87, volume=216783, vwap=19.8529, timestamp=1701183600000, transactions=1326, otc=None)
Agg(open=19.88, high=19.915, low=19.87, close=19.895, volume=150962, vwap=19.8889, timestamp=1701187200000, transactions=833, otc=None)
Agg(open=19.895, high=19.9, low=19.83, close=19.83, volume=156927, vwap=19.8549, timestamp=1701190800000, transactions=927, otc=None)
Agg(open=19.83, high=19.84, low=19.815, close=19.825, volume=127677, vwap=19.8258, timestamp=1701194400000, transactions=944, otc=None)
Agg(open=19.825, high=19.86, low=19.81, close=19.8494, volume=183607, vwap=19.8331, timestamp=1701198000000, transactions=1267, otc=None)
Agg(open=19.8499, high=19.875, low=19.82, close=19.84, volume=363977, vwap=19.8447, timestamp=1701201600000, transactions=2467, otc=None)
Agg(open=19.84, high=19.84, low=19.82, close=19.82, volume=4461, vwap=19.839, timestamp=1701205200000, transactions=7, otc=None)
Agg(open=19.81, high=19.83, low=19.81, close=19.83, volume=401, vwap=19.815, timestamp=1701212400000, transactions=2, otc=None)
Agg(open=19.95, high=19.95, low=19.95, close=19.95, volume=227, vwap=19.9485, timestamp=1701262800000, transactions=5, otc=None)
Agg(open=20.07, high=20.09, low=19.86, close=19.895, volume=244162, vwap=19.9324, timestamp=1701266400000, transactions=1217, otc=None)
Agg(open=19.89, high=19.9, low=19.88, close=19.895, volume=188752, vwap=19.8924, timestamp=1701270000000, transactions=1536, otc=None)
Agg(open=19.89, high=19.8979, low=19.84, close=19.84, volume=139353, vwap=19.8656, timestamp=1701273600000, transactions=1087, otc=None)
Agg(open=19.845, high=19.86, low=19.825, close=19.84, volume=144796, vwap=19.8426, timestamp=1701277200000, transactions=1005, otc=None)
Agg(open=19.845, high=19.86, low=19.83, close=19.855, volume=141811, vwap=19.847, timestamp=1701280800000, transactions=953, otc=None)
Agg(open=19.855, high=19.8699, low=19.81, close=19.815, volume=117365, vwap=19.8408, timestamp=1701284400000, transactions=1046, otc=None)
Agg(open=19.815, high=19.8199, low=19.7501, close=19.79, volume=391462, vwap=19.783, timestamp=1701288000000, transactions=2599, otc=None)
Agg(open=19.78, high=19.8993, low=19.78, close=19.8993, volume=4115, vwap=19.7883, timestamp=1701291600000, transactions=11, otc=None)
Agg(open=19.85, high=19.8799, low=19.85, close=19.8799, volume=732, vwap=19.8704, timestamp=1701302400000, transactions=3, otc=None)
Agg(open=20.01, high=20.01, low=20.01, close=20.01, volume=2000, vwap=20.0086, timestamp=1701345600000, transactions=5, otc=None)
Agg(open=19.82, high=19.88, low=19.78, close=19.868, volume=107369, vwap=19.8343, timestamp=1701352800000, transactions=850, otc=None)
Agg(open=19.865, high=19.9075, low=19.83, close=19.88, volume=220729, vwap=19.8744, timestamp=1701356400000, transactions=1838, otc=None)
Agg(open=19.87, high=19.8899, low=19.81, close=19.82, volume=128478, vwap=19.8502, timestamp=1701360000000, transactions=1270, otc=None)
Agg(open=19.82, high=19.84, low=19.8, close=19.815, volume=79465, vwap=19.8188, timestamp=1701363600000, transactions=645, otc=None)
Agg(open=19.815, high=19.85, low=19.81, close=19.81, volume=81952, vwap=19.8236, timestamp=1701367200000, transactions=697, otc=None)
Agg(open=19.81, high=19.8499, low=19.8, close=19.8, volume=125343, vwap=19.8224, timestamp=1701370800000, transactions=979, otc=None)
Agg(open=19.805, high=19.8178, low=19.755, close=19.76, volume=411885, vwap=19.7755, timestamp=1701374400000, transactions=2673, otc=None)
Agg(open=19.76, high=19.76, low=19.76, close=19.76, volume=7269, vwap=19.76, timestamp=1701378000000, transactions=6, otc=None)
Agg(open=19.76, high=19.76, low=19.76, close=19.76, volume=149, vwap=19.7615, timestamp=1701388800000, transactions=4, otc=None)
Agg(open=19.84, high=19.84, low=19.84, close=19.84, volume=150, vwap=19.8348, timestamp=1701432000000, transactions=3, otc=None)
Agg(open=19.76, high=19.8593, low=19.76, close=19.85, volume=120564, vwap=19.818, timestamp=1701439200000, transactions=890, otc=None)
Agg(open=19.855, high=19.88, low=19.805, close=19.865, volume=206084, vwap=19.84, timestamp=1701442800000, transactions=1597, otc=None)
Agg(open=19.86, high=19.915, low=19.845, close=19.915, volume=250368, vwap=19.8963, timestamp=1701446400000, transactions=2015, otc=None)
Agg(open=19.915, high=19.98, low=19.91, close=19.97, volume=190390, vwap=19.9512, timestamp=1701450000000, transactions=1528, otc=None)
Agg(open=19.975, high=19.975, low=19.91, close=19.915, volume=147787, vwap=19.9351, timestamp=1701453600000, transactions=1288, otc=None)
Agg(open=19.92, high=19.92, low=19.89, close=19.9, volume=139680, vwap=19.9044, timestamp=1701457200000, transactions=994, otc=None)
Agg(open=19.9, high=19.92, low=19.875, close=19.91, volume=401406, vwap=19.8949, timestamp=1701460800000, transactions=3003, otc=None)
Agg(open=19.91, high=19.91, low=19.91, close=19.91, volume=5798, vwap=19.91, timestamp=1701464400000, transactions=10, otc=None)
Agg(open=20, high=20, low=20, close=20, volume=200, vwap=20, timestamp=1701471600000, transactions=1, otc=None)
