Agg(open=27, high=27, low=27, close=27, volume=200, vwap=27.0003, timestamp=1678708800000, transactions=3, otc=None)
Agg(open=27.43, high=27.57, low=27.05, close=27.35, volume=13942, vwap=27.2691, timestamp=1678712400000, transactions=234, otc=None)
Agg(open=27.32, high=27.4, low=27.1, close=27.255, volume=35380, vwap=27.2297, timestamp=1678716000000, transactions=958, otc=None)
Agg(open=27.275, high=27.42, low=27.245, close=27.32, volume=31997, vwap=27.3374, timestamp=1678719600000, transactions=886, otc=None)
Agg(open=27.39, high=27.43, low=27.24, close=27.29, volume=22273, vwap=27.339, timestamp=1678723200000, transactions=705, otc=None)
Agg(open=27.25, high=27.395, low=27.2, close=27.32, volume=20256, vwap=27.2959, timestamp=1678726800000, transactions=652, otc=None)
Agg(open=27.325, high=27.39, low=27.26, close=27.355, volume=25228, vwap=27.3358, timestamp=1678730400000, transactions=867, otc=None)
Agg(open=27.355, high=27.36, low=27.06, close=27.23, volume=120200, vwap=27.1649, timestamp=1678734000000, transactions=2879, otc=None)
Agg(open=27.2, high=27.2, low=27.2, close=27.2, volume=6210, vwap=27.2, timestamp=1678737600000, transactions=10, otc=None)
Agg(open=27.61, high=28.2, low=27.61, close=27.74, volume=15387, vwap=27.7112, timestamp=1678798800000, transactions=333, otc=None)
Agg(open=27.71, high=28.12, low=27.615, close=28.02, volume=51905, vwap=27.9282, timestamp=1678802400000, transactions=1302, otc=None)
Agg(open=28.01, high=28.16, low=27.99, close=28.07, volume=29334, vwap=28.0637, timestamp=1678806000000, transactions=825, otc=None)
Agg(open=28.07, high=28.085, low=27.98, close=28.03, volume=16637, vwap=28.0442, timestamp=1678809600000, transactions=524, otc=None)
Agg(open=28.03, high=28.035, low=27.825, close=27.84, volume=19564, vwap=27.8994, timestamp=1678813200000, transactions=646, otc=None)
Agg(open=27.86, high=28.03, low=27.765, close=27.95, volume=34606, vwap=27.9168, timestamp=1678816800000, transactions=1038, otc=None)
Agg(open=27.955, high=28.29, low=27.895, close=28.25, volume=120476, vwap=28.1183, timestamp=1678820400000, transactions=2531, otc=None)
Agg(open=28.26, high=28.26, low=28.26, close=28.26, volume=14250, vwap=28.26, timestamp=1678824000000, transactions=18, otc=None)
Agg(open=27.71, high=28.025, low=27.6, close=27.7, volume=12915, vwap=27.8769, timestamp=1678885200000, transactions=180, otc=None)
Agg(open=27.69, high=27.81, low=27.58, close=27.76, volume=42279, vwap=27.6502, timestamp=1678888800000, transactions=894, otc=None)
Agg(open=27.76, high=27.97, low=27.75, close=27.86, volume=36814, vwap=27.8373, timestamp=1678892400000, transactions=879, otc=None)
Agg(open=27.855, high=27.94, low=27.79, close=27.94, volume=28586, vwap=27.8662, timestamp=1678896000000, transactions=970, otc=None)
Agg(open=27.93, high=28.12, low=27.88, close=28.07, volume=24272, vwap=28.0063, timestamp=1678899600000, transactions=710, otc=None)
Agg(open=28.08, high=28.34, low=28.02, close=28.32, volume=34605, vwap=28.2043, timestamp=1678903200000, transactions=1076, otc=None)
Agg(open=28.34, high=28.41, low=28.06, close=28.11, volume=185177, vwap=28.1901, timestamp=1678906800000, transactions=3029, otc=None)
Agg(open=28.11, high=28.11, low=28.11, close=28.11, volume=13734, vwap=28.11, timestamp=1678910400000, transactions=13, otc=None)
Agg(open=27.89, high=28.12, low=27.72, close=28.12, volume=7194, vwap=27.9803, timestamp=1678971600000, transactions=155, otc=None)
Agg(open=28.12, high=28.32, low=28.03, close=28.275, volume=43545, vwap=28.1749, timestamp=1678975200000, transactions=1098, otc=None)
Agg(open=28.27, high=28.83, low=28.25, close=28.81, volume=44231, vwap=28.6257, timestamp=1678978800000, transactions=1035, otc=None)
Agg(open=28.77, high=28.77, low=28.465, close=28.64, volume=38222, vwap=28.5816, timestamp=1678982400000, transactions=1045, otc=None)
Agg(open=28.615, high=28.74, low=28.515, close=28.6, volume=37290, vwap=28.6124, timestamp=1678986000000, transactions=904, otc=None)
Agg(open=28.59, high=28.71, low=28.555, close=28.71, volume=37009, vwap=28.6105, timestamp=1678989600000, transactions=1127, otc=None)
Agg(open=28.69, high=28.715, low=28.425, close=28.48, volume=136229, vwap=28.5447, timestamp=1678993200000, transactions=3048, otc=None)
Agg(open=28.5, high=28.5, low=28.5, close=28.5, volume=2765, vwap=28.5, timestamp=1678996800000, transactions=1, otc=None)
Agg(open=28.36, high=28.61, low=28.25, close=28.61, volume=11405, vwap=28.4169, timestamp=1679058000000, transactions=128, otc=None)
Agg(open=28.615, high=28.63, low=28.085, close=28.22, volume=45563, vwap=28.3097, timestamp=1679061600000, transactions=1133, otc=None)
Agg(open=28.19, high=28.23, low=27.83, close=27.86, volume=39723, vwap=28.0002, timestamp=1679065200000, transactions=1192, otc=None)
Agg(open=27.875, high=28.02, low=27.815, close=27.875, volume=27684, vwap=27.8974, timestamp=1679068800000, transactions=913, otc=None)
Agg(open=27.87, high=28.01, low=27.845, close=27.87, volume=26324, vwap=27.91, timestamp=1679072400000, transactions=921, otc=None)
Agg(open=27.885, high=27.95, low=27.755, close=27.83, volume=29973, vwap=27.8153, timestamp=1679076000000, transactions=908, otc=None)
Agg(open=27.84, high=27.98, low=27.74, close=27.82, volume=101919, vwap=27.8407, timestamp=1679079600000, transactions=2329, otc=None)
Agg(open=27.82, high=27.82, low=27.82, close=27.82, volume=11690, vwap=27.8195, timestamp=1679083200000, transactions=14, otc=None)
