Agg(open=5.9159, high=6, low=5.9159, close=6, volume=486, vwap=5.9866, timestamp=1693224000000, transactions=7, otc=None)
Agg(open=6.7, high=6.7, low=6.7, close=6.7, volume=100, vwap=6.7, timestamp=1693479600000, transactions=1, otc=None)
Agg(open=6.58, high=6.58, low=6.58, close=6.58, volume=237, vwap=6.58, timestamp=1693483200000, transactions=3, otc=None)
Agg(open=6.6, high=6.85, low=6.56, close=6.845, volume=163995, vwap=6.7466, timestamp=1693486800000, transactions=1782, otc=None)
Agg(open=6.845, high=6.91, low=6.76, close=6.835, volume=249858, vwap=6.8359, timestamp=1693490400000, transactions=3059, otc=None)
Agg(open=6.8315, high=6.84, low=6.63, close=6.635, volume=124367, vwap=6.7397, timestamp=1693494000000, transactions=1565, otc=None)
Agg(open=6.635, high=6.665, low=6.58, close=6.59, volume=73552, vwap=6.6253, timestamp=1693497600000, transactions=1150, otc=None)
Agg(open=6.595, high=6.61, low=6.57, close=6.605, volume=70049, vwap=6.5952, timestamp=1693501200000, transactions=1121, otc=None)
Agg(open=6.605, high=6.64, low=6.57, close=6.595, volume=109007, vwap=6.6032, timestamp=1693504800000, transactions=1531, otc=None)
Agg(open=6.595, high=6.605, low=6.53, close=6.53, volume=314302, vwap=6.5579, timestamp=1693508400000, transactions=3729, otc=None)
Agg(open=6.53, high=6.53, low=6.53, close=6.53, volume=15278, vwap=6.53, timestamp=1693512000000, transactions=10, otc=None)
Agg(open=6.53, high=6.53, low=6.53, close=6.53, volume=400, vwap=6.53, timestamp=1693519200000, transactions=1, otc=None)
Agg(open=6.62, high=6.7, low=6.53, close=6.635, volume=70383, vwap=6.6071, timestamp=1693573200000, transactions=998, otc=None)
Agg(open=6.63, high=6.7, low=6.58, close=6.635, volume=143040, vwap=6.6424, timestamp=1693576800000, transactions=2093, otc=None)
Agg(open=6.64, high=6.72, low=6.611, close=6.625, volume=133901, vwap=6.6593, timestamp=1693580400000, transactions=1882, otc=None)
Agg(open=6.63, high=6.675, low=6.61, close=6.64, volume=79772, vwap=6.6502, timestamp=1693584000000, transactions=1658, otc=None)
Agg(open=6.64, high=6.64, low=6.545, close=6.575, volume=109892, vwap=6.5852, timestamp=1693587600000, transactions=1642, otc=None)
Agg(open=6.575, high=6.58, low=6.515, close=6.525, volume=90286, vwap=6.5418, timestamp=1693591200000, transactions=1673, otc=None)
Agg(open=6.525, high=6.58, low=6.48, close=6.54, volume=528915, vwap=6.5396, timestamp=1693594800000, transactions=5455, otc=None)
Agg(open=6.55, high=6.55, low=6.55, close=6.55, volume=20668, vwap=6.55, timestamp=1693598400000, transactions=11, otc=None)
