Agg(open=5.9159, high=6, low=5.9159, close=6, volume=486, vwap=5.9866, timestamp=1693224000000, transactions=7, otc=None)
Agg(open=6.09, high=6.275, low=6.086, close=6.215, volume=101735, vwap=6.2125, timestamp=1693227600000, transactions=955, otc=None)
Agg(open=6.22, high=6.235, low=6.105, close=6.115, volume=79550, vwap=6.1536, timestamp=1693231200000, transactions=1158, otc=None)
Agg(open=6.12, high=6.195, low=6.11, close=6.17, volume=124763, vwap=6.1589, timestamp=1693234800000, transactions=1488, otc=None)
Agg(open=6.165, high=6.22, low=6.15, close=6.21, volume=114588, vwap=6.1911, timestamp=1693238400000, transactions=1224, otc=None)
Agg(open=6.21, high=6.29, low=6.19, close=6.215, volume=221619, vwap=6.2351, timestamp=1693242000000, transactions=2241, otc=None)
Agg(open=6.215, high=6.22, low=6.14, close=6.175, volume=178851, vwap=6.1668, timestamp=1693245600000, transactions=1655, otc=None)
Agg(open=6.175, high=6.2, low=6.14, close=6.145, volume=384197, vwap=6.1644, timestamp=1693249200000, transactions=3068, otc=None)
Agg(open=6.14, high=6.14, low=6.14, close=6.14, volume=23756, vwap=6.14, timestamp=1693252800000, transactions=7, otc=None)
Agg(open=6.2, high=6.2, low=6.1999, close=6.1999, volume=200, vwap=6.2, timestamp=1693256400000, transactions=2, otc=None)
Agg(open=6.2, high=6.2, low=6.2, close=6.2, volume=100, vwap=6.2, timestamp=1693263600000, transactions=1, otc=None)
Agg(open=6.13, high=6.36, low=6.1, close=6.32, volume=130967, vwap=6.2685, timestamp=1693314000000, transactions=1201, otc=None)
Agg(open=6.32, high=6.42, low=6.31, close=6.3783, volume=259061, vwap=6.38, timestamp=1693317600000, transactions=2563, otc=None)
Agg(open=6.375, high=6.4, low=6.36, close=6.38, volume=160600, vwap=6.3811, timestamp=1693321200000, transactions=1649, otc=None)
Agg(open=6.375, high=6.49, low=6.34, close=6.35, volume=169849, vwap=6.4097, timestamp=1693324800000, transactions=1820, otc=None)
Agg(open=6.34, high=6.375, low=6.33, close=6.355, volume=101496, vwap=6.3504, timestamp=1693328400000, transactions=1213, otc=None)
Agg(open=6.355, high=6.375, low=6.32, close=6.325, volume=124558, vwap=6.3528, timestamp=1693332000000, transactions=1444, otc=None)
Agg(open=6.33, high=6.34, low=6.265, close=6.272, volume=249601, vwap=6.2891, timestamp=1693335600000, transactions=2562, otc=None)
Agg(open=6.28, high=6.28, low=6.28, close=6.28, volume=19217, vwap=6.28, timestamp=1693339200000, transactions=12, otc=None)
Agg(open=6.3, high=6.3, low=6.3, close=6.3, volume=100, vwap=6.3, timestamp=1693393200000, transactions=1, otc=None)
Agg(open=6.32, high=6.4, low=6.32, close=6.4, volume=1408, vwap=6.3358, timestamp=1693396800000, transactions=6, otc=None)
Agg(open=6.3, high=6.45, low=6.28, close=6.42, volume=114770, vwap=6.3379, timestamp=1693400400000, transactions=988, otc=None)
Agg(open=6.425, high=6.52, low=6.34, close=6.51, volume=256850, vwap=6.4313, timestamp=1693404000000, transactions=2308, otc=None)
Agg(open=6.505, high=6.5099, low=6.44, close=6.465, volume=111290, vwap=6.4719, timestamp=1693407600000, transactions=1056, otc=None)
Agg(open=6.465, high=6.7093, low=6.465, close=6.66, volume=295852, vwap=6.6106, timestamp=1693411200000, transactions=2702, otc=None)
Agg(open=6.66, high=6.685, low=6.575, close=6.615, volume=240422, vwap=6.6225, timestamp=1693414800000, transactions=1697, otc=None)
Agg(open=6.615, high=6.63, low=6.58, close=6.59, volume=162424, vwap=6.6049, timestamp=1693418400000, transactions=1455, otc=None)
Agg(open=6.59, high=6.64, low=6.56, close=6.565, volume=488696, vwap=6.5983, timestamp=1693422000000, transactions=3947, otc=None)
Agg(open=6.57, high=6.75, low=6.57, close=6.75, volume=9470, vwap=6.575, timestamp=1693425600000, transactions=14, otc=None)
Agg(open=6.47, high=6.47, low=6.47, close=6.47, volume=300, vwap=6.4748, timestamp=1693432800000, transactions=2, otc=None)
