Agg(open=9.75, high=9.75, low=9.75, close=9.75, volume=402, vwap=9.75, timestamp=1696244400000, transactions=1, otc=None)
Agg(open=9.65, high=9.65, low=9.65, close=9.65, volume=882, vwap=9.6491, timestamp=1696248000000, transactions=5, otc=None)
Agg(open=9.76, high=9.76, low=9.6, close=9.66, volume=190178, vwap=9.6459, timestamp=1696251600000, transactions=1204, otc=None)
Agg(open=9.65, high=9.68, low=9.49, close=9.505, volume=187013, vwap=9.5616, timestamp=1696255200000, transactions=2007, otc=None)
Agg(open=9.51, high=9.545, low=9.38, close=9.39, volume=180310, vwap=9.4769, timestamp=1696258800000, transactions=1787, otc=None)
Agg(open=9.395, high=9.411, low=9.28, close=9.305, volume=228783, vwap=9.3632, timestamp=1696262400000, transactions=2059, otc=None)
Agg(open=9.305, high=9.3293, low=9.22, close=9.225, volume=309997, vwap=9.2876, timestamp=1696266000000, transactions=2242, otc=None)
Agg(open=9.225, high=9.24, low=9.09, close=9.105, volume=378132, vwap=9.1617, timestamp=1696269600000, transactions=2976, otc=None)
Agg(open=9.1, high=9.15, low=9.06, close=9.11, volume=987444, vwap=9.1045, timestamp=1696273200000, transactions=6545, otc=None)
Agg(open=9.11, high=9.11, low=9.11, close=9.11, volume=25652, vwap=9.11, timestamp=1696276800000, transactions=18, otc=None)
Agg(open=9.11, high=9.11, low=9.08, close=9.08, volume=1323, vwap=9.1078, timestamp=1696330800000, transactions=5, otc=None)
Agg(open=9.09, high=9.12, low=9.09, close=9.12, volume=501, vwap=9.1047, timestamp=1696334400000, transactions=5, otc=None)
Agg(open=9.05, high=9.07, low=8.96, close=9.059, volume=157196, vwap=9.0187, timestamp=1696338000000, transactions=1382, otc=None)
Agg(open=9.05, high=9.05, low=8.77, close=8.8599, volume=324853, vwap=8.8782, timestamp=1696341600000, transactions=2676, otc=None)
Agg(open=8.855, high=8.855, low=8.765, close=8.78, volume=230461, vwap=8.8032, timestamp=1696345200000, transactions=2016, otc=None)
Agg(open=8.785, high=8.895, low=8.785, close=8.8208, volume=179916, vwap=8.8512, timestamp=1696348800000, transactions=1557, otc=None)
Agg(open=8.825, high=8.85, low=8.77, close=8.81, volume=175092, vwap=8.7995, timestamp=1696352400000, transactions=1488, otc=None)
Agg(open=8.805, high=8.845, low=8.79, close=8.81, volume=201212, vwap=8.8111, timestamp=1696356000000, transactions=1520, otc=None)
Agg(open=8.81, high=8.86, low=8.79, close=8.86, volume=394905, vwap=8.8246, timestamp=1696359600000, transactions=3251, otc=None)
Agg(open=8.86, high=8.88, low=8.86, close=8.88, volume=13221, vwap=8.8606, timestamp=1696363200000, transactions=15, otc=None)
Agg(open=8.91, high=9.05, low=8.835, close=8.86, volume=98635, vwap=8.901, timestamp=1696424400000, transactions=795, otc=None)
Agg(open=8.86, high=8.86, low=8.6417, close=8.65, volume=172911, vwap=8.737, timestamp=1696428000000, transactions=1679, otc=None)
Agg(open=8.64, high=8.7752, low=8.63, close=8.755, volume=173378, vwap=8.722, timestamp=1696431600000, transactions=1381, otc=None)
Agg(open=8.76, high=8.775, low=8.72, close=8.725, volume=141285, vwap=8.7449, timestamp=1696435200000, transactions=1109, otc=None)
Agg(open=8.725, high=8.74, low=8.665, close=8.725, volume=180896, vwap=8.7043, timestamp=1696438800000, transactions=1212, otc=None)
Agg(open=8.72, high=8.76, low=8.68, close=8.745, volume=196493, vwap=8.7223, timestamp=1696442400000, transactions=1527, otc=None)
Agg(open=8.7443, high=8.77, low=8.72, close=8.7509, volume=391109, vwap=8.7481, timestamp=1696446000000, transactions=3121, otc=None)
Agg(open=8.75, high=8.8, low=8.75, close=8.8, volume=7166, vwap=8.7528, timestamp=1696449600000, transactions=11, otc=None)
Agg(open=8.76, high=8.76, low=8.76, close=8.76, volume=110, vwap=8.76, timestamp=1696460400000, transactions=1, otc=None)
Agg(open=8.8, high=8.9, low=8.77, close=8.9, volume=700, vwap=8.7971, timestamp=1696507200000, transactions=3, otc=None)
Agg(open=8.9, high=8.9, low=8.5701, close=8.665, volume=130558, vwap=8.6558, timestamp=1696510800000, transactions=1235, otc=None)
Agg(open=8.665, high=8.68, low=8.53, close=8.5446, volume=183669, vwap=8.6075, timestamp=1696514400000, transactions=1984, otc=None)
