Agg(open=20, high=20, low=19.85, close=19.97, volume=8379, vwap=19.9094, timestamp=1688382000000, transactions=47, otc=None)
Agg(open=19.91, high=19.98, low=19.91, close=19.98, volume=1688, vwap=19.9267, timestamp=1688385600000, transactions=27, otc=None)
Agg(open=19.98, high=19.98, low=19.75, close=19.8, volume=762817, vwap=19.8612, timestamp=1688389200000, transactions=4560, otc=None)
Agg(open=19.8, high=19.9692, low=19.8, close=19.8852, volume=452995, vwap=19.8933, timestamp=1688392800000, transactions=3621, otc=None)
Agg(open=19.885, high=19.915, low=19.72, close=19.725, volume=406371, vwap=19.8168, timestamp=1688396400000, transactions=2997, otc=None)
Agg(open=19.725, high=19.78, low=19.69, close=19.77, volume=542668, vwap=19.7421, timestamp=1688400000000, transactions=4541, otc=None)
Agg(open=19.76, high=19.78, low=19.75, close=19.78, volume=23739, vwap=19.7627, timestamp=1688403600000, transactions=15, otc=None)
Agg(open=19.84, high=19.84, low=19.78, close=19.78, volume=3476, vwap=19.8007, timestamp=1688407200000, transactions=6, otc=None)
Agg(open=19.77, high=19.84, low=19.75, close=19.75, volume=3117, vwap=19.7644, timestamp=1688410800000, transactions=21, otc=None)
Agg(open=19.82, high=19.82, low=19.82, close=19.82, volume=100, vwap=19.82, timestamp=1688414400000, transactions=1, otc=None)
Agg(open=19.7, high=19.7, low=19.7, close=19.7, volume=844, vwap=19.7001, timestamp=1688554800000, transactions=7, otc=None)
Agg(open=19.76, high=19.76, low=19.65, close=19.6502, volume=2702, vwap=19.6823, timestamp=1688558400000, transactions=27, otc=None)
Agg(open=19.65, high=19.7, low=19.42, close=19.465, volume=526709, vwap=19.5373, timestamp=1688562000000, transactions=3847, otc=None)
Agg(open=19.465, high=19.52, low=19.36, close=19.51, volume=520419, vwap=19.4268, timestamp=1688565600000, transactions=4368, otc=None)
Agg(open=19.505, high=19.545, low=19.435, close=19.46, volume=371150, vwap=19.4878, timestamp=1688569200000, transactions=3469, otc=None)
Agg(open=19.455, high=19.5, low=19.435, close=19.455, volume=347287, vwap=19.461, timestamp=1688572800000, transactions=3280, otc=None)
