Agg(open=14.9916, high=15, low=14.9916, close=15, volume=820, vwap=14.9949, timestamp=1690804800000, transactions=2, otc=None)
Agg(open=14.61, high=14.74, low=14.5, close=14.54, volume=138836, vwap=14.6108, timestamp=1690808400000, transactions=1103, otc=None)
Agg(open=14.55, high=14.69, low=14.545, close=14.65, volume=199975, vwap=14.6221, timestamp=1690812000000, transactions=1539, otc=None)
Agg(open=14.65, high=14.655, low=14.55, close=14.57, volume=112108, vwap=14.5913, timestamp=1690815600000, transactions=1150, otc=None)
Agg(open=14.58, high=14.72, low=14.575, close=14.625, volume=118167, vwap=14.623, timestamp=1690819200000, transactions=1650, otc=None)
Agg(open=14.62, high=14.905, low=14.6, close=14.8899, volume=191161, vwap=14.7894, timestamp=1690822800000, transactions=1700, otc=None)
Agg(open=14.885, high=14.98, low=14.845, close=14.92, volume=235304, vwap=14.922, timestamp=1690826400000, transactions=1552, otc=None)
Agg(open=14.925, high=14.952, low=14.85, close=14.89, volume=249573, vwap=14.8919, timestamp=1690830000000, transactions=2562, otc=None)
Agg(open=14.89, high=14.89, low=14.79, close=14.79, volume=21801, vwap=14.8771, timestamp=1690833600000, transactions=10, otc=None)
Agg(open=14.89, high=14.89, low=14.89, close=14.89, volume=500, vwap=14.89, timestamp=1690844400000, transactions=1, otc=None)
Agg(open=14.7, high=14.98, low=14.5718, close=14.92, volume=215718, vwap=14.8295, timestamp=1690894800000, transactions=1211, otc=None)
Agg(open=14.93, high=14.96, low=14.801, close=14.94, volume=218647, vwap=14.9015, timestamp=1690898400000, transactions=2037, otc=None)
Agg(open=14.94, high=14.955, low=14.64, close=14.665, volume=143127, vwap=14.7965, timestamp=1690902000000, transactions=1479, otc=None)
Agg(open=14.67, high=14.72, low=14.6012, close=14.715, volume=225093, vwap=14.6608, timestamp=1690905600000, transactions=2116, otc=None)
Agg(open=14.72, high=14.78, low=14.64, close=14.642, volume=129827, vwap=14.7061, timestamp=1690909200000, transactions=1492, otc=None)
Agg(open=14.645, high=14.675, low=14.615, close=14.645, volume=121913, vwap=14.6397, timestamp=1690912800000, transactions=1467, otc=None)
Agg(open=14.65, high=14.7, low=14.625, close=14.69, volume=288189, vwap=14.6605, timestamp=1690916400000, transactions=2962, otc=None)
Agg(open=14.69, high=14.69, low=14.69, close=14.69, volume=342, vwap=14.69, timestamp=1690927200000, transactions=2, otc=None)
Agg(open=14.68, high=14.68, low=14.68, close=14.68, volume=100, vwap=14.68, timestamp=1690970400000, transactions=1, otc=None)
Agg(open=14.6, high=14.6, low=14.305, close=14.32, volume=129814, vwap=14.3759, timestamp=1690981200000, transactions=1227, otc=None)
Agg(open=14.33, high=14.39, low=14.01, close=14.02, volume=460242, vwap=14.1573, timestamp=1690984800000, transactions=3999, otc=None)
Agg(open=14.03, high=14.19, low=14.015, close=14.105, volume=196289, vwap=14.0858, timestamp=1690988400000, transactions=2145, otc=None)
Agg(open=14.1065, high=14.1327, low=14.05, close=14.0619, volume=77660, vwap=14.1011, timestamp=1690992000000, transactions=970, otc=None)
Agg(open=14.06, high=14.282, low=14.06, close=14.215, volume=90805, vwap=14.1991, timestamp=1690995600000, transactions=1006, otc=None)
