Agg(open=12, high=12.11, low=11.8, close=11.8, volume=18610, vwap=11.8435, timestamp=1698062400000, transactions=79, otc=None)
Agg(open=11.78, high=11.85, low=10.87, close=11.2, volume=1526287.0, vwap=11.2958, timestamp=1698066000000, transactions=7415, otc=None)
Agg(open=11.21, high=11.46, low=11.005, close=11.4, volume=758870, vwap=11.2509, timestamp=1698069600000, transactions=5178, otc=None)
Agg(open=11.4, high=11.7295, low=11.29, close=11.515, volume=916331, vwap=11.5724, timestamp=1698073200000, transactions=4566, otc=None)
Agg(open=11.51, high=11.59, low=11.33, close=11.53, volume=727099, vwap=11.4787, timestamp=1698076800000, transactions=3574, otc=None)
Agg(open=11.53, high=11.605, low=11.39, close=11.55, volume=443273, vwap=11.5027, timestamp=1698080400000, transactions=2652, otc=None)
Agg(open=11.55, high=11.63, low=11.42, close=11.525, volume=369375, vwap=11.5456, timestamp=1698084000000, transactions=2731, otc=None)
Agg(open=11.53, high=11.565, low=11.4, close=11.495, volume=465506, vwap=11.4795, timestamp=1698087600000, transactions=3361, otc=None)
Agg(open=11.61, high=11.61, low=11.61, close=11.61, volume=975, vwap=11.61, timestamp=1698145200000, transactions=1, otc=None)
Agg(open=11.57, high=11.78, low=11.45, close=11.73, volume=242087, vwap=11.6222, timestamp=1698152400000, transactions=1560, otc=None)
Agg(open=11.7, high=11.9, low=11.65, close=11.76, volume=323116, vwap=11.794, timestamp=1698156000000, transactions=2682, otc=None)
Agg(open=11.76, high=11.77, low=11.53, close=11.565, volume=193620, vwap=11.6576, timestamp=1698159600000, transactions=1559, otc=None)
Agg(open=11.57, high=11.57, low=11.311, close=11.35, volume=202415, vwap=11.462, timestamp=1698163200000, transactions=1655, otc=None)
Agg(open=11.34, high=11.34, low=11.17, close=11.24, volume=493229, vwap=11.2414, timestamp=1698166800000, transactions=2961, otc=None)
Agg(open=11.24, high=11.39, low=11.235, close=11.28, volume=302944, vwap=11.309, timestamp=1698170400000, transactions=2595, otc=None)
Agg(open=11.29, high=11.3301, low=11.23, close=11.235, volume=369916, vwap=11.2752, timestamp=1698174000000, transactions=3038, otc=None)
Agg(open=11.2398, high=11.2398, low=11.2398, close=11.2398, volume=100, vwap=11.2398, timestamp=1698177600000, transactions=1, otc=None)
Agg(open=11.3, high=11.36, low=11.119, close=11.16, volume=83022, vwap=11.2269, timestamp=1698238800000, transactions=914, otc=None)
Agg(open=11.155, high=11.3501, low=11.04, close=11.33, volume=230398, vwap=11.2094, timestamp=1698242400000, transactions=1638, otc=None)
Agg(open=11.33, high=11.53, low=11.33, close=11.465, volume=220071, vwap=11.4371, timestamp=1698246000000, transactions=1786, otc=None)
Agg(open=11.4699, high=11.76, low=11.44, close=11.665, volume=420516, vwap=11.6414, timestamp=1698249600000, transactions=2807, otc=None)
Agg(open=11.66, high=11.66, low=11.39, close=11.44, volume=847241, vwap=11.4761, timestamp=1698253200000, transactions=5003, otc=None)
Agg(open=11.4401, high=11.54, low=11.305, close=11.315, volume=295660, vwap=11.4352, timestamp=1698256800000, transactions=1762, otc=None)
Agg(open=11.32, high=11.34, low=11.24, close=11.25, volume=342598, vwap=11.2892, timestamp=1698260400000, transactions=2678, otc=None)
Agg(open=11.22, high=11.22, low=11.22, close=11.22, volume=150, vwap=11.22, timestamp=1698267600000, transactions=3, otc=None)
Agg(open=11.21, high=11.21, low=11.21, close=11.21, volume=210, vwap=11.1695, timestamp=1698274800000, transactions=5, otc=None)
Agg(open=11.17, high=11.17, low=10.98, close=11.12, volume=157908, vwap=11.0819, timestamp=1698325200000, transactions=1021, otc=None)
Agg(open=11.11, high=11.24, low=11.0488, close=11.225, volume=222136, vwap=11.1581, timestamp=1698328800000, transactions=1788, otc=None)
Agg(open=11.23, high=11.29, low=11.12, close=11.27, volume=93488, vwap=11.2024, timestamp=1698332400000, transactions=1027, otc=None)
Agg(open=11.275, high=11.28, low=11.095, close=11.13, volume=157622, vwap=11.1613, timestamp=1698336000000, transactions=1049, otc=None)
Agg(open=11.13, high=11.195, low=11.105, close=11.19, volume=90237, vwap=11.1572, timestamp=1698339600000, transactions=915, otc=None)
Agg(open=11.195, high=11.35, low=11.195, close=11.35, volume=161019, vwap=11.2662, timestamp=1698343200000, transactions=1357, otc=None)
Agg(open=11.35, high=11.385, low=11.29, close=11.315, volume=276950, vwap=11.3199, timestamp=1698346800000, transactions=1815, otc=None)
Agg(open=11.3, high=11.3, low=11.3, close=11.3, volume=5789, vwap=11.3, timestamp=1698350400000, transactions=4, otc=None)
Agg(open=11.27, high=11.27, low=11.27, close=11.27, volume=300, vwap=11.27, timestamp=1698354000000, transactions=2, otc=None)
Agg(open=11.28, high=11.28, low=11.28, close=11.28, volume=1500, vwap=11.28, timestamp=1698404400000, transactions=4, otc=None)
Agg(open=11.31, high=11.385, low=11.18, close=11.19, volume=80571, vwap=11.251, timestamp=1698411600000, transactions=696, otc=None)
Agg(open=11.18, high=11.265, low=10.98, close=11.08, volume=357256, vwap=11.0698, timestamp=1698415200000, transactions=1837, otc=None)
Agg(open=11.08, high=11.19, low=11.065, close=11.1779, volume=131145, vwap=11.1417, timestamp=1698418800000, transactions=1033, otc=None)
Agg(open=11.17, high=11.18, low=11.11, close=11.138, volume=143429, vwap=11.1518, timestamp=1698422400000, transactions=939, otc=None)
Agg(open=11.135, high=11.14, low=11.028, close=11.07, volume=106435, vwap=11.0715, timestamp=1698426000000, transactions=975, otc=None)
Agg(open=11.07, high=11.07, low=11, close=11.005, volume=89192, vwap=11.0341, timestamp=1698429600000, transactions=1037, otc=None)
Agg(open=11.005, high=11.05, low=10.98, close=11.03, volume=296816, vwap=11.0204, timestamp=1698433200000, transactions=2541, otc=None)
Agg(open=11.04, high=11.04, low=11.03, close=11.03, volume=6938, vwap=11.0386, timestamp=1698436800000, transactions=6, otc=None)
