Agg(open=5, high=5, low=4.97, close=4.97, volume=1285, vwap=4.9887, timestamp=1682334000000, transactions=5, otc=None)
Agg(open=4.98, high=5, low=4.98, close=5, volume=2168, vwap=4.9882, timestamp=1682337600000, transactions=9, otc=None)
Agg(open=4.97, high=5.03, low=4.93, close=5.015, volume=1479582.0, vwap=4.9843, timestamp=1682341200000, transactions=4448, otc=None)
Agg(open=5.015, high=5.08, low=5.015, close=5.03, volume=2476521.0, vwap=5.0497, timestamp=1682344800000, transactions=7674, otc=None)
Agg(open=5.025, high=5.08, low=5.02, close=5.075, volume=1706983.0, vwap=5.0543, timestamp=1682348400000, transactions=4813, otc=None)
Agg(open=5.075, high=5.13, low=5.07, close=5.12, volume=2036868.0, vwap=5.1016, timestamp=1682352000000, transactions=4249, otc=None)
Agg(open=5.12, high=5.13, low=5.0936, close=5.115, volume=2428580.0, vwap=5.1122, timestamp=1682355600000, transactions=4731, otc=None)
Agg(open=5.115, high=5.14, low=5.11, close=5.124, volume=1258740.0, vwap=5.1275, timestamp=1682359200000, transactions=4430, otc=None)
Agg(open=5.125, high=5.13, low=5.1, close=5.105, volume=3456052.0, vwap=5.1105, timestamp=1682362800000, transactions=10219, otc=None)
Agg(open=5.11, high=5.14, low=5.1001, close=5.13, volume=117158, vwap=5.1109, timestamp=1682366400000, transactions=33, otc=None)
Agg(open=5.1, high=5.14, low=5.1, close=5.1, volume=16500, vwap=5.1243, timestamp=1682370000000, transactions=3, otc=None)
Agg(open=5.1, high=5.1, low=5.1, close=5.1, volume=200, vwap=5.1, timestamp=1682373600000, transactions=1, otc=None)
Agg(open=5.09, high=5.09, low=5.08, close=5.08, volume=981, vwap=5.0813, timestamp=1682416800000, transactions=3, otc=None)
Agg(open=5.07, high=5.07, low=5.07, close=5.07, volume=500, vwap=5.07, timestamp=1682420400000, transactions=1, otc=None)
Agg(open=5.1, high=5.1, low=5.1, close=5.1, volume=100, vwap=5.1, timestamp=1682424000000, transactions=1, otc=None)
Agg(open=5.05, high=5.06, low=4.95, close=4.955, volume=1412747.0, vwap=4.9933, timestamp=1682427600000, transactions=3491, otc=None)
Agg(open=4.955, high=4.99, low=4.87, close=4.915, volume=2150982.0, vwap=4.9311, timestamp=1682431200000, transactions=6001, otc=None)
Agg(open=4.915, high=4.95, low=4.895, close=4.935, volume=3186987.0, vwap=4.9201, timestamp=1682434800000, transactions=4854, otc=None)
Agg(open=4.935, high=4.96, low=4.9101, close=4.9213, volume=1672992.0, vwap=4.9438, timestamp=1682438400000, transactions=4133, otc=None)
Agg(open=4.9206, high=4.93, low=4.86, close=4.9, volume=2488694.0, vwap=4.8927, timestamp=1682442000000, transactions=5052, otc=None)
Agg(open=4.895, high=4.92, low=4.87, close=4.875, volume=1629943.0, vwap=4.8927, timestamp=1682445600000, transactions=4456, otc=None)
Agg(open=4.875, high=4.91, low=4.86, close=4.905, volume=3398703.0, vwap=4.8895, timestamp=1682449200000, transactions=8857, otc=None)
