Agg(open=10, high=10, low=10, close=10, volume=100, vwap=10, timestamp=1672747200000, transactions=1, otc=None)
Agg(open=10.13, high=10.28, low=9.79, close=9.8, volume=94425, vwap=10.0705, timestamp=1672754400000, transactions=939, otc=None)
Agg(open=9.8, high=9.8, low=9.31, close=9.41, volume=245131, vwap=9.4593, timestamp=1672758000000, transactions=2564, otc=None)
Agg(open=9.42, high=9.495, low=9.4, close=9.48, volume=113209, vwap=9.4547, timestamp=1672761600000, transactions=1546, otc=None)
Agg(open=9.485, high=9.515, low=9.37, close=9.41, volume=110808, vwap=9.4394, timestamp=1672765200000, transactions=1332, otc=None)
Agg(open=9.41, high=9.44, low=9.16, close=9.245, volume=198012, vwap=9.274, timestamp=1672768800000, transactions=1869, otc=None)
Agg(open=9.245, high=9.27, low=9.085, close=9.13, volume=196791, vwap=9.1773, timestamp=1672772400000, transactions=2290, otc=None)
Agg(open=9.135, high=9.29, low=9.1, close=9.23, volume=431475, vwap=9.2092, timestamp=1672776000000, transactions=5247, otc=None)
Agg(open=9.24, high=9.24, low=9.24, close=9.24, volume=35336, vwap=9.24, timestamp=1672779600000, transactions=13, otc=None)
Agg(open=9.35, high=9.57, low=9.15, close=9.46, volume=52896, vwap=9.4015, timestamp=1672840800000, transactions=644, otc=None)
Agg(open=9.46, high=9.57, low=9.31, close=9.48, volume=122124, vwap=9.4449, timestamp=1672844400000, transactions=1848, otc=None)
Agg(open=9.485, high=9.49, low=9.42, close=9.425, volume=66600, vwap=9.4552, timestamp=1672848000000, transactions=1307, otc=None)
Agg(open=9.42, high=9.445, low=9.39, close=9.395, volume=50874, vwap=9.4156, timestamp=1672851600000, transactions=1041, otc=None)
Agg(open=9.395, high=9.44, low=9.36, close=9.36, volume=51088, vwap=9.4141, timestamp=1672855200000, transactions=945, otc=None)
Agg(open=9.36, high=9.41, low=9.24, close=9.335, volume=94701, vwap=9.3266, timestamp=1672858800000, transactions=1668, otc=None)
Agg(open=9.335, high=9.46, low=9.26, close=9.46, volume=341172, vwap=9.3578, timestamp=1672862400000, transactions=3860, otc=None)
Agg(open=9.46, high=9.46, low=9.46, close=9.46, volume=1126538.0, vwap=9.46, timestamp=1672866000000, transactions=20, otc=None)
Agg(open=9.47, high=9.47, low=9.22, close=9.315, volume=75178, vwap=9.3616, timestamp=1672927200000, transactions=859, otc=None)
Agg(open=9.325, high=9.4, low=9.305, close=9.32, volume=74418, vwap=9.3505, timestamp=1672930800000, transactions=1644, otc=None)
Agg(open=9.32, high=9.375, low=9.25, close=9.325, volume=125332, vwap=9.331, timestamp=1672934400000, transactions=1704, otc=None)
Agg(open=9.32, high=9.365, low=9.22, close=9.225, volume=68901, vwap=9.3139, timestamp=1672938000000, transactions=1384, otc=None)
Agg(open=9.22, high=9.33, low=9.205, close=9.31, volume=145800, vwap=9.2731, timestamp=1672941600000, transactions=1895, otc=None)
Agg(open=9.31, high=9.32, low=9.24, close=9.29, volume=87428, vwap=9.2742, timestamp=1672945200000, transactions=1421, otc=None)
Agg(open=9.28, high=9.29, low=9.16, close=9.21, volume=257782, vwap=9.2188, timestamp=1672948800000, transactions=3096, otc=None)
Agg(open=9.21, high=9.21, low=9.21, close=9.21, volume=16052, vwap=9.21, timestamp=1672952400000, transactions=11, otc=None)
Agg(open=9.29, high=9.33, low=8.99, close=9.04, volume=64656, vwap=9.1149, timestamp=1673013600000, transactions=617, otc=None)
Agg(open=9.03, high=9.37, low=9.03, close=9.37, volume=121335, vwap=9.2472, timestamp=1673017200000, transactions=1329, otc=None)
Agg(open=9.36, high=9.39, low=9.25, close=9.37, volume=78943, vwap=9.332, timestamp=1673020800000, transactions=1101, otc=None)
Agg(open=9.36, high=9.365, low=9.265, close=9.28, volume=61367, vwap=9.3191, timestamp=1673024400000, transactions=720, otc=None)
Agg(open=9.275, high=9.355, low=9.27, close=9.31, volume=56869, vwap=9.3182, timestamp=1673028000000, transactions=694, otc=None)
Agg(open=9.305, high=9.32, low=9.22, close=9.27, volume=110281, vwap=9.2708, timestamp=1673031600000, transactions=1203, otc=None)
Agg(open=9.27, high=9.33, low=9.21, close=9.29, volume=309830, vwap=9.2769, timestamp=1673035200000, transactions=3351, otc=None)
Agg(open=9.29, high=9.29, low=9.29, close=9.29, volume=33431, vwap=9.29, timestamp=1673038800000, transactions=8, otc=None)
