Agg(open=11.01, high=11.445, low=11, close=11.44, volume=209629, vwap=11.284, timestamp=1689598800000, transactions=1782, otc=None)
Agg(open=12.195, high=12.285, low=12.145, close=12.24, volume=428165, vwap=12.2052, timestamp=1689778800000, transactions=3427, otc=None)
Agg(open=12.235, high=12.28, low=12.09, close=12.1366, volume=670154, vwap=12.1727, timestamp=1689782400000, transactions=4993, otc=None)
Agg(open=12.14, high=12.15, low=12.01, close=12.025, volume=650681, vwap=12.0756, timestamp=1689786000000, transactions=4174, otc=None)
Agg(open=12.025, high=12.025, low=11.97, close=11.975, volume=279050, vwap=11.9994, timestamp=1689789600000, transactions=2435, otc=None)
Agg(open=11.97, high=12.025, low=11.96, close=12.0057, volume=759812, vwap=11.9996, timestamp=1689793200000, transactions=6149, otc=None)
Agg(open=12.01, high=12.01, low=12.01, close=12.01, volume=28652, vwap=12.01, timestamp=1689796800000, transactions=16, otc=None)
Agg(open=11.88, high=11.88, low=11.88, close=11.88, volume=100, vwap=11.88, timestamp=1689804000000, transactions=1, otc=None)
Agg(open=12.18, high=12.2, low=12.18, close=12.2, volume=375, vwap=12.1947, timestamp=1689850800000, transactions=3, otc=None)
Agg(open=12.23, high=12.23, low=12.18, close=12.18, volume=1400, vwap=12.1943, timestamp=1689854400000, transactions=3, otc=None)
Agg(open=11.96, high=12.225, low=11.93, close=12.14, volume=287578, vwap=12.1045, timestamp=1689858000000, transactions=2562, otc=None)
Agg(open=12.15, high=12.175, low=11.97, close=12.05, volume=403172, vwap=12.0463, timestamp=1689861600000, transactions=4338, otc=None)
Agg(open=12.045, high=12.087, low=11.985, close=12.04, volume=307590, vwap=12.0413, timestamp=1689865200000, transactions=3067, otc=None)
Agg(open=12.04, high=12.06, low=11.945, close=11.995, volume=183354, vwap=12.0025, timestamp=1689868800000, transactions=2128, otc=None)
Agg(open=12, high=12.07, low=11.985, close=12.04, volume=184010, vwap=12.0217, timestamp=1689872400000, transactions=1968, otc=None)
Agg(open=12.03, high=12.11, low=11.995, close=12.06, volume=311075, vwap=12.0531, timestamp=1689876000000, transactions=3022, otc=None)
Agg(open=12.06, high=12.085, low=11.99, close=12.03, volume=598734, vwap=12.03, timestamp=1689879600000, transactions=5841, otc=None)
Agg(open=12.03, high=12.03, low=12.03, close=12.03, volume=15349, vwap=12.03, timestamp=1689883200000, transactions=17, otc=None)
Agg(open=11.92, high=11.92, low=11.92, close=11.92, volume=100, vwap=11.92, timestamp=1689890400000, transactions=1, otc=None)
Agg(open=12.08, high=12.12, low=11.89, close=11.92, volume=327945, vwap=12.0125, timestamp=1689944400000, transactions=2343, otc=None)
Agg(open=11.9295, high=11.95, low=11.82, close=11.92, volume=265521, vwap=11.8839, timestamp=1689948000000, transactions=2659, otc=None)
Agg(open=11.92, high=11.97, low=11.875, close=11.93, volume=332213, vwap=11.9197, timestamp=1689951600000, transactions=3440, otc=None)
Agg(open=11.925, high=11.93, low=11.8, close=11.81, volume=150663, vwap=11.883, timestamp=1689955200000, transactions=1958, otc=None)
Agg(open=11.82, high=11.995, low=11.815, close=11.955, volume=244021, vwap=11.9422, timestamp=1689958800000, transactions=2500, otc=None)
Agg(open=11.95, high=11.9622, low=11.8725, close=11.89, volume=310083, vwap=11.926, timestamp=1689962400000, transactions=2958, otc=None)
Agg(open=11.89, high=11.96, low=11.83, close=11.95, volume=661949, vwap=11.9036, timestamp=1689966000000, transactions=5625, otc=None)
Agg(open=11.95, high=11.97, low=11.95, close=11.97, volume=13109, vwap=11.9502, timestamp=1689969600000, transactions=8, otc=None)
Agg(open=11.75, high=11.75, low=11.75, close=11.75, volume=1000, vwap=11.7511, timestamp=1689973200000, transactions=5, otc=None)
