Agg(open=11.01, high=11.445, low=11, close=11.44, volume=209629, vwap=11.284, timestamp=1689598800000, transactions=1782, otc=None)
Agg(open=11.415, high=11.62, low=11.4, close=11.585, volume=409324, vwap=11.5464, timestamp=1689602400000, transactions=3829, otc=None)
Agg(open=11.585, high=11.59, low=11.5, close=11.565, volume=494237, vwap=11.5316, timestamp=1689606000000, transactions=3945, otc=None)
Agg(open=11.56, high=11.63, low=11.51, close=11.6, volume=627587, vwap=11.5786, timestamp=1689609600000, transactions=5173, otc=None)
Agg(open=11.6001, high=11.69, low=11.55, close=11.68, volume=795904, vwap=11.6302, timestamp=1689613200000, transactions=3732, otc=None)
Agg(open=11.675, high=11.7, low=11.58, close=11.585, volume=547690, vwap=11.6444, timestamp=1689616800000, transactions=2742, otc=None)
Agg(open=11.585, high=11.65, low=11.54, close=11.65, volume=1238387.0, vwap=11.5978, timestamp=1689620400000, transactions=7098, otc=None)
Agg(open=11.64, high=11.64, low=11.64, close=11.64, volume=8832, vwap=11.64, timestamp=1689624000000, transactions=9, otc=None)
Agg(open=11.7, high=11.78, low=11.7, close=11.78, volume=1767, vwap=11.7271, timestamp=1689681600000, transactions=14, otc=None)
Agg(open=11.8092, high=12.08, low=11.77, close=11.98, volume=927507, vwap=11.963, timestamp=1689685200000, transactions=4237, otc=None)
Agg(open=11.975, high=12.14, low=11.935, close=12.11, volume=1023880.0, vwap=12.0166, timestamp=1689688800000, transactions=6710, otc=None)
Agg(open=12.115, high=12.27, low=12.04, close=12.245, volume=267911, vwap=12.1659, timestamp=1689692400000, transactions=2671, otc=None)
Agg(open=12.2491, high=12.33, low=12.23, close=12.3104, volume=537493, vwap=12.2669, timestamp=1689696000000, transactions=3171, otc=None)
Agg(open=12.3104, high=12.34, low=12.21, close=12.26, volume=578445, vwap=12.266, timestamp=1689699600000, transactions=3208, otc=None)
Agg(open=12.2673, high=12.3099, low=12.215, close=12.22, volume=418757, vwap=12.263, timestamp=1689703200000, transactions=3272, otc=None)
Agg(open=12.22, high=12.225, low=11.98, close=12.01, volume=1289717.0, vwap=12.0803, timestamp=1689706800000, transactions=7807, otc=None)
Agg(open=12, high=12.05, low=12, close=12.05, volume=23256, vwap=12.0012, timestamp=1689710400000, transactions=19, otc=None)
Agg(open=12.1, high=12.1, low=12.1, close=12.1, volume=355, vwap=12.1001, timestamp=1689764400000, transactions=2, otc=None)
Agg(open=12.29, high=12.29, low=12.29, close=12.29, volume=1015, vwap=12.2893, timestamp=1689768000000, transactions=3, otc=None)
Agg(open=12.06, high=12.12, low=11.855, close=11.855, volume=160273, vwap=11.9656, timestamp=1689771600000, transactions=1796, otc=None)
Agg(open=11.855, high=12.215, low=11.79, close=12.2, volume=599982, vwap=12.041, timestamp=1689775200000, transactions=4999, otc=None)
