Agg(open=8.01, high=8.01, low=8, close=8, volume=250, vwap=8.004, timestamp=1675080000000, transactions=3, otc=None)
Agg(open=8.0099, high=8.0099, low=8.0099, close=8.0099, volume=1800, vwap=8.0099, timestamp=1675382400000, transactions=1, otc=None)
Agg(open=7.99, high=8, low=7.71, close=7.72, volume=85998, vwap=7.8054, timestamp=1675429200000, transactions=159, otc=None)
Agg(open=7.72, high=7.8, low=7.69, close=7.7597, volume=1169278.0, vwap=7.7539, timestamp=1675432800000, transactions=1240, otc=None)
Agg(open=7.75, high=7.7599, low=7.68, close=7.7071, volume=1320814.0, vwap=7.7227, timestamp=1675436400000, transactions=1800, otc=None)
Agg(open=7.71, high=7.715, low=7.635, close=7.66, volume=1840114.0, vwap=7.6708, timestamp=1675440000000, transactions=2508, otc=None)
Agg(open=7.665, high=7.6799, low=7.6301, close=7.645, volume=425026, vwap=7.6538, timestamp=1675443600000, transactions=819, otc=None)
Agg(open=7.6415, high=7.6783, low=7.6301, close=7.675, volume=599166, vwap=7.65, timestamp=1675447200000, transactions=750, otc=None)
Agg(open=7.675, high=7.7, low=7.65, close=7.6501, volume=524730, vwap=7.6703, timestamp=1675450800000, transactions=836, otc=None)
Agg(open=7.658, high=7.67, low=7.63, close=7.66, volume=1027880.0, vwap=7.6514, timestamp=1675454400000, transactions=1481, otc=None)
Agg(open=7.66, high=7.66, low=7.65, close=7.66, volume=3100, vwap=7.6584, timestamp=1675458000000, transactions=8, otc=None)
Agg(open=7.69, high=7.69, low=7.68, close=7.68, volume=900, vwap=7.6867, timestamp=1675461600000, transactions=3, otc=None)
Agg(open=7.65, high=7.65, low=7.62, close=7.62, volume=17000, vwap=7.6279, timestamp=1675465200000, transactions=42, otc=None)
