Agg(open=16, high=16, low=16, close=16, volume=2631, vwap=16, timestamp=1678705200000, transactions=4, otc=None)
Agg(open=15.51, high=15.51, low=15.5, close=15.5, volume=405, vwap=15.5074, timestamp=1678708800000, transactions=3, otc=None)
Agg(open=15.13, high=16.05, low=14.585, close=15.04, volume=910084, vwap=14.8506, timestamp=1678712400000, transactions=7076, otc=None)
Agg(open=14.98, high=15.97, low=14.78, close=15.89, volume=1066153.0, vwap=15.2039, timestamp=1678716000000, transactions=12116, otc=None)
Agg(open=15.9, high=16.55, low=15.76, close=16.155, volume=1316110.0, vwap=16.1668, timestamp=1678719600000, transactions=14447, otc=None)
Agg(open=16.16, high=16.26, low=15.83, close=15.86, volume=673363, vwap=16.0938, timestamp=1678723200000, transactions=8375, otc=None)
Agg(open=15.86, high=15.97, low=15.67, close=15.78, volume=531304, vwap=15.8132, timestamp=1678726800000, transactions=6437, otc=None)
Agg(open=15.77, high=15.99, low=15.615, close=15.665, volume=554109, vwap=15.8067, timestamp=1678730400000, transactions=8133, otc=None)
Agg(open=15.6654, high=15.72, low=15.28, close=15.33, volume=1328155.0, vwap=15.4452, timestamp=1678734000000, transactions=13050, otc=None)
Agg(open=15.32, high=15.32, low=15.32, close=15.32, volume=73502, vwap=15.32, timestamp=1678737600000, transactions=21, otc=None)
Agg(open=15.86, high=15.87, low=15.5, close=15.5, volume=8441, vwap=15.547, timestamp=1678795200000, transactions=19, otc=None)
Agg(open=16.94, high=16.94, low=15.975, close=16.07, volume=337652, vwap=16.1746, timestamp=1678798800000, transactions=3563, otc=None)
Agg(open=16.06, high=16.11, low=15.78, close=15.81, volume=767501, vwap=15.9651, timestamp=1678802400000, transactions=7313, otc=None)
Agg(open=15.82, high=15.84, low=15.59, close=15.64, volume=328349, vwap=15.7024, timestamp=1678806000000, transactions=3996, otc=None)
Agg(open=15.645, high=15.66, low=15.32, close=15.34, volume=250397, vwap=15.4984, timestamp=1678809600000, transactions=3236, otc=None)
Agg(open=15.33, high=15.36, low=15.03, close=15.21, volume=543769, vwap=15.1803, timestamp=1678813200000, transactions=5316, otc=None)
Agg(open=15.21, high=15.315, low=15.04, close=15.14, volume=391325, vwap=15.1792, timestamp=1678816800000, transactions=4547, otc=None)
Agg(open=15.13, high=15.18, low=14.965, close=15.17, volume=726990, vwap=15.0807, timestamp=1678820400000, transactions=8521, otc=None)
Agg(open=15.16, high=15.16, low=15.16, close=15.16, volume=84556, vwap=15.16, timestamp=1678824000000, transactions=29, otc=None)
Agg(open=15.16, high=15.16, low=15.16, close=15.16, volume=390, vwap=15.16, timestamp=1678870800000, transactions=3, otc=None)
Agg(open=15.16, high=15.16, low=15.16, close=15.16, volume=210, vwap=15.16, timestamp=1678874400000, transactions=2, otc=None)
Agg(open=14.72, high=15, low=14.72, close=15, volume=347, vwap=14.8814, timestamp=1678878000000, transactions=3, otc=None)
Agg(open=14.75, high=14.867, low=14.74, close=14.867, volume=2345, vwap=14.7591, timestamp=1678881600000, transactions=9, otc=None)
Agg(open=14.62, high=14.66, low=14.28, close=14.51, volume=346186, vwap=14.4918, timestamp=1678885200000, transactions=3237, otc=None)
Agg(open=14.505, high=14.92, low=14.5, close=14.9, volume=510594, vwap=14.7411, timestamp=1678888800000, transactions=6353, otc=None)
Agg(open=14.905, high=15.13, low=14.8943, close=14.95, volume=431804, vwap=15.0453, timestamp=1678892400000, transactions=4932, otc=None)
Agg(open=14.955, high=14.975, low=14.455, close=14.495, volume=273104, vwap=14.6805, timestamp=1678896000000, transactions=3352, otc=None)
Agg(open=14.5, high=14.76, low=14.48, close=14.65, volume=373525, vwap=14.6433, timestamp=1678899600000, transactions=4058, otc=None)
Agg(open=14.655, high=14.89, low=14.55, close=14.715, volume=322568, vwap=14.7304, timestamp=1678903200000, transactions=4236, otc=None)
Agg(open=14.72, high=14.76, low=14.485, close=14.61, volume=1318979.0, vwap=14.5857, timestamp=1678906800000, transactions=11340, otc=None)
Agg(open=14.59, high=14.59, low=14.59, close=14.59, volume=98020, vwap=14.59, timestamp=1678910400000, transactions=29, otc=None)
Agg(open=14.32, high=14.32, low=14.32, close=14.32, volume=246, vwap=14.32, timestamp=1678964400000, transactions=2, otc=None)
Agg(open=14.32, high=14.36, low=14.32, close=14.36, volume=1203, vwap=14.3385, timestamp=1678968000000, transactions=10, otc=None)
Agg(open=14.36, high=14.53, low=14.06, close=14.205, volume=253983, vwap=14.2603, timestamp=1678971600000, transactions=2491, otc=None)
Agg(open=14.2, high=14.87, low=14.07, close=14.69, volume=484841, vwap=14.3667, timestamp=1678975200000, transactions=5457, otc=None)
Agg(open=14.69, high=14.925, low=14.54, close=14.875, volume=501966, vwap=14.7179, timestamp=1678978800000, transactions=5237, otc=None)
Agg(open=14.87, high=15.16, low=14.725, close=15.13, volume=380410, vwap=14.9157, timestamp=1678982400000, transactions=4204, otc=None)
Agg(open=15.13, high=15.4, low=15.02, close=15.07, volume=531558, vwap=15.1935, timestamp=1678986000000, transactions=5798, otc=None)
Agg(open=15.065, high=15.09, low=14.87, close=14.97, volume=480044, vwap=14.9824, timestamp=1678989600000, transactions=3653, otc=None)
Agg(open=14.975, high=15.135, low=14.9, close=15.04, volume=791290, vwap=15.0187, timestamp=1678993200000, transactions=7421, otc=None)
Agg(open=15.02, high=15.02, low=15.02, close=15.02, volume=45129, vwap=15.02, timestamp=1678996800000, transactions=29, otc=None)
Agg(open=14.27, high=14.27, low=13.9542, close=13.9542, volume=600, vwap=14.0068, timestamp=1679054400000, transactions=2, otc=None)
Agg(open=14.3, high=14.9, low=14.3, close=14.62, volume=836429, vwap=14.8105, timestamp=1679058000000, transactions=2901, otc=None)
Agg(open=14.62, high=14.73, low=14.435, close=14.535, volume=379526, vwap=14.5276, timestamp=1679061600000, transactions=4435, otc=None)
Agg(open=14.535, high=14.545, low=14.375, close=14.54, volume=315576, vwap=14.474, timestamp=1679065200000, transactions=3107, otc=None)
Agg(open=14.55, high=14.68, low=14.52, close=14.58, volume=475031, vwap=14.5866, timestamp=1679068800000, transactions=4390, otc=None)
Agg(open=14.585, high=14.66, low=14.49, close=14.535, volume=721779, vwap=14.5776, timestamp=1679072400000, transactions=6427, otc=None)
Agg(open=14.535, high=14.59, low=14.39, close=14.45, volume=624127, vwap=14.5085, timestamp=1679076000000, transactions=6014, otc=None)
Agg(open=14.45, high=14.48, low=14.23, close=14.41, volume=1137311.0, vwap=14.3889, timestamp=1679079600000, transactions=8853, otc=None)
Agg(open=14.39, high=14.39, low=14.39, close=14.39, volume=183074, vwap=14.39, timestamp=1679083200000, transactions=47, otc=None)
