Agg(open=22.1, high=22.1, low=22, close=22, volume=853, vwap=22.0335, timestamp=1696248000000, transactions=16, otc=None)
Agg(open=21.81, high=21.99, low=21.81, close=21.88, volume=221063, vwap=21.9006, timestamp=1696251600000, transactions=1744, otc=None)
Agg(open=21.87, high=21.99, low=21.79, close=21.8025, volume=183540, vwap=21.8842, timestamp=1696255200000, transactions=3156, otc=None)
Agg(open=21.805, high=21.89, low=21.71, close=21.725, volume=142375, vwap=21.8192, timestamp=1696258800000, transactions=2693, otc=None)
Agg(open=21.72, high=21.75, low=21.685, close=21.715, volume=116840, vwap=21.7104, timestamp=1696262400000, transactions=1964, otc=None)
Agg(open=21.715, high=21.78, low=21.705, close=21.765, volume=121182, vwap=21.7465, timestamp=1696266000000, transactions=1886, otc=None)
Agg(open=21.765, high=21.795, low=21.745, close=21.78, volume=124928, vwap=21.7658, timestamp=1696269600000, transactions=2174, otc=None)
Agg(open=21.775, high=21.86, low=21.75, close=21.78, volume=1194816.0, vwap=21.805, timestamp=1696273200000, transactions=8628, otc=None)
Agg(open=21.78, high=21.78, low=21.65, close=21.65, volume=37080, vwap=21.7796, timestamp=1696276800000, transactions=17, otc=None)
Agg(open=21.67, high=21.67, low=21.67, close=21.67, volume=400, vwap=21.6722, timestamp=1696280400000, transactions=2, otc=None)
Agg(open=21.67, high=21.67, low=21.67, close=21.67, volume=202, vwap=21.67, timestamp=1696330800000, transactions=3, otc=None)
Agg(open=21.52, high=21.74, low=21.52, close=21.635, volume=113408, vwap=21.6573, timestamp=1696338000000, transactions=1573, otc=None)
Agg(open=21.63, high=21.63, low=21.28, close=21.29, volume=266711, vwap=21.4005, timestamp=1696341600000, transactions=3659, otc=None)
Agg(open=21.28, high=21.29, low=21.13, close=21.13, volume=234850, vwap=21.2161, timestamp=1696345200000, transactions=2914, otc=None)
Agg(open=21.13, high=21.21, low=21.115, close=21.205, volume=264667, vwap=21.1671, timestamp=1696348800000, transactions=2826, otc=None)
Agg(open=21.21, high=21.235, low=21.15, close=21.16, volume=227640, vwap=21.1745, timestamp=1696352400000, transactions=2454, otc=None)
Agg(open=21.16, high=21.2879, low=21.095, close=21.285, volume=259251, vwap=21.174, timestamp=1696356000000, transactions=2718, otc=None)
Agg(open=21.28, high=21.35, low=21.23, close=21.35, volume=849441, vwap=21.2975, timestamp=1696359600000, transactions=6148, otc=None)
Agg(open=21.33, high=21.33, low=21.09, close=21.09, volume=32152, vwap=21.3285, timestamp=1696363200000, transactions=22, otc=None)
Agg(open=21.3, high=21.54, low=21.3, close=21.39, volume=95996, vwap=21.4249, timestamp=1696424400000, transactions=1617, otc=None)
Agg(open=21.4, high=21.4, low=21.15, close=21.155, volume=243085, vwap=21.246, timestamp=1696428000000, transactions=3214, otc=None)
Agg(open=21.15, high=21.295, low=21.145, close=21.29, volume=168805, vwap=21.2117, timestamp=1696431600000, transactions=3216, otc=None)
Agg(open=21.295, high=21.365, low=21.225, close=21.34, volume=195244, vwap=21.2999, timestamp=1696435200000, transactions=4106, otc=None)
Agg(open=21.34, high=21.34, low=21.21, close=21.215, volume=131881, vwap=21.2604, timestamp=1696438800000, transactions=3064, otc=None)
Agg(open=21.22, high=21.29, low=21.17, close=21.275, volume=147407, vwap=21.2366, timestamp=1696442400000, transactions=2784, otc=None)
Agg(open=21.28, high=21.4, low=21.28, close=21.36, volume=517198, vwap=21.3538, timestamp=1696446000000, transactions=6421, otc=None)
