Agg(open=20.05, high=20.05, low=20, close=20, volume=297, vwap=20.0332, timestamp=1673269200000, transactions=2, otc=None)
Agg(open=20.1, high=20.1, low=20.1, close=20.1, volume=507, vwap=20.1001, timestamp=1673528400000, transactions=7, otc=None)
Agg(open=20.25, high=20.25, low=19.89, close=19.91, volume=119391, vwap=20.1037, timestamp=1673532000000, transactions=924, otc=None)
Agg(open=19.92, high=20.09, low=19.875, close=19.91, volume=156018, vwap=19.9801, timestamp=1673535600000, transactions=1751, otc=None)
Agg(open=19.885, high=19.955, low=19.83, close=19.94, volume=100508, vwap=19.902, timestamp=1673539200000, transactions=1608, otc=None)
Agg(open=19.935, high=19.97, low=19.89, close=19.965, volume=98651, vwap=19.9352, timestamp=1673542800000, transactions=1327, otc=None)
Agg(open=19.97, high=20.16, low=19.94, close=20.135, volume=198394, vwap=20.0368, timestamp=1673546400000, transactions=2326, otc=None)
Agg(open=20.14, high=20.24, low=20.12, close=20.235, volume=234563, vwap=20.1925, timestamp=1673550000000, transactions=2147, otc=None)
Agg(open=20.23, high=20.27, low=20.07, close=20.27, volume=828260, vwap=20.2009, timestamp=1673553600000, transactions=7412, otc=None)
Agg(open=20.24, high=20.24, low=20.24, close=20.24, volume=63393, vwap=20.24, timestamp=1673557200000, transactions=26, otc=None)
Agg(open=20.44, high=20.44, low=20.44, close=20.44, volume=477, vwap=20.44, timestamp=1673560800000, transactions=2, otc=None)
Agg(open=20.01, high=20.16, low=20, close=20.08, volume=82511, vwap=20.0625, timestamp=1673618400000, transactions=792, otc=None)
Agg(open=20.06, high=20.14, low=20, close=20.1268, volume=235409, vwap=20.0715, timestamp=1673622000000, transactions=2378, otc=None)
Agg(open=20.125, high=20.2099, low=20.1, close=20.195, volume=121091, vwap=20.1599, timestamp=1673625600000, transactions=1946, otc=None)
Agg(open=20.19, high=20.255, low=20.16, close=20.1914, volume=227300, vwap=20.2034, timestamp=1673629200000, transactions=2037, otc=None)
Agg(open=20.2, high=20.495, low=20.2, close=20.495, volume=386519, vwap=20.3607, timestamp=1673632800000, transactions=3149, otc=None)
Agg(open=20.495, high=20.515, low=20.33, close=20.33, volume=251690, vwap=20.4209, timestamp=1673636400000, transactions=2870, otc=None)
Agg(open=20.325, high=20.375, low=20.24, close=20.27, volume=506788, vwap=20.2932, timestamp=1673640000000, transactions=5573, otc=None)
Agg(open=20.26, high=20.26, low=20.26, close=20.26, volume=55857, vwap=20.26, timestamp=1673643600000, transactions=23, otc=None)
