Agg(open=11, high=11, low=11, close=11, volume=151, vwap=11.0015, timestamp=1684742400000, transactions=4, otc=None)
Agg(open=10.9, high=10.9, low=10.9, close=10.9, volume=463, vwap=10.9016, timestamp=1684753200000, transactions=6, otc=None)
Agg(open=10.98, high=11.05, low=10.96, close=11.01, volume=12973, vwap=11.0123, timestamp=1684756800000, transactions=60, otc=None)
Agg(open=11.03, high=11.03, low=10.755, close=10.87, volume=881592, vwap=10.8495, timestamp=1684760400000, transactions=4909, otc=None)
Agg(open=10.86, high=10.87, low=10.69, close=10.81, volume=2825444.0, vwap=10.7963, timestamp=1684764000000, transactions=11307, otc=None)
Agg(open=10.82, high=10.92, low=10.81, close=10.91, volume=1073433.0, vwap=10.8761, timestamp=1684767600000, transactions=4730, otc=None)
Agg(open=10.905, high=10.95, low=10.89, close=10.895, volume=1019582.0, vwap=10.9255, timestamp=1684771200000, transactions=5272, otc=None)
Agg(open=10.9, high=10.93, low=10.853, close=10.89, volume=802371, vwap=10.9001, timestamp=1684774800000, transactions=5066, otc=None)
Agg(open=10.89, high=10.985, low=10.89, close=10.925, volume=1103324.0, vwap=10.9429, timestamp=1684778400000, transactions=5689, otc=None)
Agg(open=10.925, high=10.94, low=10.88, close=10.9, volume=3003125.0, vwap=10.9054, timestamp=1684782000000, transactions=12530, otc=None)
Agg(open=10.9, high=10.9, low=10.9, close=10.9, volume=363788, vwap=10.9, timestamp=1684785600000, transactions=10, otc=None)
Agg(open=10.83, high=10.91, low=10.83, close=10.91, volume=974, vwap=10.8725, timestamp=1684789200000, transactions=4, otc=None)
Agg(open=10.91, high=10.91, low=10.91, close=10.91, volume=100, vwap=10.91, timestamp=1684792800000, transactions=1, otc=None)
Agg(open=10.9, high=10.91, low=10.9, close=10.91, volume=1162, vwap=10.9091, timestamp=1684796400000, transactions=5, otc=None)
Agg(open=10.98, high=11, low=10.98, close=11, volume=400, vwap=10.9865, timestamp=1684836000000, transactions=5, otc=None)
Agg(open=10.92, high=11.01, low=10.92, close=10.97, volume=5407, vwap=10.9754, timestamp=1684839600000, transactions=13, otc=None)
Agg(open=11.01, high=11.01, low=10.92, close=10.96, volume=2928, vwap=10.9791, timestamp=1684843200000, transactions=19, otc=None)
Agg(open=10.94, high=10.96, low=10.8, close=10.9, volume=811135, vwap=10.8956, timestamp=1684846800000, transactions=4454, otc=None)
Agg(open=10.91, high=11.07, low=10.86, close=11.025, volume=1894151.0, vwap=10.971, timestamp=1684850400000, transactions=8891, otc=None)
Agg(open=11.025, high=11.07, low=10.96, close=11.02, volume=1599293.0, vwap=11.0109, timestamp=1684854000000, transactions=7218, otc=None)
Agg(open=11.02, high=11.02, low=10.855, close=10.88, volume=894549, vwap=10.9185, timestamp=1684857600000, transactions=5265, otc=None)
Agg(open=10.885, high=10.96, low=10.815, close=10.875, volume=954085, vwap=10.8869, timestamp=1684861200000, transactions=4728, otc=None)
Agg(open=10.87, high=10.89, low=10.77, close=10.84, volume=1463683.0, vwap=10.8318, timestamp=1684864800000, transactions=7147, otc=None)
Agg(open=10.835, high=10.84, low=10.68, close=10.69, volume=3362476.0, vwap=10.7437, timestamp=1684868400000, transactions=14184, otc=None)
Agg(open=10.69, high=10.75, low=10.69, close=10.71, volume=30528, vwap=10.6919, timestamp=1684872000000, transactions=26, otc=None)
Agg(open=10.7099, high=10.75, low=10.7, close=10.75, volume=12372, vwap=10.7235, timestamp=1684875600000, transactions=10, otc=None)
Agg(open=10.71, high=10.71, low=10.71, close=10.71, volume=450, vwap=10.71, timestamp=1684879200000, transactions=2, otc=None)
Agg(open=10.65, high=10.66, low=10.64, close=10.64, volume=1473, vwap=10.6523, timestamp=1684926000000, transactions=11, otc=None)
Agg(open=10.61, high=10.65, low=10.54, close=10.55, volume=10547, vwap=10.6071, timestamp=1684929600000, transactions=47, otc=None)
Agg(open=10.58, high=10.67, low=10.475, close=10.5, volume=1047662.0, vwap=10.5506, timestamp=1684933200000, transactions=5308, otc=None)
Agg(open=10.49, high=10.56, low=10.39, close=10.5, volume=1660951.0, vwap=10.4865, timestamp=1684936800000, transactions=8790, otc=None)
Agg(open=10.495, high=10.56, low=10.43, close=10.45, volume=1105268.0, vwap=10.4801, timestamp=1684940400000, transactions=6496, otc=None)
Agg(open=10.45, high=10.56, low=10.45, close=10.525, volume=737925, vwap=10.4993, timestamp=1684944000000, transactions=4243, otc=None)
Agg(open=10.525, high=10.56, low=10.49, close=10.54, volume=924410, vwap=10.5253, timestamp=1684947600000, transactions=4310, otc=None)
Agg(open=10.54, high=10.58, low=10.5, close=10.515, volume=821091, vwap=10.5389, timestamp=1684951200000, transactions=4059, otc=None)
Agg(open=10.52, high=10.6, low=10.51, close=10.565, volume=2133896.0, vwap=10.5623, timestamp=1684954800000, transactions=9300, otc=None)
Agg(open=10.58, high=10.58, low=10.55, close=10.55, volume=12854, vwap=10.5614, timestamp=1684958400000, transactions=11, otc=None)
Agg(open=10.52, high=10.52, low=10.52, close=10.52, volume=504, vwap=10.5198, timestamp=1684962000000, transactions=2, otc=None)
Agg(open=10.55, high=10.55, low=10.55, close=10.55, volume=200, vwap=10.55, timestamp=1684969200000, transactions=1, otc=None)
Agg(open=10.55, high=10.55, low=10.5, close=10.5, volume=300, vwap=10.515, timestamp=1685012400000, transactions=4, otc=None)
Agg(open=10.52, high=10.52, low=10.51, close=10.51, volume=5000, vwap=10.511, timestamp=1685016000000, transactions=7, otc=None)
Agg(open=10.54, high=10.6, low=10.49, close=10.51, volume=482241, vwap=10.5311, timestamp=1685019600000, transactions=3210, otc=None)
Agg(open=10.52, high=10.53, low=10.4, close=10.415, volume=1401510.0, vwap=10.4575, timestamp=1685023200000, transactions=6638, otc=None)
Agg(open=10.4153, high=10.43, low=10.3, close=10.33, volume=1327755.0, vwap=10.3519, timestamp=1685026800000, transactions=6160, otc=None)
Agg(open=10.335, high=10.385, low=10.33, close=10.335, volume=718835, vwap=10.3582, timestamp=1685030400000, transactions=4339, otc=None)
Agg(open=10.335, high=10.47, low=10.33, close=10.421, volume=799527, vwap=10.423, timestamp=1685034000000, transactions=3743, otc=None)
