Agg(open=8, high=8.03, low=7.93, close=7.93, volume=147724, vwap=7.9866, timestamp=1690808400000, transactions=991, otc=None)
Agg(open=7.9, high=7.93, low=7.8625, close=7.9, volume=97715, vwap=7.8927, timestamp=1690999200000, transactions=967, otc=None)
Agg(open=7.9, high=7.9, low=7.85, close=7.855, volume=268975, vwap=7.8717, timestamp=1691002800000, transactions=2038, otc=None)
Agg(open=7.86, high=7.86, low=7.86, close=7.86, volume=6826, vwap=7.86, timestamp=1691006400000, transactions=7, otc=None)
Agg(open=7.9, high=7.9, low=7.66, close=7.8, volume=128605, vwap=7.7502, timestamp=1691067600000, transactions=703, otc=None)
Agg(open=7.8, high=7.8075, low=7.615, close=7.625, volume=261067, vwap=7.7093, timestamp=1691071200000, transactions=5571, otc=None)
Agg(open=7.625, high=7.63, low=7.56, close=7.56, volume=185917, vwap=7.5869, timestamp=1691074800000, transactions=1581, otc=None)
Agg(open=7.565, high=7.57, low=7.51, close=7.56, volume=142283, vwap=7.5489, timestamp=1691078400000, transactions=1350, otc=None)
Agg(open=7.555, high=7.575, low=7.5, close=7.545, volume=156134, vwap=7.5321, timestamp=1691082000000, transactions=1464, otc=None)
Agg(open=7.545, high=7.61, low=7.545, close=7.61, volume=154498, vwap=7.5705, timestamp=1691085600000, transactions=1733, otc=None)
Agg(open=7.605, high=7.64, low=7.54, close=7.55, volume=660676, vwap=7.5893, timestamp=1691089200000, transactions=4725, otc=None)
Agg(open=7.57, high=7.57, low=7.57, close=7.57, volume=468, vwap=7.57, timestamp=1691092800000, transactions=5, otc=None)
Agg(open=7.82, high=7.82, low=7.45, close=7.45, volume=216, vwap=7.625, timestamp=1691146800000, transactions=4, otc=None)
Agg(open=7.4, high=7.77, low=7.4, close=7.77, volume=1984, vwap=7.4186, timestamp=1691150400000, transactions=2, otc=None)
Agg(open=7.57, high=7.61, low=7.55, close=7.58, volume=38979, vwap=7.5803, timestamp=1691154000000, transactions=430, otc=None)
Agg(open=7.585, high=7.68, low=7.5425, close=7.675, volume=146075, vwap=7.6227, timestamp=1691157600000, transactions=1435, otc=None)
Agg(open=7.675, high=7.675, low=7.5925, close=7.6, volume=110491, vwap=7.617, timestamp=1691161200000, transactions=1061, otc=None)
Agg(open=7.6, high=7.61, low=7.6, close=7.605, volume=58977, vwap=7.6041, timestamp=1691164800000, transactions=824, otc=None)
Agg(open=7.605, high=7.645, low=7.6, close=7.635, volume=110963, vwap=7.6128, timestamp=1691168400000, transactions=1203, otc=None)
Agg(open=7.635, high=7.64, low=7.5922, close=7.595, volume=114041, vwap=7.6129, timestamp=1691172000000, transactions=1278, otc=None)
Agg(open=7.595, high=7.6, low=7.55, close=7.6, volume=325976, vwap=7.5788, timestamp=1691175600000, transactions=3888, otc=None)
Agg(open=7.6, high=7.6, low=7.6, close=7.6, volume=5449, vwap=7.6, timestamp=1691179200000, transactions=9, otc=None)
Agg(open=7.67, high=7.67, low=7.67, close=7.67, volume=100, vwap=7.67, timestamp=1691190000000, transactions=1, otc=None)
