Agg(open=7.05, high=7.05, low=7, close=7, volume=1416, vwap=7.0109, timestamp=1694419200000, transactions=14, otc=None)
Agg(open=7.2344, high=7.236, low=7.11, close=7.12, volume=3248, vwap=7.136, timestamp=1694433600000, transactions=18, otc=None)
Agg(open=7.1214, high=7.169, low=7.05, close=7.06, volume=85830, vwap=7.1031, timestamp=1694437200000, transactions=1049, otc=None)
Agg(open=7.07, high=7.11, low=7.04, close=7.0582, volume=94071, vwap=7.0676, timestamp=1694440800000, transactions=1324, otc=None)
Agg(open=7.0599, high=7.07, low=7.04, close=7.05, volume=66011, vwap=7.0543, timestamp=1694444400000, transactions=1008, otc=None)
Agg(open=7.04, high=7.06, low=7, close=7.045, volume=165131, vwap=7.0174, timestamp=1694448000000, transactions=1404, otc=None)
Agg(open=7.045, high=7.125, low=7.03, close=7.03, volume=81099, vwap=7.0796, timestamp=1694451600000, transactions=1008, otc=None)
Agg(open=7.02, high=7.06, low=7.01, close=7.0136, volume=82270, vwap=7.0277, timestamp=1694455200000, transactions=1107, otc=None)
Agg(open=7.015, high=7.02, low=6.9, close=6.91, volume=279724, vwap=6.9577, timestamp=1694458800000, transactions=3286, otc=None)
Agg(open=6.92, high=7, low=6.9, close=7, volume=3338, vwap=6.9508, timestamp=1694462400000, transactions=18, otc=None)
Agg(open=6.98, high=6.98, low=6.9601, close=6.98, volume=476, vwap=6.9758, timestamp=1694466000000, transactions=11, otc=None)
Agg(open=6.97, high=6.98, low=6.97, close=6.98, volume=1137, vwap=6.9771, timestamp=1694469600000, transactions=4, otc=None)
Agg(open=6.98, high=6.99, low=6.98, close=6.99, volume=327, vwap=6.9831, timestamp=1694473200000, transactions=3, otc=None)
Agg(open=6.9, high=6.9, low=6.89, close=6.89, volume=1526, vwap=6.8981, timestamp=1694505600000, transactions=4, otc=None)
Agg(open=6.9, high=6.9, low=6.9, close=6.9, volume=774, vwap=6.8999, timestamp=1694512800000, transactions=3, otc=None)
Agg(open=7.0297, high=7.19, low=6.85, close=7.105, volume=198697, vwap=7.0581, timestamp=1694523600000, transactions=1926, otc=None)
Agg(open=7.14, high=7.22, low=7, close=7.02, volume=153006, vwap=7.1037, timestamp=1694527200000, transactions=1735, otc=None)
Agg(open=7.03, high=7.045, low=6.89, close=6.9718, volume=136462, vwap=6.9742, timestamp=1694530800000, transactions=1077, otc=None)
Agg(open=6.9799, high=7.005, low=6.91, close=6.94, volume=110361, vwap=6.9627, timestamp=1694534400000, transactions=1161, otc=None)
Agg(open=6.935, high=7, low=6.9, close=6.93, volume=69538, vwap=6.9541, timestamp=1694538000000, transactions=1143, otc=None)
Agg(open=6.93, high=7, low=6.92, close=6.965, volume=58573, vwap=6.9644, timestamp=1694541600000, transactions=999, otc=None)
Agg(open=6.965, high=6.99, low=6.87, close=6.895, volume=170812, vwap=6.9135, timestamp=1694545200000, transactions=2158, otc=None)
Agg(open=6.8801, high=6.8801, low=6.88, close=6.88, volume=617, vwap=6.88, timestamp=1694548800000, transactions=5, otc=None)
Agg(open=6.95, high=6.95, low=6.9496, close=6.9496, volume=288, vwap=6.9498, timestamp=1694556000000, transactions=2, otc=None)
Agg(open=6.89, high=6.91, low=6.89, close=6.89, volume=592, vwap=6.8975, timestamp=1694602800000, transactions=10, otc=None)
Agg(open=6.92, high=6.9494, low=6.9, close=6.9494, volume=4236, vwap=6.9198, timestamp=1694606400000, transactions=16, otc=None)
Agg(open=6.92, high=6.94, low=6.82, close=6.9, volume=47566, vwap=6.8789, timestamp=1694610000000, transactions=683, otc=None)
Agg(open=6.9, high=6.905, low=6.84, close=6.855, volume=120613, vwap=6.87, timestamp=1694613600000, transactions=1549, otc=None)
Agg(open=6.85, high=6.89, low=6.84, close=6.87, volume=62200, vwap=6.8631, timestamp=1694617200000, transactions=953, otc=None)
Agg(open=6.8728, high=6.89, low=6.85, close=6.885, volume=50422, vwap=6.8736, timestamp=1694620800000, transactions=731, otc=None)
Agg(open=6.885, high=7.0027, low=6.875, close=6.98, volume=60606, vwap=6.945, timestamp=1694624400000, transactions=914, otc=None)
Agg(open=6.9805, high=7.0299, low=6.97, close=7.02, volume=85574, vwap=7.002, timestamp=1694628000000, transactions=1046, otc=None)
Agg(open=7.02, high=7.03, low=6.985, close=7.02, volume=72269, vwap=7.0081, timestamp=1694631600000, transactions=1423, otc=None)
Agg(open=7, high=7, low=7, close=7, volume=2817, vwap=6.9998, timestamp=1694642400000, transactions=10, otc=None)
Agg(open=7, high=7, low=7, close=7, volume=2156, vwap=7, timestamp=1694646000000, transactions=3, otc=None)
Agg(open=6.96, high=6.99, low=6.96, close=6.99, volume=220, vwap=6.9736, timestamp=1694692800000, transactions=2, otc=None)
Agg(open=6.99, high=7.17, low=6.98, close=7.13, volume=96047, vwap=7.0695, timestamp=1694696400000, transactions=1070, otc=None)
Agg(open=7.11, high=7.145, low=7.02, close=7.09, volume=60770, vwap=7.0826, timestamp=1694700000000, transactions=993, otc=None)
Agg(open=7.085, high=7.1, low=7.005, close=7.015, volume=42668, vwap=7.064, timestamp=1694703600000, transactions=800, otc=None)
Agg(open=7.015, high=7.035, low=6.97, close=7, volume=84412, vwap=7.001, timestamp=1694707200000, transactions=1288, otc=None)
Agg(open=7.0014, high=7.0199, low=6.98, close=7, volume=56420, vwap=7, timestamp=1694710800000, transactions=842, otc=None)
Agg(open=7.01, high=7.065, low=6.99, close=7.04, volume=66064, vwap=7.0276, timestamp=1694714400000, transactions=975, otc=None)
Agg(open=7.045, high=7.05, low=7, close=7, volume=71528, vwap=7.0161, timestamp=1694718000000, transactions=1485, otc=None)
Agg(open=7.03, high=7.03, low=7.03, close=7.03, volume=849, vwap=7.03, timestamp=1694725200000, transactions=1, otc=None)
Agg(open=7.03, high=7.03, low=7.03, close=7.03, volume=231, vwap=7.03, timestamp=1694728800000, transactions=2, otc=None)
Agg(open=7.02, high=7.02, low=6.96, close=6.96, volume=627, vwap=7.0019, timestamp=1694732400000, transactions=12, otc=None)
Agg(open=6.99, high=6.99, low=6.93, close=6.94, volume=3695, vwap=6.9438, timestamp=1694779200000, transactions=49, otc=None)
Agg(open=6.95, high=6.95, low=6.76, close=6.8693, volume=241784, vwap=6.8442, timestamp=1694782800000, transactions=2226, otc=None)
Agg(open=6.87, high=6.8855, low=6.83, close=6.8517, volume=138644, vwap=6.8546, timestamp=1694786400000, transactions=1858, otc=None)
Agg(open=6.85, high=6.9112, low=6.845, close=6.89, volume=107017, vwap=6.8751, timestamp=1694790000000, transactions=1269, otc=None)
Agg(open=6.8999, high=6.91, low=6.86, close=6.86, volume=53344, vwap=6.8849, timestamp=1694793600000, transactions=751, otc=None)
Agg(open=6.85, high=6.87, low=6.765, close=6.8501, volume=261937, vwap=6.8129, timestamp=1694797200000, transactions=2336, otc=None)
