Agg(open=8.2, high=8.2, low=8, close=8, volume=869, vwap=8.0818, timestamp=1682938800000, transactions=16, otc=None)
Agg(open=8.1865, high=8.2, low=8.06, close=8.08, volume=6161, vwap=8.0917, timestamp=1682942400000, transactions=27, otc=None)
Agg(open=8.1, high=8.1, low=7.82, close=7.92, volume=176840, vwap=7.9716, timestamp=1682946000000, transactions=1511, otc=None)
Agg(open=7.91, high=8.1, low=7.86, close=7.96, volume=159921, vwap=7.9774, timestamp=1682949600000, transactions=1882, otc=None)
Agg(open=7.95, high=8.07, low=7.95, close=8.025, volume=87940, vwap=8.0202, timestamp=1682953200000, transactions=1211, otc=None)
Agg(open=8.01, high=8.28, low=8.01, close=8.25, volume=259763, vwap=8.179, timestamp=1682956800000, transactions=1907, otc=None)
Agg(open=8.25, high=8.27, low=8.19, close=8.26, volume=135335, vwap=8.2293, timestamp=1682960400000, transactions=1208, otc=None)
Agg(open=8.24, high=8.26, low=8.12, close=8.25, volume=119058, vwap=8.2154, timestamp=1682964000000, transactions=1258, otc=None)
Agg(open=8.255, high=8.34, low=8.22, close=8.295, volume=277349, vwap=8.2717, timestamp=1682967600000, transactions=2816, otc=None)
Agg(open=8.31, high=8.32, low=8.155, close=8.155, volume=2190, vwap=8.297, timestamp=1682971200000, transactions=9, otc=None)
Agg(open=8.29, high=8.3, low=8.29, close=8.3, volume=750, vwap=8.2933, timestamp=1682974800000, transactions=3, otc=None)
Agg(open=8.25, high=8.32, low=8.25, close=8.29, volume=1825, vwap=8.3091, timestamp=1682978400000, transactions=11, otc=None)
Agg(open=8.33, high=8.34, low=8.33, close=8.33, volume=930, vwap=8.3354, timestamp=1682982000000, transactions=11, otc=None)
Agg(open=8.33, high=8.35, low=8.33, close=8.35, volume=902, vwap=8.3423, timestamp=1683025200000, transactions=8, otc=None)
Agg(open=8.4102, high=8.5, low=8.34, close=8.45, volume=4011, vwap=8.4301, timestamp=1683028800000, transactions=28, otc=None)
Agg(open=8.34, high=8.69, low=8.25, close=8.65, volume=213187, vwap=8.5381, timestamp=1683032400000, transactions=1522, otc=None)
Agg(open=8.65, high=8.68, low=8.47, close=8.575, volume=224944, vwap=8.5816, timestamp=1683036000000, transactions=2021, otc=None)
Agg(open=8.56, high=8.7, low=8.53, close=8.6999, volume=156926, vwap=8.6248, timestamp=1683039600000, transactions=1784, otc=None)
Agg(open=8.685, high=8.8, low=8.66, close=8.8, volume=240152, vwap=8.7117, timestamp=1683043200000, transactions=1978, otc=None)
Agg(open=8.8, high=8.85, low=8.65, close=8.66, volume=290095, vwap=8.7633, timestamp=1683046800000, transactions=1928, otc=None)
Agg(open=8.66, high=8.68, low=8.48, close=8.68, volume=300525, vwap=8.5876, timestamp=1683050400000, transactions=2151, otc=None)
Agg(open=8.68, high=8.75, low=8.64, close=8.7, volume=283401, vwap=8.7039, timestamp=1683054000000, transactions=3011, otc=None)
Agg(open=8.76, high=8.76, low=8.6, close=8.67, volume=3469, vwap=8.64, timestamp=1683057600000, transactions=13, otc=None)
Agg(open=8.6985, high=8.6985, low=8.62, close=8.62, volume=405, vwap=8.6601, timestamp=1683061200000, transactions=3, otc=None)
Agg(open=8.66, high=8.66, low=8.66, close=8.66, volume=500, vwap=8.66, timestamp=1683064800000, transactions=1, otc=None)
Agg(open=8.7, high=8.7099, low=8.7, close=8.7, volume=1100, vwap=8.7017, timestamp=1683068400000, transactions=7, otc=None)
Agg(open=8.7, high=8.7, low=8.7, close=8.7, volume=1010, vwap=8.6999, timestamp=1683111600000, transactions=5, otc=None)
Agg(open=8.75, high=8.76, low=8.71, close=8.7393, volume=2142, vwap=8.7474, timestamp=1683115200000, transactions=11, otc=None)
Agg(open=8.7, high=8.75, low=8.41, close=8.42, volume=91442, vwap=8.5722, timestamp=1683118800000, transactions=786, otc=None)
Agg(open=8.4437, high=8.4437, low=8.19, close=8.3477, volume=179726, vwap=8.3247, timestamp=1683122400000, transactions=1830, otc=None)
Agg(open=8.33, high=8.4, low=8.25, close=8.37, volume=81495, vwap=8.3168, timestamp=1683126000000, transactions=1048, otc=None)
Agg(open=8.37, high=8.4, low=8.31, close=8.36, volume=65103, vwap=8.3512, timestamp=1683129600000, transactions=773, otc=None)
Agg(open=8.375, high=8.42, low=8.34, close=8.38, volume=71989, vwap=8.3862, timestamp=1683133200000, transactions=873, otc=None)
Agg(open=8.37, high=8.61, low=8.34, close=8.5601, volume=167331, vwap=8.5126, timestamp=1683136800000, transactions=1344, otc=None)
Agg(open=8.56, high=8.7, low=8.5, close=8.63, volume=345209, vwap=8.5898, timestamp=1683140400000, transactions=2389, otc=None)
Agg(open=8.65, high=8.65, low=8.54, close=8.54, volume=3362, vwap=8.6369, timestamp=1683144000000, transactions=10, otc=None)
Agg(open=8.65, high=8.65, low=8.65, close=8.65, volume=1000, vwap=8.65, timestamp=1683147600000, transactions=1, otc=None)
Agg(open=8.56, high=8.67, low=8.56, close=8.65, volume=1468, vwap=8.6258, timestamp=1683154800000, transactions=15, otc=None)
Agg(open=8.55, high=8.55, low=8.51, close=8.55, volume=683, vwap=8.5328, timestamp=1683201600000, transactions=7, otc=None)
Agg(open=8.56, high=8.63, low=8.5, close=8.52, volume=52399, vwap=8.5387, timestamp=1683205200000, transactions=549, otc=None)
Agg(open=8.51, high=8.74, low=8.5, close=8.671, volume=83050, vwap=8.6309, timestamp=1683208800000, transactions=1087, otc=None)
Agg(open=8.68, high=8.75, low=8.66, close=8.74, volume=71685, vwap=8.6966, timestamp=1683212400000, transactions=999, otc=None)
Agg(open=8.741, high=8.75, low=8.7, close=8.715, volume=81922, vwap=8.721, timestamp=1683216000000, transactions=929, otc=None)
