Agg(open=16, high=16, low=16, close=16, volume=450, vwap=16.0149, timestamp=1696233600000, transactions=3, otc=None)
Agg(open=15.76, high=15.97, low=15.76, close=15.79, volume=242273, vwap=15.869, timestamp=1696251600000, transactions=1548, otc=None)
Agg(open=15.81, high=15.955, low=15.73, close=15.955, volume=269951, vwap=15.8482, timestamp=1696255200000, transactions=2662, otc=None)
Agg(open=15.955, high=15.96, low=15.805, close=15.86, volume=123646, vwap=15.8672, timestamp=1696258800000, transactions=1334, otc=None)
Agg(open=15.855, high=16.05, low=15.855, close=15.895, volume=240121, vwap=15.9495, timestamp=1696262400000, transactions=2049, otc=None)
Agg(open=15.895, high=15.9099, low=15.87, close=15.885, volume=57154, vwap=15.8899, timestamp=1696266000000, transactions=738, otc=None)
Agg(open=15.885, high=15.89, low=15.86, close=15.875, volume=75602, vwap=15.8736, timestamp=1696269600000, transactions=1265, otc=None)
Agg(open=15.87, high=15.93, low=15.86, close=15.93, volume=275425, vwap=15.8983, timestamp=1696273200000, transactions=3091, otc=None)
Agg(open=15.93, high=15.93, low=15.93, close=15.93, volume=11469, vwap=15.93, timestamp=1696276800000, transactions=9, otc=None)
Agg(open=15.65, high=15.65, low=15.46, close=15.46, volume=9464, vwap=15.515, timestamp=1696323600000, transactions=204, otc=None)
Agg(open=15.46, high=15.5, low=15.46, close=15.5, volume=5177, vwap=15.4745, timestamp=1696327200000, transactions=23, otc=None)
Agg(open=15.45, high=15.45, low=15.45, close=15.45, volume=1769, vwap=15.446, timestamp=1696330800000, transactions=16, otc=None)
Agg(open=15.4, high=15.4, low=15.4, close=15.4, volume=300, vwap=15.4, timestamp=1696334400000, transactions=2, otc=None)
Agg(open=15.5, high=15.755, low=15.5, close=15.715, volume=300178, vwap=15.6551, timestamp=1696338000000, transactions=2409, otc=None)
Agg(open=15.72, high=15.72, low=15.505, close=15.565, volume=239471, vwap=15.5854, timestamp=1696341600000, transactions=2640, otc=None)
Agg(open=15.565, high=15.59, low=15.45, close=15.49, volume=179311, vwap=15.5405, timestamp=1696345200000, transactions=1705, otc=None)
Agg(open=15.49, high=15.56, low=15.49, close=15.535, volume=135271, vwap=15.5349, timestamp=1696348800000, transactions=1062, otc=None)
Agg(open=15.535, high=15.56, low=15.49, close=15.55, volume=123361, vwap=15.5217, timestamp=1696352400000, transactions=1240, otc=None)
Agg(open=15.55, high=15.575, low=15.515, close=15.555, volume=136694, vwap=15.548, timestamp=1696356000000, transactions=1381, otc=None)
Agg(open=15.555, high=15.605, low=15.515, close=15.58, volume=331691, vwap=15.5656, timestamp=1696359600000, transactions=3001, otc=None)
Agg(open=15.57, high=15.57, low=15.57, close=15.57, volume=20171, vwap=15.5701, timestamp=1696363200000, transactions=11, otc=None)
Agg(open=15.57, high=15.62, low=15.485, close=15.54, volume=129373, vwap=15.5394, timestamp=1696424400000, transactions=1203, otc=None)
Agg(open=15.54, high=15.57, low=15.255, close=15.29, volume=355713, vwap=15.3798, timestamp=1696428000000, transactions=3314, otc=None)
Agg(open=15.2825, high=15.3595, low=15.28, close=15.3, volume=193982, vwap=15.3239, timestamp=1696431600000, transactions=1974, otc=None)
Agg(open=15.31, high=15.32, low=15.19, close=15.205, volume=223677, vwap=15.2431, timestamp=1696435200000, transactions=2194, otc=None)
Agg(open=15.205, high=15.29, low=15.2, close=15.255, volume=180940, vwap=15.247, timestamp=1696438800000, transactions=1661, otc=None)
Agg(open=15.255, high=15.315, low=15.24, close=15.275, volume=207378, vwap=15.2817, timestamp=1696442400000, transactions=2101, otc=None)
Agg(open=15.27, high=15.33, low=15.265, close=15.31, volume=623879, vwap=15.3011, timestamp=1696446000000, transactions=5317, otc=None)
Agg(open=15.31, high=15.38, low=15.31, close=15.38, volume=39962, vwap=15.3102, timestamp=1696449600000, transactions=15, otc=None)
Agg(open=15.16, high=15.425, low=15.16, close=15.32, volume=201605, vwap=15.341, timestamp=1696510800000, transactions=2683, otc=None)
Agg(open=15.32, high=15.325, low=15.12, close=15.175, volume=289611, vwap=15.1849, timestamp=1696514400000, transactions=5019, otc=None)
Agg(open=15.17, high=15.225, low=15.1, close=15.13, volume=220404, vwap=15.1803, timestamp=1696518000000, transactions=2737, otc=None)
Agg(open=15.135, high=15.185, low=15.095, close=15.185, volume=139896, vwap=15.1358, timestamp=1696521600000, transactions=1631, otc=None)
Agg(open=15.18, high=15.24, low=15.155, close=15.215, volume=132541, vwap=15.2068, timestamp=1696525200000, transactions=1642, otc=None)
Agg(open=15.215, high=15.245, low=15.205, close=15.225, volume=149952, vwap=15.2185, timestamp=1696528800000, transactions=1782, otc=None)
Agg(open=15.23, high=15.32, low=15.225, close=15.27, volume=708862, vwap=15.2698, timestamp=1696532400000, transactions=5307, otc=None)
Agg(open=15.275, high=15.28, low=15.24, close=15.28, volume=199396, vwap=15.28, timestamp=1696536000000, transactions=13, otc=None)
Agg(open=15.4, high=15.4, low=15.4, close=15.4, volume=108, vwap=15.4007, timestamp=1696546800000, transactions=2, otc=None)
Agg(open=15.45, high=15.5, low=15.3, close=15.3, volume=3388, vwap=15.4076, timestamp=1696593600000, transactions=9, otc=None)
Agg(open=15.14, high=15.57, low=15.14, close=15.4794, volume=162891, vwap=15.4384, timestamp=1696597200000, transactions=1440, otc=None)
Agg(open=15.475, high=15.61, low=15.32, close=15.56, volume=243218, vwap=15.5008, timestamp=1696600800000, transactions=2097, otc=None)
