Agg(open=10.01, high=10.01, low=10, close=10, volume=368, vwap=10.0134, timestamp=1678705200000, transactions=9, otc=None)
Agg(open=9.99, high=9.99, low=9.95, close=9.97, volume=2256, vwap=9.9609, timestamp=1678708800000, transactions=16, otc=None)
Agg(open=9.9, high=10.165, low=9.8, close=10.16, volume=472462, vwap=9.9574, timestamp=1678712400000, transactions=2663, otc=None)
Agg(open=10.15, high=10.415, low=10.125, close=10.365, volume=639361, vwap=10.2728, timestamp=1678716000000, transactions=4856, otc=None)
Agg(open=10.365, high=10.375, low=10.185, close=10.23, volume=273062, vwap=10.2908, timestamp=1678719600000, transactions=2769, otc=None)
Agg(open=10.23, high=10.29, low=10.095, close=10.1, volume=341791, vwap=10.215, timestamp=1678723200000, transactions=2603, otc=None)
Agg(open=10.1, high=10.16, low=10.07, close=10.15, volume=210855, vwap=10.1125, timestamp=1678726800000, transactions=1989, otc=None)
Agg(open=10.16, high=10.195, low=10.1125, close=10.15, volume=278342, vwap=10.1504, timestamp=1678730400000, transactions=2513, otc=None)
Agg(open=10.15, high=10.165, low=10.06, close=10.1, volume=726971, vwap=10.1136, timestamp=1678734000000, transactions=5454, otc=None)
Agg(open=10.1, high=10.1, low=10.1, close=10.1, volume=42756, vwap=10.1, timestamp=1678737600000, transactions=15, otc=None)
Agg(open=10.04, high=10.04, low=10.04, close=10.04, volume=3000, vwap=10.041, timestamp=1678791600000, transactions=4, otc=None)
Agg(open=10.04, high=10.04, low=10.04, close=10.04, volume=1041, vwap=10.0519, timestamp=1678795200000, transactions=4, otc=None)
Agg(open=10.12, high=10.37, low=10.12, close=10.35, volume=174986, vwap=10.2941, timestamp=1678798800000, transactions=1341, otc=None)
Agg(open=10.35, high=10.44, low=10.32, close=10.395, volume=216040, vwap=10.3806, timestamp=1678802400000, transactions=2350, otc=None)
Agg(open=10.395, high=10.505, low=10.37, close=10.47, volume=522584, vwap=10.4555, timestamp=1678806000000, transactions=3043, otc=None)
Agg(open=10.47, high=10.48, low=10.36, close=10.38, volume=251220, vwap=10.4313, timestamp=1678809600000, transactions=2006, otc=None)
Agg(open=10.38, high=10.39, low=10.265, close=10.275, volume=236083, vwap=10.316, timestamp=1678813200000, transactions=2046, otc=None)
Agg(open=10.28, high=10.29, low=10.1632, close=10.1632, volume=269948, vwap=10.2391, timestamp=1678816800000, transactions=2494, otc=None)
Agg(open=10.17, high=10.29, low=10.08, close=10.29, volume=721080, vwap=10.1998, timestamp=1678820400000, transactions=5286, otc=None)
Agg(open=10.29, high=10.29, low=10.29, close=10.29, volume=19467, vwap=10.29, timestamp=1678824000000, transactions=11, otc=None)
Agg(open=10.16, high=10.16, low=10.16, close=10.16, volume=100, vwap=10.16, timestamp=1678827600000, transactions=1, otc=None)
