Agg(open=10.01, high=10.01, low=10, close=10, volume=368, vwap=10.0134, timestamp=1678705200000, transactions=9, otc=None)
Agg(open=10.1, high=10.1, low=9.845, close=9.895, volume=319668, vwap=9.9936, timestamp=1678885200000, transactions=2094, otc=None)
Agg(open=9.89, high=10.04, low=9.89, close=9.955, volume=371766, vwap=9.9541, timestamp=1678888800000, transactions=3547, otc=None)
Agg(open=9.95, high=10.01, low=9.895, close=9.905, volume=319747, vwap=9.9595, timestamp=1678892400000, transactions=3397, otc=None)
Agg(open=9.91, high=9.92, low=9.76, close=9.785, volume=353732, vwap=9.839, timestamp=1678896000000, transactions=2765, otc=None)
Agg(open=9.7844, high=9.9, low=9.78, close=9.875, volume=323730, vwap=9.8438, timestamp=1678899600000, transactions=2501, otc=None)
Agg(open=9.88, high=10.05, low=9.83, close=9.97, volume=589185, vwap=9.9615, timestamp=1678903200000, transactions=3903, otc=None)
Agg(open=9.98, high=10.01, low=9.9, close=9.96, volume=860111, vwap=9.9428, timestamp=1678906800000, transactions=6249, otc=None)
Agg(open=9.95, high=9.95, low=9.95, close=9.95, volume=58364, vwap=9.95, timestamp=1678910400000, transactions=13, otc=None)
Agg(open=10.03, high=10.25, low=10.03, close=10.08, volume=5865, vwap=10.2041, timestamp=1678914000000, transactions=13, otc=None)
Agg(open=10, high=10, low=10, close=10, volume=100, vwap=10, timestamp=1678964400000, transactions=1, otc=None)
Agg(open=9.96, high=10.035, low=9.87, close=10.005, volume=315022, vwap=9.9544, timestamp=1678971600000, transactions=2064, otc=None)
Agg(open=10.005, high=10.015, low=9.74, close=9.975, volume=434738, vwap=9.8707, timestamp=1678975200000, transactions=3928, otc=None)
Agg(open=9.975, high=10, low=9.8927, close=9.93, volume=296780, vwap=9.951, timestamp=1678978800000, transactions=2717, otc=None)
Agg(open=9.93, high=10, low=9.89, close=9.995, volume=278569, vwap=9.9407, timestamp=1678982400000, transactions=2327, otc=None)
Agg(open=9.99, high=10.03, low=9.98, close=10.015, volume=237307, vwap=10.008, timestamp=1678986000000, transactions=2464, otc=None)
Agg(open=10.015, high=10.02, low=9.9, close=9.98, volume=308427, vwap=9.9523, timestamp=1678989600000, transactions=2848, otc=None)
Agg(open=9.98, high=10.01, low=9.945, close=10.01, volume=791142, vwap=9.9856, timestamp=1678993200000, transactions=5446, otc=None)
Agg(open=10, high=10, low=9.89, close=9.89, volume=51658, vwap=9.9979, timestamp=1678996800000, transactions=13, otc=None)
Agg(open=9.96, high=9.96, low=9.96, close=9.96, volume=2417, vwap=9.96, timestamp=1679054400000, transactions=4, otc=None)
Agg(open=9.96, high=10, low=9.87, close=9.885, volume=615027, vwap=9.9319, timestamp=1679058000000, transactions=1913, otc=None)
Agg(open=9.89, high=9.96, low=9.745, close=9.765, volume=500760, vwap=9.8224, timestamp=1679061600000, transactions=4521, otc=None)
Agg(open=9.76, high=9.83, low=9.735, close=9.83, volume=340207, vwap=9.7798, timestamp=1679065200000, transactions=3800, otc=None)
Agg(open=9.835, high=9.92, low=9.82, close=9.855, volume=338244, vwap=9.8651, timestamp=1679068800000, transactions=3398, otc=None)
Agg(open=9.855, high=9.865, low=9.8, close=9.845, volume=259627, vwap=9.8405, timestamp=1679072400000, transactions=2716, otc=None)
Agg(open=9.845, high=9.85, low=9.79, close=9.835, volume=347876, vwap=9.8194, timestamp=1679076000000, transactions=2745, otc=None)
Agg(open=9.835, high=9.9, low=9.805, close=9.89, volume=1120982.0, vwap=9.8522, timestamp=1679079600000, transactions=6883, otc=None)
Agg(open=9.9, high=9.9, low=9.9, close=9.9, volume=162110, vwap=9.8998, timestamp=1679083200000, transactions=40, otc=None)
Agg(open=9.9, high=9.9, low=9.9, close=9.9, volume=2760, vwap=9.9, timestamp=1679086800000, transactions=1, otc=None)
