Agg(open=12.89, high=13.03, low=12.8136, close=13, volume=56329, vwap=12.9458, timestamp=1693227600000, transactions=627, otc=None)
Agg(open=13.01, high=13.03, low=12.72, close=12.735, volume=76847, vwap=12.8214, timestamp=1693231200000, transactions=1729, otc=None)
Agg(open=12.735, high=12.75, low=12.655, close=12.75, volume=126686, vwap=12.6961, timestamp=1693234800000, transactions=1834, otc=None)
Agg(open=12.745, high=12.7775, low=12.675, close=12.715, volume=124626, vwap=12.7183, timestamp=1693238400000, transactions=1426, otc=None)
Agg(open=12.72, high=12.7675, low=12.7, close=12.72, volume=67283, vwap=12.7303, timestamp=1693242000000, transactions=1072, otc=None)
Agg(open=12.725, high=12.825, low=12.685, close=12.805, volume=124139, vwap=12.7672, timestamp=1693245600000, transactions=2075, otc=None)
Agg(open=12.805, high=12.85, low=12.755, close=12.83, volume=307009, vwap=12.8051, timestamp=1693249200000, transactions=4112, otc=None)
Agg(open=12.82, high=12.82, low=12.82, close=12.82, volume=16925, vwap=12.82, timestamp=1693252800000, transactions=22, otc=None)
Agg(open=12.81, high=12.99, low=12.77, close=12.935, volume=129906, vwap=12.9017, timestamp=1693314000000, transactions=1090, otc=None)
Agg(open=12.935, high=13.035, low=12.84, close=12.91, volume=177627, vwap=12.9348, timestamp=1693317600000, transactions=1840, otc=None)
Agg(open=12.915, high=12.975, low=12.87, close=12.95, volume=114038, vwap=12.9285, timestamp=1693321200000, transactions=1277, otc=None)
Agg(open=12.955, high=13.05, low=12.935, close=13.025, volume=99208, vwap=12.9926, timestamp=1693324800000, transactions=1198, otc=None)
Agg(open=13.025, high=13.03, low=12.915, close=12.92, volume=104089, vwap=12.9767, timestamp=1693328400000, transactions=1367, otc=None)
Agg(open=12.925, high=12.945, low=12.834, close=12.84, volume=106291, vwap=12.888, timestamp=1693332000000, transactions=1349, otc=None)
Agg(open=12.845, high=12.92, low=12.82, close=12.91, volume=355301, vwap=12.8731, timestamp=1693335600000, transactions=3727, otc=None)
Agg(open=12.91, high=12.91, low=12.91, close=12.91, volume=19604, vwap=12.91, timestamp=1693339200000, transactions=19, otc=None)
Agg(open=12.95, high=13.01, low=12.92, close=13.01, volume=49975, vwap=12.9607, timestamp=1693400400000, transactions=574, otc=None)
Agg(open=13.005, high=13.06, low=12.915, close=12.965, volume=131721, vwap=12.9907, timestamp=1693404000000, transactions=1716, otc=None)
Agg(open=12.9699, high=13.08, low=12.955, close=13.06, volume=101325, vwap=12.9956, timestamp=1693407600000, transactions=1502, otc=None)
Agg(open=13.0517, high=13.07, low=13.025, close=13.03, volume=45780, vwap=13.0523, timestamp=1693411200000, transactions=879, otc=None)
Agg(open=13.02, high=13.04, low=12.99, close=13.025, volume=65387, vwap=13.0169, timestamp=1693414800000, transactions=1088, otc=None)
Agg(open=13.03, high=13.04, low=12.995, close=13.02, volume=94085, vwap=13.0132, timestamp=1693418400000, transactions=1579, otc=None)
Agg(open=13.015, high=13.18, low=13.015, close=13.15, volume=350200, vwap=13.1128, timestamp=1693422000000, transactions=4989, otc=None)
Agg(open=13.15, high=13.15, low=13.15, close=13.15, volume=131156, vwap=13.15, timestamp=1693425600000, transactions=21, otc=None)
Agg(open=13.18, high=13.21, low=13.08, close=13.1175, volume=60202, vwap=13.1517, timestamp=1693486800000, transactions=1059, otc=None)
Agg(open=13.115, high=13.165, low=13.075, close=13.125, volume=119447, vwap=13.1111, timestamp=1693490400000, transactions=2489, otc=None)
Agg(open=13.125, high=13.195, low=13.08, close=13.08, volume=120118, vwap=13.1338, timestamp=1693494000000, transactions=2034, otc=None)
Agg(open=13.09, high=13.09, low=12.93, close=12.94, volume=144704, vwap=13.002, timestamp=1693497600000, transactions=2350, otc=None)
Agg(open=12.94, high=12.97, low=12.9, close=12.91, volume=84125, vwap=12.9391, timestamp=1693501200000, transactions=1542, otc=None)
Agg(open=12.905, high=12.915, low=12.84, close=12.87, volume=102235, vwap=12.8735, timestamp=1693504800000, transactions=2085, otc=None)
Agg(open=12.875, high=12.915, low=12.8, close=12.8, volume=333451, vwap=12.8587, timestamp=1693508400000, transactions=5062, otc=None)
Agg(open=12.82, high=12.82, low=12.82, close=12.82, volume=651825, vwap=12.82, timestamp=1693512000000, transactions=13, otc=None)
Agg(open=13.125, high=13.125, low=12.84, close=12.985, volume=80564, vwap=12.9567, timestamp=1693573200000, transactions=1379, otc=None)
Agg(open=12.98, high=13.14, low=12.95, close=13.09, volume=106637, vwap=13.0686, timestamp=1693576800000, transactions=2607, otc=None)
Agg(open=13.09, high=13.09, low=12.96, close=12.985, volume=113895, vwap=13.0159, timestamp=1693580400000, transactions=2314, otc=None)
Agg(open=12.985, high=13.04, low=12.98, close=13.035, volume=78652, vwap=13.0148, timestamp=1693584000000, transactions=1786, otc=None)
Agg(open=13.035, high=13.035, low=12.9525, close=12.99, volume=98876, vwap=12.9947, timestamp=1693587600000, transactions=2029, otc=None)
Agg(open=12.995, high=13.015, low=12.945, close=12.965, volume=139395, vwap=12.9822, timestamp=1693591200000, transactions=2302, otc=None)
Agg(open=12.9699, high=12.9699, low=12.88, close=12.92, volume=267761, vwap=12.9071, timestamp=1693594800000, transactions=3941, otc=None)
Agg(open=12.92, high=12.92, low=12.92, close=12.92, volume=333503, vwap=12.92, timestamp=1693598400000, transactions=18, otc=None)
