Agg(open=9.08, high=9.135, low=8.945, close=9, volume=136785, vwap=9.0212, timestamp=1692622800000, transactions=1403, otc=None)
Agg(open=9.005, high=9.005, low=8.89, close=8.945, volume=150213, vwap=8.9413, timestamp=1692626400000, transactions=2161, otc=None)
Agg(open=8.945, high=8.955, low=8.82, close=8.875, volume=373253, vwap=8.8618, timestamp=1692630000000, transactions=3319, otc=None)
Agg(open=8.88, high=8.88, low=8.82, close=8.845, volume=224641, vwap=8.8477, timestamp=1692633600000, transactions=1811, otc=None)
Agg(open=8.845, high=8.87, low=8.83, close=8.86, volume=167163, vwap=8.8555, timestamp=1692637200000, transactions=1546, otc=None)
Agg(open=8.86, high=8.89, low=8.85, close=8.885, volume=169781, vwap=8.8682, timestamp=1692640800000, transactions=1739, otc=None)
Agg(open=8.89, high=8.96, low=8.88, close=8.96, volume=885201, vwap=8.9387, timestamp=1692644400000, transactions=6674, otc=None)
Agg(open=8.95, high=8.95, low=8.95, close=8.95, volume=35043, vwap=8.95, timestamp=1692648000000, transactions=12, otc=None)
Agg(open=8.97, high=8.97, low=8.97, close=8.97, volume=911, vwap=8.97, timestamp=1692698400000, transactions=1, otc=None)
Agg(open=8.96, high=8.96, low=8.95, close=8.95, volume=288, vwap=8.9564, timestamp=1692702000000, transactions=6, otc=None)
Agg(open=8.9, high=9, low=8.8, close=8.845, volume=168668, vwap=8.924, timestamp=1692709200000, transactions=1159, otc=None)
Agg(open=8.84, high=8.87, low=8.71, close=8.72, volume=361743, vwap=8.7777, timestamp=1692712800000, transactions=3107, otc=None)
Agg(open=8.725, high=8.77, low=8.655, close=8.72, volume=263927, vwap=8.7172, timestamp=1692716400000, transactions=2468, otc=None)
Agg(open=8.725, high=8.725, low=8.59, close=8.6, volume=509989, vwap=8.6538, timestamp=1692720000000, transactions=3002, otc=None)
Agg(open=8.6, high=8.63, low=8.52, close=8.565, volume=973546, vwap=8.5614, timestamp=1692723600000, transactions=4135, otc=None)
Agg(open=8.565, high=8.565, low=8.505, close=8.55, volume=291002, vwap=8.5384, timestamp=1692727200000, transactions=2394, otc=None)
Agg(open=8.55, high=8.615, low=8.54, close=8.56, volume=1469803.0, vwap=8.5743, timestamp=1692730800000, transactions=8119, otc=None)
Agg(open=8.58, high=8.58, low=8.55, close=8.55, volume=454183, vwap=8.5501, timestamp=1692734400000, transactions=10, otc=None)
Agg(open=8.5, high=8.5, low=8.5, close=8.5, volume=5000, vwap=8.5, timestamp=1692738000000, transactions=1, otc=None)
Agg(open=8.47, high=8.47, low=8.47, close=8.47, volume=100, vwap=8.47, timestamp=1692745200000, transactions=1, otc=None)
Agg(open=8.46, high=8.46, low=8.38, close=8.38, volume=11111, vwap=8.3854, timestamp=1692792000000, transactions=25, otc=None)
Agg(open=8.53, high=8.65, low=8.45, close=8.61, volume=440017, vwap=8.5905, timestamp=1692795600000, transactions=1437, otc=None)
Agg(open=8.61, high=8.645, low=8.56, close=8.64, volume=691912, vwap=8.5999, timestamp=1692799200000, transactions=3319, otc=None)
Agg(open=8.65, high=8.725, low=8.59, close=8.63, volume=1090203.0, vwap=8.6245, timestamp=1692802800000, transactions=3872, otc=None)
Agg(open=8.635, high=8.66, low=8.595, close=8.61, volume=252680, vwap=8.6256, timestamp=1692806400000, transactions=2517, otc=None)
Agg(open=8.6, high=8.64, low=8.6, close=8.635, volume=162486, vwap=8.6183, timestamp=1692810000000, transactions=1947, otc=None)
Agg(open=8.635, high=8.675, low=8.63, close=8.665, volume=186984, vwap=8.6561, timestamp=1692813600000, transactions=2189, otc=None)
Agg(open=8.665, high=8.71, low=8.66, close=8.68, volume=1359959.0, vwap=8.6825, timestamp=1692817200000, transactions=7204, otc=None)
Agg(open=8.69, high=8.69, low=8.69, close=8.69, volume=25212, vwap=8.69, timestamp=1692820800000, transactions=12, otc=None)
Agg(open=8.75, high=8.75, low=8.75, close=8.75, volume=500, vwap=8.75, timestamp=1692831600000, transactions=2, otc=None)
Agg(open=8.67, high=8.86, low=8.66, close=8.845, volume=130821, vwap=8.7372, timestamp=1692882000000, transactions=843, otc=None)
Agg(open=8.86, high=8.87, low=8.755, close=8.775, volume=257754, vwap=8.8093, timestamp=1692885600000, transactions=2128, otc=None)
Agg(open=8.77, high=8.77, low=8.685, close=8.71, volume=124439, vwap=8.7148, timestamp=1692889200000, transactions=1670, otc=None)
Agg(open=8.715, high=8.7686, low=8.705, close=8.705, volume=111350, vwap=8.7393, timestamp=1692892800000, transactions=1417, otc=None)
Agg(open=8.71, high=8.74, low=8.69, close=8.73, volume=68782, vwap=8.7099, timestamp=1692896400000, transactions=998, otc=None)
