Agg(open=7, high=7, low=6.95, close=6.95, volume=5060, vwap=6.988, timestamp=1678694400000, transactions=22, otc=None)
Agg(open=6.87, high=6.87, low=6.83, close=6.83, volume=1319, vwap=6.852, timestamp=1678698000000, transactions=10, otc=None)
Agg(open=6.82, high=6.86, low=6.82, close=6.86, volume=1466, vwap=6.8295, timestamp=1678701600000, transactions=10, otc=None)
Agg(open=6.81, high=6.82, low=6.801, close=6.81, volume=7000, vwap=6.813, timestamp=1678705200000, transactions=17, otc=None)
Agg(open=6.83, high=6.83, low=6.71, close=6.71, volume=11671, vwap=6.7888, timestamp=1678708800000, transactions=28, otc=None)
Agg(open=6.73, high=6.97, low=6.575, close=6.925, volume=732695, vwap=6.7386, timestamp=1678712400000, transactions=4078, otc=None)
Agg(open=6.92, high=7.15, low=6.905, close=6.99, volume=1217553.0, vwap=7.0557, timestamp=1678716000000, transactions=8272, otc=None)
Agg(open=6.99, high=7.02, low=6.845, close=6.9332, volume=870448, vwap=6.92, timestamp=1678719600000, transactions=5871, otc=None)
Agg(open=6.932, high=6.932, low=6.87, close=6.915, volume=464445, vwap=6.9024, timestamp=1678723200000, transactions=3207, otc=None)
Agg(open=6.91, high=6.92, low=6.835, close=6.895, volume=420046, vwap=6.8964, timestamp=1678726800000, transactions=2744, otc=None)
Agg(open=6.895, high=6.91, low=6.82, close=6.845, volume=445425, vwap=6.858, timestamp=1678730400000, transactions=2996, otc=None)
Agg(open=6.845, high=6.85, low=6.78, close=6.79, volume=630946, vwap=6.8147, timestamp=1678734000000, transactions=4357, otc=None)
Agg(open=6.8, high=6.8, low=6.8, close=6.8, volume=18155, vwap=6.8, timestamp=1678737600000, transactions=12, otc=None)
Agg(open=6.87, high=6.87, low=6.87, close=6.87, volume=127, vwap=6.87, timestamp=1678748400000, transactions=1, otc=None)
Agg(open=6.45, high=6.63, low=6.4, close=6.48, volume=28074, vwap=6.4917, timestamp=1678780800000, transactions=95, otc=None)
Agg(open=6.48, high=6.48, low=6.36, close=6.4, volume=43878, vwap=6.4197, timestamp=1678784400000, transactions=79, otc=None)
Agg(open=6.41, high=6.46, low=6.41, close=6.46, volume=23321, vwap=6.44, timestamp=1678788000000, transactions=26, otc=None)
Agg(open=6.49, high=6.54, low=6.36, close=6.37, volume=70994, vwap=6.4327, timestamp=1678791600000, transactions=202, otc=None)
Agg(open=6.37, high=6.66, low=6.35, close=6.36, volume=121369, vwap=6.3851, timestamp=1678795200000, transactions=451, otc=None)
Agg(open=6.36, high=6.36, low=5.32, close=5.32, volume=10681632.0, vwap=5.5967, timestamp=1678798800000, transactions=33642, otc=None)
Agg(open=5.33, high=5.87, low=5.26, close=5.835, volume=16028490.0, vwap=5.633, timestamp=1678802400000, transactions=57555, otc=None)
Agg(open=5.8399, high=6.025, low=5.8, close=5.975, volume=4624972.0, vwap=5.9224, timestamp=1678806000000, transactions=13737, otc=None)
Agg(open=5.975, high=6.01, low=5.895, close=5.985, volume=4790312.0, vwap=5.9536, timestamp=1678809600000, transactions=11755, otc=None)
Agg(open=5.99, high=6.12, low=5.96, close=6.065, volume=2650645.0, vwap=6.0401, timestamp=1678813200000, transactions=9667, otc=None)
Agg(open=6.065, high=6.1384, low=6.03, close=6.055, volume=1490301.0, vwap=6.0826, timestamp=1678816800000, transactions=7318, otc=None)
Agg(open=6.055, high=6.19, low=6.04, close=6.115, volume=2870486.0, vwap=6.1087, timestamp=1678820400000, transactions=11376, otc=None)
Agg(open=6.12, high=6.12, low=5.96, close=6.03, volume=18518, vwap=6.0022, timestamp=1678824000000, transactions=64, otc=None)
Agg(open=6.03, high=6.03, low=6.01, close=6.01, volume=1706, vwap=6.0223, timestamp=1678827600000, transactions=15, otc=None)
Agg(open=5.96, high=6.03, low=5.88, close=6.01, volume=5006, vwap=5.9467, timestamp=1678831200000, transactions=24, otc=None)
Agg(open=6.01, high=6.03, low=6.01, close=6.03, volume=3329, vwap=6.0282, timestamp=1678834800000, transactions=9, otc=None)
Agg(open=6.06, high=6.06, low=5.97, close=6, volume=4116, vwap=6.0106, timestamp=1678867200000, transactions=24, otc=None)
Agg(open=5.99, high=6, low=5.96, close=5.96, volume=2732, vwap=5.9696, timestamp=1678870800000, transactions=22, otc=None)
Agg(open=5.96, high=5.99, low=5.87, close=5.88, volume=34851, vwap=5.9439, timestamp=1678874400000, transactions=92, otc=None)
Agg(open=5.91, high=5.93, low=5.9, close=5.9, volume=7594, vwap=5.9173, timestamp=1678878000000, transactions=30, otc=None)
Agg(open=5.89, high=5.98, low=5.89, close=5.9, volume=12073, vwap=5.8997, timestamp=1678881600000, transactions=51, otc=None)
Agg(open=5.91, high=6.11, low=5.86, close=5.9099, volume=1256743.0, vwap=5.9406, timestamp=1678885200000, transactions=4887, otc=None)
Agg(open=5.9016, high=5.95, low=5.72, close=5.815, volume=2250487.0, vwap=5.8218, timestamp=1678888800000, transactions=10333, otc=None)
Agg(open=5.815, high=5.83, low=5.72, close=5.79, volume=2523966.0, vwap=5.7828, timestamp=1678892400000, transactions=7728, otc=None)
Agg(open=5.795, high=5.81, low=5.77, close=5.805, volume=1977037.0, vwap=5.7958, timestamp=1678896000000, transactions=5825, otc=None)
Agg(open=5.8, high=5.86, low=5.78, close=5.855, volume=1705309.0, vwap=5.8032, timestamp=1678899600000, transactions=5542, otc=None)
Agg(open=5.85, high=5.898, low=5.8, close=5.88, volume=800185, vwap=5.841, timestamp=1678903200000, transactions=4445, otc=None)
Agg(open=5.885, high=5.95, low=5.85, close=5.89, volume=1413477.0, vwap=5.8946, timestamp=1678906800000, transactions=8431, otc=None)
Agg(open=5.87, high=5.87, low=5.87, close=5.87, volume=1000, vwap=5.87, timestamp=1678910400000, transactions=1, otc=None)
Agg(open=5.8101, high=5.82, low=5.8101, close=5.82, volume=300, vwap=5.8168, timestamp=1678917600000, transactions=4, otc=None)
Agg(open=5.92, high=5.92, low=5.92, close=5.92, volume=1800, vwap=5.92, timestamp=1678921200000, transactions=1, otc=None)
Agg(open=5.88, high=5.92, low=5.88, close=5.89, volume=1717, vwap=5.9107, timestamp=1678953600000, transactions=5, otc=None)
Agg(open=5.91, high=5.93, low=5.91, close=5.93, volume=802, vwap=5.9212, timestamp=1678957200000, transactions=9, otc=None)
Agg(open=5.94, high=5.94, low=5.93, close=5.93, volume=1336, vwap=5.9311, timestamp=1678960800000, transactions=6, otc=None)
Agg(open=5.94, high=5.96, low=5.93, close=5.93, volume=9800, vwap=5.9317, timestamp=1678964400000, transactions=10, otc=None)
