Agg(open=7.26, high=7.31, low=7.22, close=7.31, volume=1186, vwap=7.2596, timestamp=1694419200000, transactions=7, otc=None)
Agg(open=7.37, high=7.44, low=7.32, close=7.44, volume=1805, vwap=7.395, timestamp=1694426400000, transactions=5, otc=None)
Agg(open=7.34, high=7.34, low=7.34, close=7.34, volume=2606, vwap=7.3397, timestamp=1694430000000, transactions=6, otc=None)
Agg(open=7.35, high=7.36, low=7.21, close=7.35, volume=2251, vwap=7.316, timestamp=1694433600000, transactions=22, otc=None)
Agg(open=7.33, high=7.49, low=7.33, close=7.435, volume=820036, vwap=7.4171, timestamp=1694437200000, transactions=3732, otc=None)
Agg(open=7.435, high=7.46, low=7.38, close=7.405, volume=959880, vwap=7.4104, timestamp=1694440800000, transactions=4554, otc=None)
Agg(open=7.41, high=7.45, low=7.355, close=7.445, volume=480148, vwap=7.4024, timestamp=1694444400000, transactions=2914, otc=None)
Agg(open=7.445, high=7.545, low=7.445, close=7.54, volume=387336, vwap=7.4973, timestamp=1694448000000, transactions=2479, otc=None)
Agg(open=7.54, high=7.56, low=7.53, close=7.545, volume=313643, vwap=7.5443, timestamp=1694451600000, transactions=2015, otc=None)
Agg(open=7.545, high=7.55, low=7.51, close=7.55, volume=286433, vwap=7.537, timestamp=1694455200000, transactions=1913, otc=None)
Agg(open=7.545, high=7.59, low=7.54, close=7.59, volume=1205166.0, vwap=7.5605, timestamp=1694458800000, transactions=5651, otc=None)
Agg(open=7.58, high=7.58, low=7.54, close=7.54, volume=48012, vwap=7.5788, timestamp=1694462400000, transactions=26, otc=None)
Agg(open=7.54, high=7.54, low=7.53, close=7.53, volume=1454, vwap=7.5352, timestamp=1694466000000, transactions=14, otc=None)
Agg(open=7.53, high=7.53, low=7.53, close=7.53, volume=7500, vwap=7.53, timestamp=1694469600000, transactions=1, otc=None)
Agg(open=7.55, high=7.6, low=7.55, close=7.6, volume=3500, vwap=7.5917, timestamp=1694473200000, transactions=11, otc=None)
Agg(open=7.6, high=7.6, low=7.6, close=7.6, volume=408, vwap=7.6, timestamp=1694505600000, transactions=6, otc=None)
Agg(open=7.58, high=7.59, low=7.58, close=7.59, volume=1700, vwap=7.584, timestamp=1694516400000, transactions=9, otc=None)
Agg(open=7.53, high=7.59, low=7.45, close=7.46, volume=9147, vwap=7.5167, timestamp=1694520000000, transactions=15, otc=None)
Agg(open=7.41, high=7.7, low=7.32, close=7.66, volume=849079, vwap=7.593, timestamp=1694523600000, transactions=3950, otc=None)
Agg(open=7.655, high=7.675, low=7.43, close=7.465, volume=896671, vwap=7.5633, timestamp=1694527200000, transactions=4671, otc=None)
Agg(open=7.465, high=7.49, low=7.43, close=7.445, volume=385428, vwap=7.4651, timestamp=1694530800000, transactions=1884, otc=None)
Agg(open=7.445, high=7.45, low=7.28, close=7.32, volume=737250, vwap=7.3721, timestamp=1694534400000, transactions=3811, otc=None)
Agg(open=7.32, high=7.33, low=7.25, close=7.275, volume=338734, vwap=7.2784, timestamp=1694538000000, transactions=2371, otc=None)
Agg(open=7.275, high=7.295, low=7.21, close=7.225, volume=309555, vwap=7.2544, timestamp=1694541600000, transactions=2099, otc=None)
Agg(open=7.225, high=7.3, low=7.21, close=7.29, volume=1088047.0, vwap=7.2587, timestamp=1694545200000, transactions=6230, otc=None)
Agg(open=7.29, high=7.29, low=7.29, close=7.29, volume=29223, vwap=7.29, timestamp=1694548800000, transactions=11, otc=None)
