Agg(open=17.99, high=18, low=17.99, close=18, volume=500, vwap=17.9867, timestamp=1676980800000, transactions=6, otc=None)
Agg(open=17.6016, high=17.8, low=17.6016, close=17.7, volume=6538, vwap=17.6935, timestamp=1676984400000, transactions=21, otc=None)
Agg(open=17.7001, high=17.75, low=17.11, close=17.1608, volume=475527, vwap=17.4585, timestamp=1676988000000, transactions=3678, otc=None)
Agg(open=17.14, high=17.23, low=16.688, close=16.78, volume=1059294.0, vwap=16.8897, timestamp=1676991600000, transactions=8639, otc=None)
Agg(open=16.785, high=16.86, low=16.38, close=16.475, volume=1013210.0, vwap=16.5658, timestamp=1676995200000, transactions=9041, otc=None)
Agg(open=16.48, high=16.67, low=16.33, close=16.5601, volume=395095, vwap=16.5104, timestamp=1676998800000, transactions=4091, otc=None)
Agg(open=16.58, high=16.785, low=16.54, close=16.6599, volume=317907, vwap=16.6312, timestamp=1677002400000, transactions=3522, otc=None)
Agg(open=16.65, high=16.68, low=16.45, close=16.45, volume=205636, vwap=16.5571, timestamp=1677006000000, transactions=3104, otc=None)
Agg(open=16.45, high=16.465, low=16.195, close=16.27, volume=884537, vwap=16.2767, timestamp=1677009600000, transactions=9703, otc=None)
Agg(open=16.27, high=16.28, low=16.1, close=16.2, volume=11681, vwap=16.2598, timestamp=1677013200000, transactions=32, otc=None)
Agg(open=16.0827, high=16.3367, low=16.08, close=16.3367, volume=12764, vwap=16.0904, timestamp=1677016800000, transactions=8, otc=None)
Agg(open=16.09, high=16.27, low=16.08, close=16.27, volume=1658, vwap=16.1123, timestamp=1677020400000, transactions=13, otc=None)
Agg(open=16.26, high=16.35, low=16.26, close=16.35, volume=792, vwap=16.2802, timestamp=1677024000000, transactions=4, otc=None)
Agg(open=16.51, high=16.81, low=16.5, close=16.65, volume=7292, vwap=16.5649, timestamp=1677067200000, transactions=26, otc=None)
Agg(open=16.7, high=16.8, low=16.43, close=16.6487, volume=13755, vwap=16.7016, timestamp=1677070800000, transactions=41, otc=None)
Agg(open=16.4, high=16.85, low=16.39, close=16.43, volume=365104, vwap=16.6618, timestamp=1677074400000, transactions=3012, otc=None)
Agg(open=16.43, high=16.685, low=16.3101, close=16.6233, volume=659977, vwap=16.4735, timestamp=1677078000000, transactions=6205, otc=None)
Agg(open=16.615, high=16.68, low=16.425, close=16.57, volume=414168, vwap=16.5894, timestamp=1677081600000, transactions=4122, otc=None)
Agg(open=16.58, high=16.64, low=16.475, close=16.605, volume=168186, vwap=16.5481, timestamp=1677085200000, transactions=2515, otc=None)
Agg(open=16.6, high=16.61, low=16.46, close=16.49, volume=158095, vwap=16.5299, timestamp=1677088800000, transactions=2474, otc=None)
Agg(open=16.48, high=16.71, low=16.4101, close=16.61, volume=374946, vwap=16.5694, timestamp=1677092400000, transactions=4497, otc=None)
Agg(open=16.6, high=16.935, low=16.6, close=16.9, volume=693276, vwap=16.8435, timestamp=1677096000000, transactions=8328, otc=None)
Agg(open=16.9, high=16.9107, low=16.9, close=16.9107, volume=947, vwap=16.9023, timestamp=1677099600000, transactions=12, otc=None)
Agg(open=16.99, high=16.99, low=16.99, close=16.99, volume=1000, vwap=16.99, timestamp=1677103200000, transactions=1, otc=None)
