Agg(open=21, high=21, low=21, close=21, volume=261, vwap=20.9866, timestamp=1676980800000, transactions=6, otc=None)
Agg(open=20.91, high=21.02, low=20.75, close=20.75, volume=185272, vwap=20.8872, timestamp=1676988000000, transactions=1617, otc=None)
Agg(open=20.745, high=20.86, low=20.73, close=20.79, volume=323987, vwap=20.7956, timestamp=1676991600000, transactions=2860, otc=None)
Agg(open=20.795, high=20.82, low=20.76, close=20.815, volume=292116, vwap=20.7948, timestamp=1676995200000, transactions=2439, otc=None)
Agg(open=20.815, high=20.83, low=20.705, close=20.74, volume=296204, vwap=20.7692, timestamp=1676998800000, transactions=2341, otc=None)
Agg(open=20.74, high=20.775, low=20.62, close=20.63, volume=501962, vwap=20.6903, timestamp=1677002400000, transactions=2648, otc=None)
Agg(open=20.625, high=20.66, low=20.575, close=20.605, volume=253571, vwap=20.6254, timestamp=1677006000000, transactions=2025, otc=None)
Agg(open=20.6, high=20.69, low=20.54, close=20.64, volume=538987, vwap=20.6426, timestamp=1677009600000, transactions=4919, otc=None)
Agg(open=20.64, high=20.64, low=20.64, close=20.64, volume=59223, vwap=20.64, timestamp=1677013200000, transactions=22, otc=None)
Agg(open=20.63, high=20.63, low=20.63, close=20.63, volume=1141, vwap=20.6308, timestamp=1677070800000, transactions=4, otc=None)
Agg(open=20.73, high=20.85, low=20.73, close=20.8, volume=161074, vwap=20.791, timestamp=1677074400000, transactions=1472, otc=None)
Agg(open=20.81, high=20.825, low=20.575, close=20.66, volume=242289, vwap=20.708, timestamp=1677078000000, transactions=2831, otc=None)
Agg(open=20.655, high=20.655, low=20.4, close=20.42, volume=317730, vwap=20.5157, timestamp=1677081600000, transactions=2211, otc=None)
Agg(open=20.425, high=20.55, low=20.415, close=20.465, volume=309368, vwap=20.4982, timestamp=1677085200000, transactions=2287, otc=None)
Agg(open=20.47, high=20.56, low=20.4, close=20.405, volume=211302, vwap=20.4944, timestamp=1677088800000, transactions=1963, otc=None)
Agg(open=20.4, high=20.48, low=20.31, close=20.31, volume=440910, vwap=20.4062, timestamp=1677092400000, transactions=3744, otc=None)
Agg(open=20.32, high=20.33, low=20.1, close=20.18, volume=796606, vwap=20.1676, timestamp=1677096000000, transactions=5607, otc=None)
Agg(open=20.17, high=20.17, low=20.17, close=20.17, volume=40833, vwap=20.17, timestamp=1677099600000, transactions=27, otc=None)
Agg(open=20.17, high=20.17, low=20.17, close=20.17, volume=200, vwap=20.17, timestamp=1677103200000, transactions=3, otc=None)
Agg(open=20.18, high=20.18, low=20.18, close=20.18, volume=100, vwap=20.18, timestamp=1677110400000, transactions=1, otc=None)
Agg(open=20.23, high=20.35, low=20.185, close=20.245, volume=97857, vwap=20.2401, timestamp=1677160800000, transactions=1111, otc=None)
Agg(open=20.245, high=20.28, low=20.08, close=20.08, volume=117264, vwap=20.1646, timestamp=1677164400000, transactions=1486, otc=None)
Agg(open=20.085, high=20.125, low=19.905, close=19.925, volume=112182, vwap=20.0345, timestamp=1677168000000, transactions=1345, otc=None)
Agg(open=19.93, high=19.98, low=19.89, close=19.98, volume=90321, vwap=19.9274, timestamp=1677171600000, transactions=1037, otc=None)
Agg(open=19.97, high=20, low=19.91, close=19.945, volume=171626, vwap=19.9447, timestamp=1677175200000, transactions=1566, otc=None)
Agg(open=19.94, high=20.12, low=19.93, close=20.055, volume=289321, vwap=20.0524, timestamp=1677178800000, transactions=2270, otc=None)
Agg(open=20.05, high=20.17, low=19.99, close=20.16, volume=1049479.0, vwap=20.0827, timestamp=1677182400000, transactions=6311, otc=None)
Agg(open=20.16, high=20.16, low=20.16, close=20.16, volume=25370, vwap=20.16, timestamp=1677186000000, transactions=29, otc=None)
Agg(open=19.9, high=19.9, low=19.9, close=19.9, volume=200, vwap=19.9, timestamp=1677193200000, transactions=1, otc=None)
Agg(open=19.93, high=20.015, low=19.74, close=19.77, volume=138107, vwap=19.8551, timestamp=1677247200000, transactions=1268, otc=None)
Agg(open=19.77, high=19.91, low=19.705, close=19.71, volume=172851, vwap=19.7765, timestamp=1677250800000, transactions=2061, otc=None)
Agg(open=19.715, high=19.81, low=19.71, close=19.75, volume=155942, vwap=19.7707, timestamp=1677254400000, transactions=1827, otc=None)
Agg(open=19.755, high=19.76, low=19.61, close=19.615, volume=127252, vwap=19.6933, timestamp=1677258000000, transactions=1797, otc=None)
Agg(open=19.61, high=19.69, low=19.58, close=19.68, volume=106462, vwap=19.6136, timestamp=1677261600000, transactions=1590, otc=None)
Agg(open=19.685, high=19.785, low=19.66, close=19.771, volume=143797, vwap=19.7235, timestamp=1677265200000, transactions=1829, otc=None)
Agg(open=19.78, high=19.8, low=19.64, close=19.69, volume=646291, vwap=19.7022, timestamp=1677268800000, transactions=5010, otc=None)
Agg(open=19.68, high=19.68, low=19.68, close=19.68, volume=36128, vwap=19.68, timestamp=1677272400000, transactions=25, otc=None)
