Agg(open=18, high=18, low=18, close=18, volume=162, vwap=17.9993, timestamp=1692000000000, transactions=2, otc=None)
Agg(open=17.8, high=17.8, low=17.8, close=17.8, volume=180, vwap=17.8037, timestamp=1692010800000, transactions=5, otc=None)
Agg(open=17.67, high=17.7, low=17.345, close=17.36, volume=153475, vwap=17.5515, timestamp=1692018000000, transactions=1490, otc=None)
Agg(open=17.36, high=17.41, low=17.24, close=17.275, volume=273752, vwap=17.2977, timestamp=1692021600000, transactions=3125, otc=None)
Agg(open=17.275, high=17.32, low=17.15, close=17.171, volume=253700, vwap=17.233, timestamp=1692025200000, transactions=3412, otc=None)
Agg(open=17.175, high=17.24, low=17.09, close=17.23, volume=254989, vwap=17.1704, timestamp=1692028800000, transactions=3068, otc=None)
Agg(open=17.23, high=17.3212, low=17.2, close=17.26, volume=299341, vwap=17.255, timestamp=1692032400000, transactions=3208, otc=None)
Agg(open=17.27, high=17.28, low=17.215, close=17.2605, volume=362451, vwap=17.2415, timestamp=1692036000000, transactions=3461, otc=None)
Agg(open=17.265, high=17.29, low=17.22, close=17.27, volume=780015, vwap=17.2544, timestamp=1692039600000, transactions=5937, otc=None)
Agg(open=17.26, high=17.26, low=17.26, close=17.26, volume=82187, vwap=17.26, timestamp=1692043200000, transactions=20, otc=None)
Agg(open=17.22, high=17.25, low=17.22, close=17.22, volume=437, vwap=17.2322, timestamp=1692097200000, transactions=6, otc=None)
Agg(open=17.05, high=17.05, low=17.05, close=17.05, volume=152, vwap=17.0516, timestamp=1692100800000, transactions=2, otc=None)
Agg(open=17.2, high=17.21, low=16.95, close=17.2, volume=383615, vwap=17.0984, timestamp=1692104400000, transactions=2126, otc=None)
Agg(open=17.2, high=17.2275, low=17.11, close=17.22, volume=339030, vwap=17.1786, timestamp=1692108000000, transactions=2886, otc=None)
Agg(open=17.21, high=17.335, low=17.2, close=17.245, volume=481601, vwap=17.2737, timestamp=1692111600000, transactions=2802, otc=None)
Agg(open=17.245, high=17.33, low=17.215, close=17.315, volume=278756, vwap=17.2778, timestamp=1692115200000, transactions=2564, otc=None)
Agg(open=17.31, high=17.325, low=17.185, close=17.23, volume=755189, vwap=17.2721, timestamp=1692118800000, transactions=3958, otc=None)
Agg(open=17.235, high=17.3, low=17.185, close=17.225, volume=617435, vwap=17.2246, timestamp=1692122400000, transactions=3859, otc=None)
Agg(open=17.225, high=17.27, low=17.11, close=17.16, volume=894273, vwap=17.1908, timestamp=1692126000000, transactions=6933, otc=None)
Agg(open=17.15, high=17.16, low=17.15, close=17.16, volume=32511, vwap=17.1599, timestamp=1692129600000, transactions=34, otc=None)
Agg(open=17.34, high=18.02, low=17.34, close=18.02, volume=1000, vwap=17.83, timestamp=1692183600000, transactions=4, otc=None)
Agg(open=17.4, high=17.4, low=16.96, close=17.145, volume=157621, vwap=17.0682, timestamp=1692190800000, transactions=1825, otc=None)
Agg(open=17.16, high=17.18, low=17.02, close=17.175, volume=250262, vwap=17.1024, timestamp=1692194400000, transactions=2795, otc=None)
Agg(open=17.175, high=17.275, low=17.1, close=17.11, volume=315985, vwap=17.2049, timestamp=1692198000000, transactions=2821, otc=None)
Agg(open=17.11, high=17.17, low=17.08, close=17.125, volume=177066, vwap=17.1199, timestamp=1692201600000, transactions=1843, otc=None)
Agg(open=17.125, high=17.17, low=17.1, close=17.145, volume=461574, vwap=17.1438, timestamp=1692205200000, transactions=4089, otc=None)
Agg(open=17.14, high=17.15, low=17.065, close=17.105, volume=350308, vwap=17.1132, timestamp=1692208800000, transactions=3432, otc=None)
Agg(open=17.1, high=17.1, low=17, close=17.05, volume=1070951.0, vwap=17.0452, timestamp=1692212400000, transactions=7532, otc=None)
Agg(open=17.05, high=17.25, low=17.05, close=17.23, volume=34546, vwap=17.0611, timestamp=1692216000000, transactions=32, otc=None)
Agg(open=17.47, high=17.47, low=17.2, close=17.2, volume=1250, vwap=17.416, timestamp=1692219600000, transactions=2, otc=None)
Agg(open=17.16, high=17.16, low=17.16, close=17.16, volume=293, vwap=17.16, timestamp=1692259200000, transactions=1, otc=None)
Agg(open=17.18, high=17.18, low=17.16, close=17.16, volume=273, vwap=17.1673, timestamp=1692266400000, transactions=2, otc=None)
Agg(open=17.3, high=17.3, low=17.3, close=17.3, volume=701, vwap=17.3, timestamp=1692270000000, transactions=3, otc=None)
Agg(open=17.24, high=17.24, low=17.24, close=17.24, volume=1000, vwap=17.24, timestamp=1692273600000, transactions=1, otc=None)
Agg(open=17.15, high=17.34, low=17, close=17.08, volume=173914, vwap=17.0968, timestamp=1692277200000, transactions=1894, otc=None)
Agg(open=17.075, high=17.185, low=17.07, close=17.11, volume=356374, vwap=17.1278, timestamp=1692280800000, transactions=4145, otc=None)
Agg(open=17.115, high=17.165, low=17.035, close=17.035, volume=234143, vwap=17.1082, timestamp=1692284400000, transactions=3155, otc=None)
Agg(open=17.03, high=17.06, low=16.97, close=17.025, volume=347705, vwap=17.0178, timestamp=1692288000000, transactions=3065, otc=None)
Agg(open=17.025, high=17.085, low=16.99, close=17.025, volume=279864, vwap=17.0402, timestamp=1692291600000, transactions=3222, otc=None)
Agg(open=17.025, high=17.055, low=16.98, close=16.98, volume=257113, vwap=17.0205, timestamp=1692295200000, transactions=3107, otc=None)
Agg(open=16.985, high=17.07, low=16.91, close=16.91, volume=879803, vwap=16.9814, timestamp=1692298800000, transactions=6872, otc=None)
Agg(open=16.91, high=16.91, low=16.91, close=16.91, volume=24000, vwap=16.91, timestamp=1692302400000, transactions=18, otc=None)
Agg(open=16.92, high=16.92, low=16.9, close=16.9, volume=1151, vwap=16.9026, timestamp=1692356400000, transactions=8, otc=None)
Agg(open=16.92, high=16.92, low=16.92, close=16.92, volume=199, vwap=16.92, timestamp=1692360000000, transactions=1, otc=None)
Agg(open=16.8, high=16.83, low=16.67, close=16.81, volume=192703, vwap=16.7572, timestamp=1692363600000, transactions=1806, otc=None)
Agg(open=16.805, high=16.85, low=16.555, close=16.63, volume=362821, vwap=16.6563, timestamp=1692367200000, transactions=3902, otc=None)
Agg(open=16.64, high=16.79, low=16.64, close=16.765, volume=404107, vwap=16.7319, timestamp=1692370800000, transactions=3624, otc=None)
Agg(open=16.7643, high=16.88, low=16.7643, close=16.835, volume=513024, vwap=16.8353, timestamp=1692374400000, transactions=3546, otc=None)
Agg(open=16.84, high=16.87, low=16.82, close=16.835, volume=285535, vwap=16.847, timestamp=1692378000000, transactions=2608, otc=None)
Agg(open=16.835, high=16.8679, low=16.805, close=16.85, volume=297870, vwap=16.8415, timestamp=1692381600000, transactions=2561, otc=None)
Agg(open=16.845, high=16.91, low=16.77, close=16.85, volume=617998, vwap=16.8407, timestamp=1692385200000, transactions=4918, otc=None)
Agg(open=16.85, high=16.85, low=16.85, close=16.85, volume=91309, vwap=16.85, timestamp=1692388800000, transactions=26, otc=None)
