Agg(open=13.77, high=14, low=13.77, close=14, volume=1211, vwap=13.865, timestamp=1696852800000, transactions=2, otc=None)
Agg(open=13.9, high=13.93, low=13.82, close=13.92, volume=197260, vwap=13.8846, timestamp=1696856400000, transactions=1731, otc=None)
Agg(open=13.91, high=14.06, low=13.89, close=14.05, volume=182685, vwap=13.9778, timestamp=1696860000000, transactions=2306, otc=None)
Agg(open=14.055, high=14.115, low=14.05, close=14.08, volume=127399, vwap=14.0814, timestamp=1696863600000, transactions=1782, otc=None)
Agg(open=14.08, high=14.13, low=14.005, close=14.01, volume=488833, vwap=14.0353, timestamp=1696867200000, transactions=1974, otc=None)
Agg(open=14.015, high=14.11, low=13.975, close=14.095, volume=233588, vwap=14.0552, timestamp=1696870800000, transactions=2241, otc=None)
Agg(open=14.1, high=14.12, low=14.075, close=14.105, volume=202844, vwap=14.0963, timestamp=1696874400000, transactions=1986, otc=None)
Agg(open=14.1, high=14.105, low=13.97, close=14.02, volume=832598, vwap=14.0208, timestamp=1696878000000, transactions=6577, otc=None)
Agg(open=14.01, high=14.01, low=14.01, close=14.01, volume=32523, vwap=14.01, timestamp=1696881600000, transactions=22, otc=None)
Agg(open=14.21, high=14.26, low=14.21, close=14.26, volume=4514, vwap=14.2336, timestamp=1696932000000, transactions=4, otc=None)
Agg(open=14.23, high=14.25, low=14.23, close=14.25, volume=202, vwap=14.2401, timestamp=1696935600000, transactions=4, otc=None)
Agg(open=14.27, high=14.27, low=14.22, close=14.27, volume=3353, vwap=14.2554, timestamp=1696939200000, transactions=18, otc=None)
Agg(open=14.28, high=14.42, low=14.17, close=14.315, volume=306529, vwap=14.305, timestamp=1696942800000, transactions=2441, otc=None)
Agg(open=14.31, high=14.46, low=14.3, close=14.38, volume=811063, vwap=14.3746, timestamp=1696946400000, transactions=4348, otc=None)
Agg(open=14.38, high=14.4785, low=14.37, close=14.4013, volume=277646, vwap=14.4333, timestamp=1696950000000, transactions=2936, otc=None)
Agg(open=14.4, high=14.44, low=14.38, close=14.425, volume=205110, vwap=14.4096, timestamp=1696953600000, transactions=2447, otc=None)
Agg(open=14.42, high=14.43, low=14.285, close=14.315, volume=198685, vwap=14.332, timestamp=1696957200000, transactions=2465, otc=None)
Agg(open=14.315, high=14.33, low=14.27, close=14.29, volume=264706, vwap=14.3002, timestamp=1696960800000, transactions=2974, otc=None)
Agg(open=14.29, high=14.31, low=14.185, close=14.23, volume=884642, vwap=14.2357, timestamp=1696964400000, transactions=6858, otc=None)
Agg(open=14.22, high=14.22, low=14.1, close=14.1, volume=25759, vwap=14.206, timestamp=1696968000000, transactions=12, otc=None)
Agg(open=14.22, high=14.5, low=14.22, close=14.41, volume=215544, vwap=14.4001, timestamp=1697029200000, transactions=1788, otc=None)
Agg(open=14.41, high=14.42, low=14.33, close=14.355, volume=323864, vwap=14.3644, timestamp=1697032800000, transactions=2580, otc=None)
Agg(open=14.355, high=14.38, low=14.245, close=14.285, volume=192242, vwap=14.3139, timestamp=1697036400000, transactions=2332, otc=None)
Agg(open=14.28, high=14.3, low=14.24, close=14.3, volume=201140, vwap=14.274, timestamp=1697040000000, transactions=2003, otc=None)
Agg(open=14.295, high=14.34, low=14.28, close=14.32, volume=175123, vwap=14.3046, timestamp=1697043600000, transactions=2066, otc=None)
Agg(open=14.32, high=14.42, low=14.315, close=14.4, volume=233836, vwap=14.3659, timestamp=1697047200000, transactions=2415, otc=None)
