Agg(open=13.52, high=13.57, low=13.37, close=13.41, volume=89063, vwap=13.4637, timestamp=1675692000000, transactions=808, otc=None)
Agg(open=13.41, high=13.499, low=13.3, close=13.499, volume=185361, vwap=13.4076, timestamp=1675695600000, transactions=1895, otc=None)
Agg(open=13.495, high=13.505, low=13.43, close=13.445, volume=103350, vwap=13.4775, timestamp=1675699200000, transactions=1083, otc=None)
Agg(open=13.45, high=13.455, low=13.33, close=13.35, volume=141392, vwap=13.3733, timestamp=1675702800000, transactions=1659, otc=None)
Agg(open=13.36, high=13.405, low=13.3, close=13.38, volume=144042, vwap=13.3571, timestamp=1675706400000, transactions=1699, otc=None)
Agg(open=13.385, high=13.47, low=13.37, close=13.45, volume=188768, vwap=13.4105, timestamp=1675710000000, transactions=2010, otc=None)
Agg(open=13.45, high=13.51, low=13.36, close=13.5, volume=424972, vwap=13.4525, timestamp=1675713600000, transactions=3714, otc=None)
Agg(open=13.5, high=13.5, low=13.5, close=13.5, volume=33143, vwap=13.5, timestamp=1675717200000, transactions=29, otc=None)
Agg(open=13.55, high=13.55, low=13.3, close=13.42, volume=87746, vwap=13.3771, timestamp=1675778400000, transactions=849, otc=None)
Agg(open=13.415, high=13.425, low=13.305, close=13.3801, volume=199243, vwap=13.3773, timestamp=1675782000000, transactions=1691, otc=None)
Agg(open=13.38, high=13.455, low=13.355, close=13.4301, volume=93560, vwap=13.405, timestamp=1675785600000, transactions=1021, otc=None)
Agg(open=13.44, high=13.56, low=13.395, close=13.54, volume=364835, vwap=13.4529, timestamp=1675789200000, transactions=1846, otc=None)
Agg(open=13.54, high=13.56, low=13.335, close=13.375, volume=170084, vwap=13.4274, timestamp=1675792800000, transactions=1903, otc=None)
Agg(open=13.38, high=13.44, low=13.37, close=13.415, volume=232798, vwap=13.4033, timestamp=1675796400000, transactions=1892, otc=None)
Agg(open=13.415, high=13.45, low=13.3, close=13.31, volume=573405, vwap=13.3705, timestamp=1675800000000, transactions=4826, otc=None)
Agg(open=13.32, high=13.32, low=13.32, close=13.32, volume=74136, vwap=13.32, timestamp=1675803600000, transactions=14, otc=None)
Agg(open=13.34, high=13.47, low=13.34, close=13.47, volume=1100, vwap=13.4428, timestamp=1675807200000, transactions=4, otc=None)
Agg(open=13.45, high=13.45, low=13.45, close=13.45, volume=100, vwap=13.45, timestamp=1675861200000, transactions=1, otc=None)
Agg(open=13.25, high=13.29, low=13.145, close=13.28, volume=106464, vwap=13.2308, timestamp=1675864800000, transactions=967, otc=None)
Agg(open=13.28, high=13.29, low=13.18, close=13.23, volume=326615, vwap=13.2171, timestamp=1675868400000, transactions=2540, otc=None)
Agg(open=13.22, high=13.24, low=13.18, close=13.205, volume=276810, vwap=13.2053, timestamp=1675872000000, transactions=2437, otc=None)
Agg(open=13.2088, high=13.2088, low=13.15, close=13.16, volume=125964, vwap=13.1739, timestamp=1675875600000, transactions=1442, otc=None)
Agg(open=13.168, high=13.21, low=13.165, close=13.185, volume=131096, vwap=13.1901, timestamp=1675879200000, transactions=1410, otc=None)
Agg(open=13.18, high=13.18, low=13.08, close=13.11, volume=200774, vwap=13.1191, timestamp=1675882800000, transactions=2185, otc=None)
Agg(open=13.115, high=13.14, low=13.06, close=13.115, volume=636025, vwap=13.1125, timestamp=1675886400000, transactions=5806, otc=None)
Agg(open=13.12, high=13.12, low=13.12, close=13.12, volume=14715, vwap=13.12, timestamp=1675890000000, transactions=15, otc=None)
Agg(open=13.01, high=13.01, low=13.01, close=13.01, volume=473, vwap=13.0101, timestamp=1675893600000, transactions=4, otc=None)
Agg(open=13.2, high=13.24, low=13.2, close=13.23, volume=1195, vwap=13.2296, timestamp=1675947600000, transactions=15, otc=None)
Agg(open=13.27, high=13.27, low=13.035, close=13.04, volume=159623, vwap=13.1395, timestamp=1675951200000, transactions=1169, otc=None)
Agg(open=13.03, high=13.05, low=12.955, close=12.975, volume=157270, vwap=13.0033, timestamp=1675954800000, transactions=2446, otc=None)
Agg(open=12.98, high=13.02, low=12.915, close=12.92, volume=214820, vwap=12.9626, timestamp=1675958400000, transactions=2727, otc=None)
Agg(open=12.925, high=12.975, low=12.905, close=12.96, volume=118185, vwap=12.9415, timestamp=1675962000000, transactions=1749, otc=None)
Agg(open=12.96, high=12.965, low=12.905, close=12.945, volume=125252, vwap=12.9346, timestamp=1675965600000, transactions=1696, otc=None)
Agg(open=12.95, high=12.96, low=12.885, close=12.935, volume=141801, vwap=12.9167, timestamp=1675969200000, transactions=1706, otc=None)
Agg(open=12.93, high=12.965, low=12.87, close=12.94, volume=370945, vwap=12.9251, timestamp=1675972800000, transactions=3393, otc=None)
Agg(open=12.93, high=13.01, low=12.93, close=13.01, volume=37464, vwap=12.9302, timestamp=1675976400000, transactions=28, otc=None)
Agg(open=12.99, high=12.99, low=12.99, close=12.99, volume=100, vwap=12.99, timestamp=1675987200000, transactions=1, otc=None)
Agg(open=12.72, high=12.76, low=12.72, close=12.73, volume=687, vwap=12.7285, timestamp=1676030400000, transactions=3, otc=None)
Agg(open=12.71, high=12.72, low=12.71, close=12.71, volume=5274, vwap=12.7104, timestamp=1676034000000, transactions=7, otc=None)
Agg(open=12.75, high=12.87, low=12.63, close=12.772, volume=221850, vwap=12.7199, timestamp=1676037600000, transactions=1716, otc=None)
Agg(open=12.77, high=12.95, low=12.77, close=12.81, volume=356860, vwap=12.8732, timestamp=1676041200000, transactions=3083, otc=None)
Agg(open=12.81, high=12.985, low=12.79, close=12.915, volume=572795, vwap=12.9097, timestamp=1676044800000, transactions=4216, otc=None)
Agg(open=12.91, high=13.049, low=12.88, close=13.025, volume=632040, vwap=12.9816, timestamp=1676048400000, transactions=4306, otc=None)
Agg(open=13.025, high=13.15, low=13.005, close=13.1, volume=1092162.0, vwap=13.1044, timestamp=1676052000000, transactions=6101, otc=None)
Agg(open=13.105, high=13.13, low=13.025, close=13.11, volume=296205, vwap=13.0684, timestamp=1676055600000, transactions=3277, otc=None)
Agg(open=13.11, high=13.19, low=13.091, close=13.13, volume=576676, vwap=13.1516, timestamp=1676059200000, transactions=5256, otc=None)
Agg(open=13.13, high=13.13, low=13.13, close=13.13, volume=22715, vwap=13.13, timestamp=1676062800000, transactions=15, otc=None)
