Agg(open=9, high=9, low=9, close=9, volume=2292, vwap=9, timestamp=1672747200000, transactions=7, otc=None)
Agg(open=8.94, high=8.99, low=8.83, close=8.887, volume=58531, vwap=8.9249, timestamp=1672754400000, transactions=538, otc=None)
Agg(open=8.88, high=8.88, low=8.755, close=8.85, volume=87796, vwap=8.8156, timestamp=1672758000000, transactions=1222, otc=None)
Agg(open=8.86, high=8.88, low=8.73, close=8.785, volume=69986, vwap=8.8062, timestamp=1672761600000, transactions=982, otc=None)
Agg(open=8.78, high=8.83, low=8.72, close=8.755, volume=113239, vwap=8.7933, timestamp=1672765200000, transactions=1123, otc=None)
Agg(open=8.76, high=8.77, low=8.68, close=8.735, volume=75725, vwap=8.7229, timestamp=1672768800000, transactions=1025, otc=None)
Agg(open=8.73, high=8.75, low=8.645, close=8.72, volume=107051, vwap=8.6927, timestamp=1672772400000, transactions=1244, otc=None)
Agg(open=8.72, high=8.8, low=8.69, close=8.78, volume=218295, vwap=8.7503, timestamp=1672776000000, transactions=2472, otc=None)
Agg(open=8.78, high=8.78, low=8.78, close=8.78, volume=12961, vwap=8.78, timestamp=1672779600000, transactions=15, otc=None)
Agg(open=8.64, high=8.77, low=8.61, close=8.76, volume=48959, vwap=8.7024, timestamp=1672840800000, transactions=519, otc=None)
Agg(open=8.78, high=8.855, low=8.695, close=8.85, volume=70559, vwap=8.7986, timestamp=1672844400000, transactions=963, otc=None)
Agg(open=8.855, high=8.925, low=8.835, close=8.925, volume=55206, vwap=8.8873, timestamp=1672848000000, transactions=727, otc=None)
Agg(open=8.925, high=8.98, low=8.905, close=8.97, volume=51830, vwap=8.9367, timestamp=1672851600000, transactions=575, otc=None)
Agg(open=8.965, high=9, low=8.9214, close=8.9214, volume=44816, vwap=8.9752, timestamp=1672855200000, transactions=589, otc=None)
Agg(open=8.93, high=8.98, low=8.835, close=8.845, volume=170041, vwap=8.8851, timestamp=1672858800000, transactions=1336, otc=None)
Agg(open=8.85, high=8.875, low=8.755, close=8.835, volume=244693, vwap=8.8225, timestamp=1672862400000, transactions=2101, otc=None)
Agg(open=8.84, high=8.84, low=8.84, close=8.84, volume=20180, vwap=8.84, timestamp=1672866000000, transactions=12, otc=None)
Agg(open=8.92, high=8.92, low=8.92, close=8.92, volume=100, vwap=8.92, timestamp=1672923600000, transactions=1, otc=None)
Agg(open=8.84, high=8.88, low=8.76, close=8.85, volume=33769, vwap=8.8283, timestamp=1672927200000, transactions=417, otc=None)
Agg(open=8.84, high=8.88, low=8.805, close=8.81, volume=128629, vwap=8.8467, timestamp=1672930800000, transactions=1209, otc=None)
Agg(open=8.81, high=8.865, low=8.78, close=8.795, volume=64830, vwap=8.8145, timestamp=1672934400000, transactions=916, otc=None)
Agg(open=8.805, high=8.88, low=8.805, close=8.84, volume=61448, vwap=8.8329, timestamp=1672938000000, transactions=1136, otc=None)
Agg(open=8.845, high=8.89, low=8.83, close=8.85, volume=89187, vwap=8.8671, timestamp=1672941600000, transactions=1348, otc=None)
Agg(open=8.86, high=8.87, low=8.82, close=8.85, volume=76076, vwap=8.846, timestamp=1672945200000, transactions=1297, otc=None)
Agg(open=8.845, high=8.88, low=8.81, close=8.87, volume=220557, vwap=8.8464, timestamp=1672948800000, transactions=2840, otc=None)
Agg(open=8.88, high=8.88, low=8.88, close=8.88, volume=17823, vwap=8.88, timestamp=1672952400000, transactions=11, otc=None)
Agg(open=9.04, high=9.1, low=8.99, close=9.05, volume=69829, vwap=9.0411, timestamp=1673013600000, transactions=433, otc=None)
Agg(open=9.05, high=9.31, low=9.05, close=9.29, volume=97172, vwap=9.2365, timestamp=1673017200000, transactions=949, otc=None)
Agg(open=9.2914, high=9.309, low=9.23, close=9.275, volume=63629, vwap=9.2675, timestamp=1673020800000, transactions=1010, otc=None)
Agg(open=9.275, high=9.2762, low=9.125, close=9.175, volume=67359, vwap=9.1845, timestamp=1673024400000, transactions=1121, otc=None)
Agg(open=9.17, high=9.21, low=9.169, close=9.21, volume=56841, vwap=9.1896, timestamp=1673028000000, transactions=990, otc=None)
Agg(open=9.205, high=9.28, low=9.205, close=9.255, volume=97452, vwap=9.2401, timestamp=1673031600000, transactions=1375, otc=None)
Agg(open=9.255, high=9.265, low=9.21, close=9.24, volume=257881, vwap=9.2332, timestamp=1673035200000, transactions=3167, otc=None)
Agg(open=9.24, high=9.24, low=9.24, close=9.24, volume=43756, vwap=9.24, timestamp=1673038800000, transactions=16, otc=None)
