Agg(open=15.3, high=15.3, low=15, close=15, volume=595, vwap=15.062, timestamp=1696849200000, transactions=9, otc=None)
Agg(open=15, high=15, low=14.99, close=15, volume=2778, vwap=14.9984, timestamp=1696852800000, transactions=23, otc=None)
Agg(open=15.1, high=15.5, low=15, close=15.21, volume=447777, vwap=15.2346, timestamp=1696856400000, transactions=4093, otc=None)
Agg(open=15.21, high=15.34, low=14.94, close=15.06, volume=878893, vwap=15.1255, timestamp=1696860000000, transactions=6505, otc=None)
Agg(open=15.06, high=15.13, low=14.98, close=15.07, volume=735735, vwap=15.0548, timestamp=1696863600000, transactions=5636, otc=None)
Agg(open=15.07, high=15.115, low=14.87, close=14.875, volume=606960, vwap=15.0396, timestamp=1696867200000, transactions=4673, otc=None)
Agg(open=14.87, high=15.255, low=14.835, close=15.22, volume=308272, vwap=15.0738, timestamp=1696870800000, transactions=3148, otc=None)
Agg(open=15.23, high=15.24, low=15.07, close=15.13, volume=327896, vwap=15.1544, timestamp=1696874400000, transactions=3303, otc=None)
Agg(open=15.125, high=15.45, low=15.05, close=15.38, volume=2046578.0, vwap=15.2842, timestamp=1696878000000, transactions=14844, otc=None)
Agg(open=15.38, high=15.38, low=15.38, close=15.38, volume=56230, vwap=15.38, timestamp=1696881600000, transactions=17, otc=None)
Agg(open=15.45, high=15.45, low=15.45, close=15.45, volume=500, vwap=15.45, timestamp=1696885200000, transactions=1, otc=None)
Agg(open=15.42, high=15.42, low=15.42, close=15.42, volume=150, vwap=15.42, timestamp=1696888800000, transactions=1, otc=None)
Agg(open=15.26, high=15.26, low=15.26, close=15.26, volume=100, vwap=15.26, timestamp=1696932000000, transactions=1, otc=None)
Agg(open=15.2209, high=15.29, low=15.2209, close=15.29, volume=441, vwap=15.2366, timestamp=1696939200000, transactions=2, otc=None)
Agg(open=15.2715, high=15.76, low=15.2715, close=15.74, volume=128748, vwap=15.585, timestamp=1696942800000, transactions=1755, otc=None)
Agg(open=15.74, high=16.39, low=15.68, close=16.16, volume=549851, vwap=16.1723, timestamp=1696946400000, transactions=6006, otc=None)
Agg(open=16.16, high=16.205, low=15.89, close=16.09, volume=222523, vwap=16.0525, timestamp=1696950000000, transactions=3608, otc=None)
Agg(open=16.095, high=16.16, low=15.96, close=16.155, volume=256922, vwap=16.0533, timestamp=1696953600000, transactions=3407, otc=None)
Agg(open=16.15, high=16.375, low=16.115, close=16.36, volume=359486, vwap=16.2074, timestamp=1696957200000, transactions=4359, otc=None)
Agg(open=16.37, high=16.57, low=16.35, close=16.545, volume=327852, vwap=16.4749, timestamp=1696960800000, transactions=5163, otc=None)
Agg(open=16.545, high=16.79, low=16.53, close=16.75, volume=1241157.0, vwap=16.6977, timestamp=1696964400000, transactions=14182, otc=None)
Agg(open=16.77, high=16.77, low=16, close=16.6, volume=32928, vwap=16.7187, timestamp=1696968000000, transactions=57, otc=None)
Agg(open=16.67, high=16.67, low=16.67, close=16.67, volume=344, vwap=16.6698, timestamp=1696978800000, transactions=3, otc=None)
Agg(open=17.55, high=17.56, low=17.55, close=17.56, volume=439, vwap=17.5574, timestamp=1697011200000, transactions=3, otc=None)
Agg(open=17.7, high=17.89, low=17.52, close=17.76, volume=6389, vwap=17.7366, timestamp=1697022000000, transactions=54, otc=None)
Agg(open=17.8, high=17.9, low=17.51, close=17.83, volume=22525, vwap=17.7061, timestamp=1697025600000, transactions=122, otc=None)
Agg(open=17.88, high=18.46, low=17.42, close=17.53, volume=1238932.0, vwap=17.9389, timestamp=1697029200000, transactions=7778, otc=None)
Agg(open=17.53, high=17.62, low=17.24, close=17.53, volume=688996, vwap=17.4477, timestamp=1697032800000, transactions=7821, otc=None)
Agg(open=17.54, high=17.865, low=17.2, close=17.83, volume=707655, vwap=17.5763, timestamp=1697036400000, transactions=7811, otc=None)
Agg(open=17.85, high=17.97, low=17.57, close=17.65, volume=714291, vwap=17.7481, timestamp=1697040000000, transactions=6870, otc=None)
Agg(open=17.65, high=17.67, low=17.19, close=17.43, volume=502812, vwap=17.4351, timestamp=1697043600000, transactions=5116, otc=None)
Agg(open=17.43, high=17.555, low=17.36, close=17.475, volume=395787, vwap=17.46, timestamp=1697047200000, transactions=5593, otc=None)
Agg(open=17.475, high=17.74, low=17.46, close=17.62, volume=1303326.0, vwap=17.6379, timestamp=1697050800000, transactions=13879, otc=None)
Agg(open=17.62, high=17.67, low=17.61, close=17.61, volume=87802, vwap=17.6201, timestamp=1697054400000, transactions=40, otc=None)
Agg(open=17.68, high=17.68, low=17.63, close=17.63, volume=6000, vwap=17.6317, timestamp=1697058000000, transactions=3, otc=None)
Agg(open=17.75, high=17.75, low=17.75, close=17.75, volume=100, vwap=17.75, timestamp=1697061600000, transactions=1, otc=None)
Agg(open=17.74, high=17.74, low=17.74, close=17.74, volume=2000, vwap=17.74, timestamp=1697065200000, transactions=1, otc=None)
Agg(open=17.75, high=17.75, low=17.61, close=17.61, volume=4040, vwap=17.6557, timestamp=1697112000000, transactions=6, otc=None)
Agg(open=17.62, high=17.79, low=17.21, close=17.42, volume=263061, vwap=17.4896, timestamp=1697115600000, transactions=2871, otc=None)
Agg(open=17.41, high=17.57, low=16.95, close=16.98, volume=708968, vwap=17.237, timestamp=1697119200000, transactions=7106, otc=None)
Agg(open=16.99, high=17.36, low=16.97, close=17.26, volume=587525, vwap=17.1795, timestamp=1697122800000, transactions=5720, otc=None)
Agg(open=17.28, high=17.46, low=17.25, close=17.32, volume=250977, vwap=17.3424, timestamp=1697126400000, transactions=3701, otc=None)
Agg(open=17.31, high=17.34, low=16.73, close=16.74, volume=578748, vwap=17.0049, timestamp=1697130000000, transactions=5303, otc=None)
Agg(open=16.74, high=16.82, low=16.59, close=16.72, volume=417305, vwap=16.7122, timestamp=1697133600000, transactions=4568, otc=None)
Agg(open=16.73, high=16.7575, low=16.56, close=16.67, volume=871150, vwap=16.6465, timestamp=1697137200000, transactions=8451, otc=None)
Agg(open=16.67, high=16.67, low=16.67, close=16.67, volume=93282, vwap=16.67, timestamp=1697140800000, transactions=16, otc=None)
Agg(open=16.75, high=16.75, low=16.75, close=16.75, volume=243, vwap=16.7412, timestamp=1697148000000, transactions=2, otc=None)
Agg(open=16.9, high=16.9, low=16.9, close=16.9, volume=100, vwap=16.9, timestamp=1697151600000, transactions=1, otc=None)
Agg(open=16.66, high=16.66, low=16.66, close=16.66, volume=700, vwap=16.66, timestamp=1697198400000, transactions=3, otc=None)
Agg(open=16.73, high=16.86, low=16.03, close=16.86, volume=327401, vwap=16.4773, timestamp=1697202000000, transactions=2688, otc=None)
Agg(open=16.83, high=16.83, low=16.28, close=16.36, volume=258699, vwap=16.5082, timestamp=1697205600000, transactions=3769, otc=None)
Agg(open=16.355, high=16.43, low=16.18, close=16.25, volume=314525, vwap=16.2707, timestamp=1697209200000, transactions=3843, otc=None)
Agg(open=16.24, high=16.43, low=16.225, close=16.33, volume=288404, vwap=16.3259, timestamp=1697212800000, transactions=3857, otc=None)
Agg(open=16.33, high=16.37, low=16.1827, close=16.36, volume=272920, vwap=16.2817, timestamp=1697216400000, transactions=3695, otc=None)
Agg(open=16.36, high=16.445, low=15.98, close=16.01, volume=517273, vwap=16.2676, timestamp=1697220000000, transactions=4944, otc=None)
Agg(open=16, high=16.11, low=15.935, close=16.07, volume=787914, vwap=16.0371, timestamp=1697223600000, transactions=8452, otc=None)
Agg(open=16.07, high=16.07, low=16.07, close=16.07, volume=35236, vwap=16.07, timestamp=1697227200000, transactions=33, otc=None)
