Agg(open=26, high=26, low=25.84, close=25.84, volume=800, vwap=25.94, timestamp=1676984400000, transactions=2, otc=None)
Agg(open=25.84, high=25.84, low=24.92, close=25.04, volume=119262, vwap=25.2812, timestamp=1676988000000, transactions=1266, otc=None)
Agg(open=24.95, high=25.13, low=24.44, close=24.66, volume=211391, vwap=24.7832, timestamp=1676991600000, transactions=3328, otc=None)
Agg(open=24.68, high=24.72, low=24.34, close=24.38, volume=153911, vwap=24.4792, timestamp=1676995200000, transactions=3038, otc=None)
Agg(open=24.39, high=24.59, low=24.36, close=24.58, volume=99929, vwap=24.4599, timestamp=1676998800000, transactions=2150, otc=None)
Agg(open=24.59, high=24.7, low=24.16, close=24.3, volume=194725, vwap=24.3718, timestamp=1677002400000, transactions=3145, otc=None)
Agg(open=24.31, high=24.36, low=24.14, close=24.36, volume=124277, vwap=24.2464, timestamp=1677006000000, transactions=2589, otc=None)
Agg(open=24.37, high=24.47, low=24.18, close=24.23, volume=380067, vwap=24.3216, timestamp=1677009600000, transactions=6276, otc=None)
Agg(open=24.26, high=24.26, low=24.26, close=24.26, volume=107349, vwap=24.26, timestamp=1677013200000, transactions=39, otc=None)
Agg(open=24.44, high=24.78, low=23.85, close=23.985, volume=85861, vwap=24.2525, timestamp=1677074400000, transactions=1389, otc=None)
Agg(open=23.985, high=24.11, low=23.63, close=24, volume=200641, vwap=23.8304, timestamp=1677078000000, transactions=3294, otc=None)
Agg(open=24.01, high=24.185, low=23.92, close=24.05, volume=100334, vwap=24.0771, timestamp=1677081600000, transactions=2282, otc=None)
Agg(open=24.05, high=24.16, low=24, close=24.12, volume=87292, vwap=24.0714, timestamp=1677085200000, transactions=1969, otc=None)
Agg(open=24.09, high=24.16, low=24, close=24.03, volume=103342, vwap=24.0885, timestamp=1677088800000, transactions=2400, otc=None)
Agg(open=24.02, high=24.1, low=23.63, close=23.63, volume=240687, vwap=23.8622, timestamp=1677092400000, transactions=5109, otc=None)
Agg(open=23.64, high=24.2, low=23.64, close=24.1, volume=449547, vwap=23.9812, timestamp=1677096000000, transactions=7275, otc=None)
Agg(open=24.12, high=24.12, low=24.12, close=24.12, volume=55440, vwap=24.12, timestamp=1677099600000, transactions=25, otc=None)
Agg(open=24.1, high=24.1, low=24.1, close=24.1, volume=100, vwap=24.1, timestamp=1677103200000, transactions=1, otc=None)
Agg(open=24.2, high=24.2, low=24.2, close=24.2, volume=199, vwap=24.0553, timestamp=1677110400000, transactions=2, otc=None)
Agg(open=24.99, high=25.085, low=24.47, close=24.81, volume=59124, vwap=24.7629, timestamp=1677160800000, transactions=976, otc=None)
Agg(open=24.84, high=24.91, low=23.89, close=24.03, volume=117133, vwap=24.266, timestamp=1677164400000, transactions=2311, otc=None)
Agg(open=24.035, high=24.21, low=23.85, close=24.06, volume=139283, vwap=24.0325, timestamp=1677168000000, transactions=2649, otc=None)
Agg(open=24.0321, high=24.24, low=23.925, close=24.09, volume=119235, vwap=24.0824, timestamp=1677171600000, transactions=1842, otc=None)
Agg(open=24.07, high=24.21, low=23.96, close=24.08, volume=128160, vwap=24.0987, timestamp=1677175200000, transactions=2208, otc=None)
Agg(open=24.07, high=24.456, low=24.05, close=24.33, volume=115728, vwap=24.2967, timestamp=1677178800000, transactions=2309, otc=None)
Agg(open=24.34, high=24.56, low=24.24, close=24.305, volume=313207, vwap=24.3807, timestamp=1677182400000, transactions=5522, otc=None)
Agg(open=24.32, high=24.32, low=24.32, close=24.32, volume=87095, vwap=24.3203, timestamp=1677186000000, transactions=19, otc=None)
Agg(open=24.4, high=24.4, low=24.4, close=24.4, volume=200, vwap=24.4, timestamp=1677189600000, transactions=1, otc=None)
Agg(open=23.96, high=23.96, low=23.7, close=23.7, volume=1108, vwap=23.8363, timestamp=1677243600000, transactions=15, otc=None)
Agg(open=23.1078, high=23.9, low=23.1, close=23.63, volume=134891, vwap=23.4147, timestamp=1677247200000, transactions=1486, otc=None)
Agg(open=23.55, high=23.82, low=23.25, close=23.545, volume=278556, vwap=23.5122, timestamp=1677250800000, transactions=4169, otc=None)
Agg(open=23.54, high=23.99, low=23.5, close=23.77, volume=368192, vwap=23.7391, timestamp=1677254400000, transactions=3697, otc=None)
Agg(open=23.83, high=24.12, low=23.52, close=23.52, volume=128343, vwap=23.8007, timestamp=1677258000000, transactions=2546, otc=None)
Agg(open=23.535, high=23.63, low=23.495, close=23.53, volume=136219, vwap=23.5502, timestamp=1677261600000, transactions=2420, otc=None)
Agg(open=23.535, high=23.93, low=23.42, close=23.88, volume=200772, vwap=23.5623, timestamp=1677265200000, transactions=2675, otc=None)
Agg(open=23.89, high=23.89, low=23.4, close=23.61, volume=551062, vwap=23.5595, timestamp=1677268800000, transactions=8123, otc=None)
Agg(open=23.61, high=23.61, low=23.61, close=23.61, volume=25018, vwap=23.61, timestamp=1677272400000, transactions=26, otc=None)
