Agg(open=26, high=26, low=25.75, close=25.75, volume=2428, vwap=25.7885, timestamp=1678104000000, transactions=14, otc=None)
Agg(open=25.82, high=26.74, low=25.67, close=26.7, volume=311470, vwap=26.1005, timestamp=1678111200000, transactions=3172, otc=None)
Agg(open=26.64, high=26.83, low=26.11, close=26.22, volume=323923, vwap=26.3893, timestamp=1678114800000, transactions=5840, otc=None)
Agg(open=26.25, high=26.7498, low=26.21, close=26.67, volume=221850, vwap=26.5753, timestamp=1678118400000, transactions=4386, otc=None)
Agg(open=26.675, high=26.73, low=26.19, close=26.28, volume=214257, vwap=26.5273, timestamp=1678122000000, transactions=3883, otc=None)
Agg(open=26.27, high=26.36, low=25.96, close=26.32, volume=235847, vwap=26.2315, timestamp=1678125600000, transactions=3908, otc=None)
Agg(open=26.32, high=26.5, low=26.278, close=26.495, volume=203164, vwap=26.3667, timestamp=1678129200000, transactions=3384, otc=None)
Agg(open=26.49, high=26.59, low=26.23, close=26.53, volume=632956, vwap=26.4495, timestamp=1678132800000, transactions=8829, otc=None)
Agg(open=26.58, high=26.58, low=26.5, close=26.5, volume=35280, vwap=26.5795, timestamp=1678136400000, transactions=17, otc=None)
Agg(open=26.55, high=26.55, low=26.55, close=26.55, volume=100, vwap=26.55, timestamp=1678147200000, transactions=1, otc=None)
Agg(open=26.8, high=26.8, low=26.7, close=26.7, volume=250, vwap=26.76, timestamp=1678194000000, transactions=2, otc=None)
Agg(open=26.46, high=27.2, low=26.4518, close=26.6, volume=151374, vwap=26.7313, timestamp=1678197600000, transactions=2047, otc=None)
Agg(open=26.56, high=26.725, low=26.22, close=26.475, volume=230034, vwap=26.4491, timestamp=1678201200000, transactions=4319, otc=None)
Agg(open=26.46, high=26.885, low=26.44, close=26.835, volume=321404, vwap=26.6896, timestamp=1678204800000, transactions=4550, otc=None)
Agg(open=26.85, high=27.34, low=26.74, close=27.055, volume=273016, vwap=27.046, timestamp=1678208400000, transactions=4983, otc=None)
Agg(open=27.05, high=27.09, low=26.82, close=26.85, volume=253943, vwap=26.9381, timestamp=1678212000000, transactions=3917, otc=None)
Agg(open=26.85, high=26.95, low=26.58, close=26.62, volume=250050, vwap=26.7599, timestamp=1678215600000, transactions=4100, otc=None)
Agg(open=26.62, high=26.865, low=26.485, close=26.55, volume=492897, vwap=26.652, timestamp=1678219200000, transactions=7862, otc=None)
Agg(open=26.55, high=26.55, low=25, close=25.0001, volume=56517, vwap=26.2492, timestamp=1678222800000, transactions=83, otc=None)
Agg(open=25.23, high=25.25, low=23.5, close=24.75, volume=45590, vwap=24.879, timestamp=1678226400000, transactions=202, otc=None)
Agg(open=24.55, high=24.77, low=24.5, close=24.7, volume=2631, vwap=24.6792, timestamp=1678230000000, transactions=28, otc=None)
Agg(open=24.96, high=24.96, low=24.72, close=24.72, volume=3194, vwap=24.8341, timestamp=1678233600000, transactions=12, otc=None)
Agg(open=24.71, high=24.71, low=24.2, close=24.3, volume=3390, vwap=24.4404, timestamp=1678266000000, transactions=30, otc=None)
Agg(open=24.35, high=24.35, low=24.25, close=24.3, volume=7871, vwap=24.304, timestamp=1678273200000, transactions=49, otc=None)
Agg(open=24.3, high=24.49, low=24.28, close=24.35, volume=70056, vwap=24.3706, timestamp=1678276800000, transactions=265, otc=None)
Agg(open=24.3, high=24.49, low=24.08, close=24.1, volume=615113, vwap=24.3773, timestamp=1678280400000, transactions=888, otc=None)
Agg(open=24.1, high=24.7, low=24, close=24.54, volume=4081580.0, vwap=24.4135, timestamp=1678284000000, transactions=27247, otc=None)
Agg(open=24.54, high=24.7125, low=24.34, close=24.695, volume=2295951.0, vwap=24.6059, timestamp=1678287600000, transactions=21673, otc=None)
Agg(open=24.695, high=24.99, low=24.3, close=24.52, volume=1690483.0, vwap=24.6137, timestamp=1678291200000, transactions=16605, otc=None)
Agg(open=24.502, high=24.53, low=24.16, close=24.495, volume=1058979.0, vwap=24.3358, timestamp=1678294800000, transactions=12822, otc=None)
Agg(open=24.51, high=24.56, low=24.2501, close=24.41, volume=1115548.0, vwap=24.4272, timestamp=1678298400000, transactions=11581, otc=None)
Agg(open=24.41, high=24.65, low=24.405, close=24.585, volume=1046743.0, vwap=24.5611, timestamp=1678302000000, transactions=15883, otc=None)
Agg(open=24.585, high=24.595, low=24.245, close=24.29, volume=2562068.0, vwap=24.453, timestamp=1678305600000, transactions=31690, otc=None)
Agg(open=24.27, high=24.28, low=24.27, close=24.28, volume=105845, vwap=24.2721, timestamp=1678309200000, transactions=32, otc=None)
Agg(open=24.35, high=24.35, low=24.35, close=24.35, volume=500, vwap=24.35, timestamp=1678312800000, transactions=1, otc=None)
Agg(open=24.2499, high=24.25, low=24.2499, close=24.25, volume=335, vwap=24.2578, timestamp=1678366800000, transactions=9, otc=None)
Agg(open=24.14, high=24.69, low=23.92, close=24.445, volume=424523, vwap=24.2873, timestamp=1678370400000, transactions=4576, otc=None)
Agg(open=24.455, high=24.66, low=24.27, close=24.38, volume=646747, vwap=24.419, timestamp=1678374000000, transactions=10570, otc=None)
Agg(open=24.382, high=24.42, low=23.74, close=23.77, volume=763306, vwap=24.0085, timestamp=1678377600000, transactions=9848, otc=None)
