Agg(open=15.29, high=15.45, low=14.94, close=15, volume=99805, vwap=15.2043, timestamp=1698670800000, transactions=1504, otc=None)
Agg(open=15.02, high=15.02, low=14.53, close=14.7, volume=227472, vwap=14.7053, timestamp=1698674400000, transactions=3549, otc=None)
Agg(open=14.71, high=14.945, low=14.7, close=14.87, volume=192488, vwap=14.8209, timestamp=1698678000000, transactions=3485, otc=None)
Agg(open=14.865, high=14.88, low=14.67, close=14.77, volume=416830, vwap=14.7683, timestamp=1698681600000, transactions=3074, otc=None)
Agg(open=14.77, high=15.03, low=14.66, close=15.01, volume=230746, vwap=14.8237, timestamp=1698685200000, transactions=3557, otc=None)
Agg(open=15.01, high=15.08, low=14.925, close=15.06, volume=287727, vwap=15.0129, timestamp=1698688800000, transactions=3388, otc=None)
Agg(open=15.06, high=15.19, low=14.93, close=15.03, volume=683666, vwap=15.0447, timestamp=1698692400000, transactions=7811, otc=None)
Agg(open=15.04, high=15.04, low=15.04, close=15.04, volume=17041, vwap=15.04, timestamp=1698696000000, transactions=24, otc=None)
Agg(open=15.34, high=15.34, low=15.34, close=15.34, volume=100, vwap=15.34, timestamp=1698753600000, transactions=1, otc=None)
Agg(open=15.13, high=15.39, low=14.96, close=15.065, volume=145461, vwap=15.1443, timestamp=1698757200000, transactions=1701, otc=None)
Agg(open=15.065, high=15.22, low=14.84, close=15.135, volume=252600, vwap=15.0777, timestamp=1698760800000, transactions=3867, otc=None)
Agg(open=15.14, high=15.18, low=14.94, close=15.03, volume=134152, vwap=15.0188, timestamp=1698764400000, transactions=2365, otc=None)
Agg(open=15.04, high=15.17, low=15.015, close=15.11, volume=259308, vwap=15.0772, timestamp=1698768000000, transactions=2446, otc=None)
Agg(open=15.105, high=15.15, low=15.04, close=15.1, volume=136663, vwap=15.1022, timestamp=1698771600000, transactions=2060, otc=None)
Agg(open=15.1, high=15.285, low=15.09, close=15.245, volume=208435, vwap=15.2083, timestamp=1698775200000, transactions=3609, otc=None)
Agg(open=15.25, high=15.38, low=15.2119, close=15.36, volume=621791, vwap=15.3099, timestamp=1698778800000, transactions=8207, otc=None)
Agg(open=15.36, high=15.36, low=15.36, close=15.36, volume=64927, vwap=15.36, timestamp=1698782400000, transactions=18, otc=None)
Agg(open=15.36, high=15.37, low=15.36, close=15.37, volume=1554, vwap=15.3668, timestamp=1698786000000, transactions=18, otc=None)
Agg(open=15.34, high=15.34, low=14.63, close=14.645, volume=204452, vwap=15.0113, timestamp=1698843600000, transactions=2166, otc=None)
Agg(open=14.655, high=14.82, low=14.42, close=14.54, volume=774279, vwap=14.6396, timestamp=1698847200000, transactions=5704, otc=None)
Agg(open=14.53, high=14.68, low=14.5, close=14.63, volume=215452, vwap=14.575, timestamp=1698850800000, transactions=3234, otc=None)
Agg(open=14.61, high=14.715, low=14.41, close=14.43, volume=367248, vwap=14.5517, timestamp=1698854400000, transactions=3919, otc=None)
