Agg(open=12.03, high=12.115, low=11.97, close=12, volume=181336, vwap=12.0239, timestamp=1701093600000, transactions=1604, otc=None)
Agg(open=12, high=12.12, low=11.995, close=12.08, volume=319898, vwap=12.0744, timestamp=1701097200000, transactions=3002, otc=None)
Agg(open=12.08, high=12.11, low=12.055, close=12.055, volume=279279, vwap=12.082, timestamp=1701100800000, transactions=2624, otc=None)
Agg(open=12.055, high=12.095, low=12.05, close=12.075, volume=205131, vwap=12.0746, timestamp=1701104400000, transactions=2262, otc=None)
Agg(open=12.07, high=12.12, low=12.06, close=12.115, volume=201039, vwap=12.0976, timestamp=1701108000000, transactions=2122, otc=None)
Agg(open=12.115, high=12.13, low=12.09, close=12.105, volume=336141, vwap=12.1135, timestamp=1701111600000, transactions=3048, otc=None)
Agg(open=12.105, high=12.11, low=12.05, close=12.07, volume=1133100.0, vwap=12.0802, timestamp=1701115200000, transactions=7126, otc=None)
Agg(open=12.08, high=12.08, low=12.08, close=12.08, volume=75017, vwap=12.08, timestamp=1701118800000, transactions=37, otc=None)
Agg(open=12.1, high=12.1, low=12.1, close=12.1, volume=1497, vwap=12.1, timestamp=1701176400000, transactions=9, otc=None)
Agg(open=12.08, high=12.12, low=12.015, close=12.035, volume=90808, vwap=12.0542, timestamp=1701180000000, transactions=910, otc=None)
Agg(open=12.035, high=12.11, low=12.025, close=12.09, volume=360451, vwap=12.0777, timestamp=1701183600000, transactions=2809, otc=None)
Agg(open=12.09, high=12.12, low=12.055, close=12.115, volume=199316, vwap=12.0844, timestamp=1701187200000, transactions=2208, otc=None)
Agg(open=12.11, high=12.14, low=12.0801, close=12.11, volume=255667, vwap=12.1138, timestamp=1701190800000, transactions=2347, otc=None)
Agg(open=12.105, high=12.14, low=12.085, close=12.115, volume=288990, vwap=12.1123, timestamp=1701194400000, transactions=2451, otc=None)
Agg(open=12.115, high=12.17, low=12.11, close=12.165, volume=216191, vwap=12.1347, timestamp=1701198000000, transactions=2195, otc=None)
Agg(open=12.165, high=12.19, low=12.12, close=12.12, volume=1018035.0, vwap=12.1504, timestamp=1701201600000, transactions=7044, otc=None)
Agg(open=12.12, high=12.12, low=12.12, close=12.12, volume=51762, vwap=12.12, timestamp=1701205200000, transactions=23, otc=None)
Agg(open=12.18, high=12.18, low=12.18, close=12.18, volume=425, vwap=12.18, timestamp=1701262800000, transactions=3, otc=None)
Agg(open=12.2, high=12.2, low=12.05, close=12.1, volume=474540, vwap=12.1083, timestamp=1701266400000, transactions=3122, otc=None)
Agg(open=12.11, high=12.11, low=11.97, close=11.98, volume=800924, vwap=12.0308, timestamp=1701270000000, transactions=4745, otc=None)
Agg(open=11.98, high=12, low=11.95, close=11.955, volume=725856, vwap=11.9806, timestamp=1701273600000, transactions=4590, otc=None)
Agg(open=11.955, high=11.96, low=11.865, close=11.875, volume=591830, vwap=11.9016, timestamp=1701277200000, transactions=3735, otc=None)
Agg(open=11.875, high=11.885, low=11.83, close=11.84, volume=597127, vwap=11.8582, timestamp=1701280800000, transactions=4312, otc=None)
Agg(open=11.84, high=11.85, low=11.77, close=11.825, volume=919275, vwap=11.8053, timestamp=1701284400000, transactions=6419, otc=None)
Agg(open=11.83, high=11.83, low=11.68, close=11.7, volume=1808233.0, vwap=11.7307, timestamp=1701288000000, transactions=11253, otc=None)
Agg(open=11.71, high=11.8, low=11.71, close=11.8, volume=92354, vwap=11.7101, timestamp=1701291600000, transactions=31, otc=None)
Agg(open=11.9, high=11.9, low=11.8, close=11.8, volume=1000, vwap=11.85, timestamp=1701298800000, transactions=3, otc=None)
Agg(open=11.8, high=11.8, low=11.8, close=11.8, volume=120, vwap=11.8, timestamp=1701349200000, transactions=2, otc=None)
Agg(open=11.75, high=11.79, low=11.645, close=11.705, volume=393261, vwap=11.6949, timestamp=1701352800000, transactions=2905, otc=None)
Agg(open=11.7, high=11.77, low=11.68, close=11.755, volume=432677, vwap=11.7375, timestamp=1701356400000, transactions=3707, otc=None)
Agg(open=11.7501, high=11.77, low=11.64, close=11.641, volume=439273, vwap=11.7053, timestamp=1701360000000, transactions=3345, otc=None)
Agg(open=11.64, high=11.65, low=11.6, close=11.6, volume=613751, vwap=11.6219, timestamp=1701363600000, transactions=3499, otc=None)
Agg(open=11.605, high=11.63, low=11.6, close=11.625, volume=906810, vwap=11.608, timestamp=1701367200000, transactions=4157, otc=None)
Agg(open=11.63, high=11.65, low=11.62, close=11.65, volume=717934, vwap=11.6327, timestamp=1701370800000, transactions=4584, otc=None)
Agg(open=11.65, high=11.65, low=11.56, close=11.62, volume=1687116.0, vwap=11.6119, timestamp=1701374400000, transactions=11957, otc=None)
Agg(open=11.63, high=11.63, low=11.63, close=11.63, volume=485114, vwap=11.6302, timestamp=1701378000000, transactions=40, otc=None)
Agg(open=11.63, high=11.83, low=11.63, close=11.83, volume=448, vwap=11.7107, timestamp=1701381600000, transactions=3, otc=None)
Agg(open=11.63, high=11.63, low=11.62, close=11.63, volume=717, vwap=11.6251, timestamp=1701432000000, transactions=16, otc=None)
Agg(open=11.62, high=11.63, low=11.62, close=11.62, volume=1848, vwap=11.6219, timestamp=1701435600000, transactions=12, otc=None)
Agg(open=11.64, high=11.67, low=11.545, close=11.625, volume=375874, vwap=11.6217, timestamp=1701439200000, transactions=2437, otc=None)
Agg(open=11.63, high=11.68, low=11.59, close=11.595, volume=577510, vwap=11.6311, timestamp=1701442800000, transactions=4291, otc=None)
Agg(open=11.6, high=11.68, low=11.56, close=11.655, volume=829840, vwap=11.6249, timestamp=1701446400000, transactions=4844, otc=None)
Agg(open=11.655, high=11.69, low=11.65, close=11.68, volume=518259, vwap=11.6685, timestamp=1701450000000, transactions=3039, otc=None)
Agg(open=11.675, high=11.68, low=11.58, close=11.595, volume=917849, vwap=11.6185, timestamp=1701453600000, transactions=5216, otc=None)
Agg(open=11.595, high=11.61, low=11.575, close=11.5974, volume=526880, vwap=11.5949, timestamp=1701457200000, transactions=3651, otc=None)
Agg(open=11.5957, high=11.69, low=11.59, close=11.64, volume=1975185.0, vwap=11.6573, timestamp=1701460800000, transactions=10880, otc=None)
Agg(open=11.66, high=11.66, low=11.66, close=11.66, volume=95046, vwap=11.66, timestamp=1701464400000, transactions=22, otc=None)
Agg(open=11.68, high=11.68, low=11.68, close=11.68, volume=100, vwap=11.68, timestamp=1701475200000, transactions=1, otc=None)
