Agg(open=11, high=11, low=11, close=11, volume=401, vwap=10.9999, timestamp=1682323200000, transactions=2, otc=None)
Agg(open=10.76, high=10.89, low=10.76, close=10.89, volume=994, vwap=10.8749, timestamp=1682334000000, transactions=7, otc=None)
Agg(open=10.9, high=10.9, low=10.9, close=10.9, volume=201, vwap=10.8999, timestamp=1682337600000, transactions=2, otc=None)
Agg(open=10.88, high=10.95, low=10.83, close=10.835, volume=278457, vwap=10.8853, timestamp=1682341200000, transactions=1638, otc=None)
Agg(open=10.835, high=10.885, low=10.81, close=10.845, volume=322808, vwap=10.8455, timestamp=1682344800000, transactions=2218, otc=None)
Agg(open=10.845, high=10.9, low=10.835, close=10.89, volume=390611, vwap=10.8683, timestamp=1682348400000, transactions=2102, otc=None)
Agg(open=10.895, high=10.905, low=10.87, close=10.885, volume=238733, vwap=10.8871, timestamp=1682352000000, transactions=1654, otc=None)
Agg(open=10.88, high=10.895, low=10.87, close=10.87, volume=156568, vwap=10.8816, timestamp=1682355600000, transactions=1444, otc=None)
Agg(open=10.87, high=10.88, low=10.82, close=10.82, volume=163122, vwap=10.8378, timestamp=1682359200000, transactions=1655, otc=None)
Agg(open=10.825, high=10.88, low=10.82, close=10.88, volume=953293, vwap=10.8542, timestamp=1682362800000, transactions=6079, otc=None)
Agg(open=10.88, high=10.88, low=10.88, close=10.88, volume=153654, vwap=10.88, timestamp=1682366400000, transactions=27, otc=None)
Agg(open=10.89, high=10.89, low=10.89, close=10.89, volume=100, vwap=10.89, timestamp=1682377200000, transactions=1, otc=None)
Agg(open=10.85, high=10.86, low=10.73, close=10.745, volume=222797, vwap=10.8023, timestamp=1682427600000, transactions=1894, otc=None)
Agg(open=10.745, high=10.765, low=10.7, close=10.745, volume=479837, vwap=10.7217, timestamp=1682431200000, transactions=4314, otc=None)
Agg(open=10.745, high=10.78, low=10.72, close=10.765, volume=308515, vwap=10.759, timestamp=1682434800000, transactions=2417, otc=None)
Agg(open=10.765, high=10.81, low=10.76, close=10.78, volume=263873, vwap=10.7923, timestamp=1682438400000, transactions=2152, otc=None)
Agg(open=10.785, high=10.815, low=10.73, close=10.8, volume=560272, vwap=10.7809, timestamp=1682442000000, transactions=3806, otc=None)
Agg(open=10.8, high=10.8, low=10.73, close=10.745, volume=571933, vwap=10.7622, timestamp=1682445600000, transactions=3987, otc=None)
Agg(open=10.745, high=10.76, low=10.71, close=10.71, volume=821833, vwap=10.734, timestamp=1682449200000, transactions=6579, otc=None)
Agg(open=10.72, high=10.72, low=10.72, close=10.72, volume=39417, vwap=10.72, timestamp=1682452800000, transactions=21, otc=None)
Agg(open=10.85, high=10.85, low=10.85, close=10.85, volume=841, vwap=10.85, timestamp=1682510400000, transactions=1, otc=None)
Agg(open=10.75, high=10.83, low=10.72, close=10.76, volume=224604, vwap=10.7759, timestamp=1682514000000, transactions=1791, otc=None)
Agg(open=10.755, high=10.765, low=10.65, close=10.705, volume=293137, vwap=10.7005, timestamp=1682517600000, transactions=3055, otc=None)
Agg(open=10.705, high=10.74, low=10.635, close=10.715, volume=574225, vwap=10.6771, timestamp=1682521200000, transactions=4980, otc=None)
Agg(open=10.72, high=10.75, low=10.655, close=10.68, volume=430015, vwap=10.6995, timestamp=1682524800000, transactions=2621, otc=None)
Agg(open=10.685, high=10.72, low=10.67, close=10.675, volume=390150, vwap=10.6931, timestamp=1682528400000, transactions=2952, otc=None)
Agg(open=10.67, high=10.68, low=10.63, close=10.6426, volume=498756, vwap=10.659, timestamp=1682532000000, transactions=3677, otc=None)
Agg(open=10.64, high=10.66, low=10.58, close=10.64, volume=1330593.0, vwap=10.6276, timestamp=1682535600000, transactions=7938, otc=None)
Agg(open=10.65, high=10.65, low=10.65, close=10.65, volume=40471, vwap=10.65, timestamp=1682539200000, transactions=15, otc=None)
Agg(open=10.7, high=10.7, low=10.7, close=10.7, volume=323, vwap=10.7112, timestamp=1682596800000, transactions=8, otc=None)
Agg(open=10.64, high=10.755, low=10.615, close=10.75, volume=342898, vwap=10.6743, timestamp=1682600400000, transactions=2185, otc=None)
Agg(open=10.76, high=10.77, low=10.635, close=10.665, volume=499304, vwap=10.7192, timestamp=1682604000000, transactions=4177, otc=None)
Agg(open=10.665, high=10.715, low=10.625, close=10.715, volume=388886, vwap=10.6751, timestamp=1682607600000, transactions=3092, otc=None)
Agg(open=10.72, high=10.75, low=10.67, close=10.685, volume=526060, vwap=10.7092, timestamp=1682611200000, transactions=3435, otc=None)
Agg(open=10.685, high=10.75, low=10.685, close=10.72, volume=295146, vwap=10.7196, timestamp=1682614800000, transactions=2592, otc=None)
Agg(open=10.725, high=10.755, low=10.705, close=10.73, volume=491340, vwap=10.7277, timestamp=1682618400000, transactions=3445, otc=None)
Agg(open=10.725, high=10.79, low=10.715, close=10.79, volume=1797564.0, vwap=10.7538, timestamp=1682622000000, transactions=9785, otc=None)
Agg(open=10.78, high=10.78, low=10.78, close=10.78, volume=59801, vwap=10.78, timestamp=1682625600000, transactions=12, otc=None)
Agg(open=10.78, high=10.78, low=10.78, close=10.78, volume=100, vwap=10.78, timestamp=1682668800000, transactions=1, otc=None)
Agg(open=10.53, high=10.53, low=10.53, close=10.53, volume=310, vwap=10.5406, timestamp=1682683200000, transactions=2, otc=None)
Agg(open=10.77, high=10.86, low=10.7, close=10.82, volume=334718, vwap=10.7982, timestamp=1682686800000, transactions=2111, otc=None)
Agg(open=10.815, high=10.96, low=10.81, close=10.895, volume=786135, vwap=10.8786, timestamp=1682690400000, transactions=5337, otc=None)
Agg(open=10.895, high=10.95, low=10.85, close=10.92, volume=438352, vwap=10.9096, timestamp=1682694000000, transactions=3600, otc=None)
Agg(open=10.92, high=10.96, low=10.88, close=10.935, volume=540878, vwap=10.9225, timestamp=1682697600000, transactions=3537, otc=None)
Agg(open=10.935, high=10.95, low=10.9, close=10.915, volume=319638, vwap=10.9272, timestamp=1682701200000, transactions=2566, otc=None)
Agg(open=10.92, high=10.935, low=10.855, close=10.895, volume=436785, vwap=10.8911, timestamp=1682704800000, transactions=3267, otc=None)
Agg(open=10.895, high=10.95, low=10.87, close=10.94, volume=1530755.0, vwap=10.9109, timestamp=1682708400000, transactions=8420, otc=None)
Agg(open=10.93, high=10.93, low=10.93, close=10.93, volume=141208, vwap=10.93, timestamp=1682712000000, transactions=25, otc=None)
Agg(open=10.65, high=10.99, low=10.65, close=10.65, volume=1300, vwap=10.7546, timestamp=1682715600000, transactions=3, otc=None)
