Agg(open=10.81, high=11, low=10.81, close=11, volume=433, vwap=10.8542, timestamp=1679918400000, transactions=6, otc=None)
Agg(open=11.05, high=11.05, low=11.05, close=11.05, volume=8900, vwap=11.05, timestamp=1680264000000, transactions=1, otc=None)
Agg(open=11.1, high=11.24, low=11.07, close=11.11, volume=638887, vwap=11.1319, timestamp=1680267600000, transactions=2151, otc=None)
Agg(open=11.12, high=11.165, low=11.09, close=11.125, volume=1152102.0, vwap=11.1181, timestamp=1680271200000, transactions=4770, otc=None)
Agg(open=11.125, high=11.17, low=11.1, close=11.11, volume=843166, vwap=11.1296, timestamp=1680274800000, transactions=4013, otc=None)
Agg(open=11.115, high=11.165, low=11.07, close=11.085, volume=661679, vwap=11.1164, timestamp=1680278400000, transactions=3463, otc=None)
Agg(open=11.085, high=11.13, low=11.08, close=11.11, volume=981711, vwap=11.111, timestamp=1680282000000, transactions=2861, otc=None)
Agg(open=11.11, high=11.125, low=11.07, close=11.09, volume=399290, vwap=11.0967, timestamp=1680285600000, transactions=2785, otc=None)
Agg(open=11.095, high=11.15, low=11.065, close=11.15, volume=2214278.0, vwap=11.1091, timestamp=1680289200000, transactions=9422, otc=None)
Agg(open=11.15, high=11.15, low=11.15, close=11.15, volume=102035, vwap=11.1499, timestamp=1680292800000, transactions=29, otc=None)
Agg(open=11.15, high=11.15, low=11.15, close=11.15, volume=200, vwap=11.15, timestamp=1680300000000, transactions=2, otc=None)
